id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore,score
39,11,0.2857142857,0.6,0.4285714286,0.5714285714,0.42857143,0.6,0.6,0.5,1,4,0.4,0.6,0.25,6,0.7
39,12,0.4285714286,0.7,0.4285714286,0.5714285714,0.42857143,0.6,0.5,0.4,1,4,0.3,0.03,0.34,8,0.7
39,13,0.4285714286,0.7,0.4285714286,0.5714285714,0.42857143,0.6,0.5,0.5,2,9,0.33,0.05,0.4,5,0.7
39,14,0.2857142857,0.7,0.4285714286,0.7142857143,0.42857143,0.6,0.6,0.5,1,4,0.41,0.76,0.39,7,0.6
39,15,0.4285714286,0.7,0.4285714286,0.5714285714,0.42857143,0.6,0.6,0.5,1,4,0.33,-0.23,0.33,8,0.9
39,16,0.4285714286,0.5,0.4285714286,0.2857142857,0.71428571,0.5,0.6,0.5,2,7,0.51,0.03,0.51,6,0.5
39,17,0.4285714286,0.6,0.4285714286,0.5714285714,0.57142857,0.6,0.6,0.5,3,5,0.38,-0.4,0.45,6,0.5
39,18,0.4285714286,0.6,0.4285714286,0.2857142857,0.57142857,0.5,0.6,0.6,2,1,0.47,0.79,0.51,9,0.5
39,19,0.4285714286,0.5,0.4285714286,0.4285714286,0.57142857,0.6,0.6,0.5,1,2,0.46,0.19,0.53,8,0.5
39,20,0.1428571429,0.4,0.1428571429,0.2857142857,0.42857143,0.5,0.3,0.6,3,9,0.26,0.35,0.23,6,0.3
39,21,0.1428571429,0.4,0.1428571429,0.1428571429,0.42857143,0.4,0.4,0.4,2,6,0.2,-0.06,0.2,5,0.4
39,22,0.2857142857,0.5,0.2857142857,0.4285714286,0.28571429,0.4,0.3,0.5,2,4,0.26,-0.74,0.23,7,0.5
39,23,0.1428571429,0.3,0.1428571429,0.1428571429,0.14285714,0.6,0.3,0.5,4,16,0.24,-0.41,0.2,3,0.4
39,24,0.1428571429,0.5,0.1428571429,0.2857142857,0.28571429,0.4,0.5,0.2,2,6,0.31,0.61,0.24,8,0.4
39,25,0.1428571429,0.6,0.4285714286,0.5714285714,0.57142857,0.7,0.5,0.2,2,13,0.24,0,0.14,7,0.8
39,26,0.1428571429,0.6,0.2857142857,0.7142857143,0.42857143,0.6,0.5,0.5,2,8,0.23,0.17,0.24,7,0.4
39,27,0.1428571429,0.6,0.2857142857,0.5714285714,0.42857143,0.5,0.4,0.5,2,5,0.32,0.53,0.22,6,0.4
39,28,0.1428571429,0.4,0.2857142857,0.5714285714,0.42857143,0.4,0.5,0.6,2,5,0.22,0.47,0.23,7,0.5
40,0,1,0.8333333333,1,1,1,0.8333333333,0.8333333333,0.8333333333,0,0,0.51,0.38,0.69,8,0.8333333333333334
40,1,0.4,0.6666666667,0.6,0.6,0.6,0.6666666667,0.6666666667,0.6666666667,0,0,0.56,0.44,0.66,9,0.6666666666666666
40,2,0.4,0.6666666667,0.6,0.8,0.6,0.6666666667,0.6666666667,0.6666666667,0,0,0.52,0.36,0.61,8,0.6666666666666666
40,3,0.4,0.6666666667,0.6,0.6,0.6,0.6666666667,0.6666666667,0.8333333333,0,0,0.51,0.44,0.64,8,0.6666666666666666
40,4,0.4,0.5,0.6,0.4,0.6,0.6666666667,0.6666666667,0.5,0,2,0.52,0.18,0.57,8,0.6666666666666666
40,5,0.6,0.6666666667,0.8,0.4,0.6,0.6666666667,0.8333333333,0.8333333333,0,1,0.54,0.28,0.65,8,0.6666666666666666
40,6,0.6,0.6666666667,0.6,0.2,0.8,0.6666666667,0.6666666667,0.6666666667,5,9,0.51,0.32,0.64,8,0.6666666666666666
40,7,0.6,0.6666666667,0.6,1,1,0.6666666667,0.6666666667,0.8333333333,0,0,0.51,0.64,0.64,8,0.6666666666666666
40,8,0.6,0.6666666667,0.6,0.6,0.8,0.8333333333,0.6666666667,0.8333333333,5,4,0.49,0.51,0.64,8,0.6666666666666666
40,9,0.6,0.6666666667,0.6,0.2,0.8,0.6666666667,0.6666666667,0.6666666667,0,0,0.51,0.39,0.64,8,0.6666666666666666
40,10,0.6,0.6666666667,0.6,0.2,1,0.8333333333,0.6666666667,0.8333333333,4,9,0.53,-0.05,0.65,8,0.6666666666666666
41,0,1,1,1,0.8,1,0.8333333333,1,0.8333333333,1,0,0.52,1.08,0.75,7,0.8333333333333334
41,1,0.8,0.6666666667,0.8,0.6,1,0.8333333333,0.6666666667,0.6666666667,1,4,0.52,0.7,0.6,7,0.6666666666666666
41,2,0.6,0.5,0.8,0.6,1,0.8333333333,0.5,0.5,1,4,0.6,0.71,0.61,7,0.6666666666666666
41,3,1,0.8333333333,1,0.6,1,0.8333333333,0.8333333333,0.6666666667,1,0,0.52,0.42,0.63,7,0.6666666666666666
41,4,0.8,0.8333333333,1,0.6,1,0.8333333333,0.8333333333,0.6666666667,1,0,0.54,0.56,0.68,8,0.6666666666666666
41,5,0.8,0.8333333333,0.8,0.4,1,0.8333333333,0.8333333333,0.5,1,0,0.52,0.66,0.66,8,0.6666666666666666
41,6,0.2,0.3333333333,0.4,0.2,0.4,0.3333333333,0.5,0.5,1,4,0.55,0.57,0.52,5,0.5
41,7,0.2,0.3333333333,0.6,0.6,0.4,0.6666666667,0.6666666667,0.6666666667,2,4,0.64,0.53,0.51,7,0.5
41,8,0.2,0.5,0.2,0.2,0.2,0.5,0.5,0.5,2,5,0.52,0.44,0.58,6,0.3333333333333333
41,9,0.2,0.3333333333,0.8,0.2,0.8,0.5,0.6666666667,0.5,5,4,0.46,0.73,0.64,7,0.5
41,10,1,0.8333333333,1,0.4,1,1,1,0.8333333333,1,0,0.53,0.36,0.73,8,1.0
41,11,0.8,1,1,0.6,1,1,1,0.8333333333,1,0,0.59,0.44,0.82,7,0.8333333333333334
41,12,1,1,1,0.6,1,1,1,0.8333333333,0,0,0.61,0.71,0.78,7,0.8333333333333334
41,13,0.8,0.8333333333,1,0.8,1,0.8333333333,0.6666666667,0.6666666667,1,4,0.48,0.86,0.46,8,0.8333333333333334
41,14,0.8,0.6666666667,1,0.8,1,0.8333333333,0.6666666667,0.6666666667,1,4,0.49,0.71,0.43,8,0.6666666666666666
41,15,0.8,0.6666666667,1,0.6,0.8,0.6666666667,0.8333333333,0.5,1,4,0.49,0.5,0.48,7,0.6666666666666666
41,16,0.8,0.8333333333,1,0.8,0.8,0.8333333333,0.8333333333,0.5,1,0,0.51,0.46,0.43,8,0.6666666666666666
41,17,0.8,0.8333333333,1,0.6,1,0.8333333333,0.8333333333,0.5,1,4,0.55,0.29,0.58,8,0.6666666666666666
41,18,0.4,0.3333333333,0.6,0.2,0.2,0.3333333333,0.3333333333,0.1666666667,1,0,0.43,0.07,0.51,8,0.3333333333333333
41,19,0.2,0.3333333333,0.6,0,0.2,0.3333333333,0.3333333333,0.1666666667,1,4,0.45,-0.56,0.48,8,0.3333333333333333
41,20,0.4,0.6666666667,1,0.2,0.6,0.6666666667,0.6666666667,0.3333333333,2,4,0.52,0.14,0.43,6,0.5
41,21,0.2,0.3333333333,0.4,0.2,0.4,0.6666666667,0.5,0.1666666667,1,4,0.43,-0.23,0.42,6,0.3333333333333333
41,22,0,0.1666666667,0.2,0.2,0.2,0.1666666667,0.1666666667,0.3333333333,1,0,0.42,0.9,0.41,7,0.16666666666666666
41,23,0,0.1666666667,0.2,0.2,0,0.1666666667,0.1666666667,0.3333333333,5,9,0.4,0.91,0.43,8,0.16666666666666666
41,24,0,0.1666666667,0.2,0,0.2,0.1666666667,0.1666666667,0.3333333333,2,7,0.44,0.91,0.44,8,0.16666666666666666
41,25,0,0.1666666667,0.2,0.2,0,0.1666666667,0.1666666667,0.3333333333,4,7,0.39,0.98,0.46,8,0.16666666666666666
42,0,1,1,1,0.8888888889,1,1,1,0.6666666667,0,4,0.61,0.89,0.72,8,1.0
42,1,0.7777777778,1,0.8888888889,0.7777777778,1,0.8888888889,0.8888888889,0.5555555556,0,1,0.63,1.25,0.68,8,0.7777777777777778
42,2,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.77777778,0.7777777778,0.7777777778,0.6666666667,1,4,0.61,0.6,0.58,8,0.7777777777777778
42,3,0.7777777778,0.7777777778,0.7777777778,0.6666666667,0.77777778,0.7777777778,0.7777777778,0.6666666667,1,2,0.65,0.68,0.6,8,0.7777777777777778
42,4,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.77777778,0.7777777778,0.7777777778,0.6666666667,1,0,0.56,0.88,0.62,8,0.7777777777777778
42,5,0.2222222222,0.5555555556,0.2222222222,0.5555555556,0.33333333,0.5555555556,0.4444444444,0.3333333333,5,9,0.26,1.32,0.29,6,0.3333333333333333
42,6,0.3333333333,0.5555555556,0.3333333333,0.2222222222,0.44444444,0.5555555556,0.5555555556,0.4444444444,5,9,0.3,0.76,0.26,6,0.2222222222222222
42,7,0.2222222222,0.5555555556,0.3333333333,0.3333333333,0.44444444,0.6666666667,0.4444444444,0.5555555556,4,9,0.21,0.83,0.31,6,0.3333333333333333
42,8,0.4444444444,0.5555555556,0.3333333333,0.5555555556,0.44444444,0.6666666667,0.4444444444,0.4444444444,5,9,0.24,0.78,0.26,6,0.4444444444444444
42,9,0.3333333333,0.5555555556,0.3333333333,0.4444444444,0.44444444,0.5555555556,0.4444444444,0.4444444444,5,9,0.23,0.91,0.26,6,0.3333333333333333
42,10,0.7777777778,0.7777777778,1,0.8888888889,1,1,1,0.8888888889,0,7,0.61,0.71,0.62,8,0.8888888888888888
42,11,1,1,1,0.6666666667,1,1,1,0.5555555556,0,0,0.66,0.35,0.67,8,0.8888888888888888
42,12,0.8888888889,0.7777777778,1,0.8888888889,1,1,1,0.8888888889,1,0,0.68,0.7,0.67,8,0.8888888888888888
42,13,0.3333333333,0.4444444444,0.2222222222,0.4444444444,0.22222222,0.3333333333,0.3333333333,0.4444444444,4,7,0.42,0.62,0.39,6,0.4444444444444444
42,14,0.2222222222,0.3333333333,0.2222222222,0.4444444444,0.33333333,0.3333333333,0.4444444444,0.5555555556,3,9,0.45,0.72,0.43,6,0.4444444444444444
42,15,0.2222222222,0.4444444444,0.3333333333,0.3333333333,0.44444444,0.3333333333,0.4444444444,0.5555555556,2,5,0.56,0.17,0.39,7,0.5555555555555556
42,16,0.2222222222,0.2222222222,0.2222222222,0.5555555556,0.33333333,0.4444444444,0.4444444444,0.5555555556,4,4,0.5,0.55,0.41,8,0.3333333333333333
42,17,0.2222222222,0.3333333333,0.2222222222,0.4444444444,0.22222222,0.6666666667,0.4444444444,0.3333333333,2,6,0.49,0.01,0.45,6,0.5555555555555556
43,0,1,1,1,1,1,1,1,1,0,0,0.55,0.36,0.75,8,1.0
43,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.66666667,0.6666666667,0.6666666667,0.6666666667,0,4,0.38,-0.1,0.49,6,0.6666666666666666
43,2,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.66666667,0.6666666667,0.6666666667,0.3333333333,1,4,0.54,0.25,0.34,8,1.0
43,3,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.66666667,1,0.6666666667,0.6666666667,1,3,0.48,0.25,0.55,8,0.6666666666666666
43,4,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.66666667,0.6666666667,0.6666666667,0.6666666667,1,0,0.47,0.44,0.55,6,0.6666666666666666
43,5,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.3333333333,1,4,0.29,-0.46,0.38,6,0.3333333333333333
44,0,0.8333333333,0.8571428571,0.8333333333,1,1,0.8571428571,0.8571428571,0.4285714286,0,0,0.71,0.46,0.69,7,1.0
44,1,0.6666666667,0.5714285714,0.8333333333,1,0.83333333,0.7142857143,0.7142857143,0.4285714286,1,5,0.55,0.8,0.5,8,0.7142857142857143
44,2,0.6666666667,0.7142857143,0.6666666667,0.8333333333,0.83333333,0.7142857143,0.7142857143,0.5714285714,0,1,0.38,0.55,0.67,8,0.7142857142857143
44,3,0.6666666667,0.7142857143,0.8333333333,0.6666666667,0.83333333,0.8571428571,0.7142857143,0.4285714286,0,0,0.55,0.24,0.64,8,0.8571428571428571
44,4,0.6666666667,0.7142857143,0.8333333333,0.3333333333,0.83333333,0.8571428571,0.8571428571,0.4285714286,0,0,0.49,-0.07,0.61,7,0.8571428571428571
44,5,0.8333333333,0.8571428571,0.8333333333,0.8333333333,0.83333333,0.8571428571,0.8571428571,0.4285714286,0,1,0.58,0.97,0.6,8,0.7142857142857143
44,6,0.1666666667,0.5714285714,0.6666666667,0.3333333333,1,0.8571428571,0.7142857143,0.2857142857,5,9,0.53,-0.15,0.58,7,0.7142857142857143
44,7,0.3333333333,0.5714285714,0.5,0.6666666667,0.5,0.7142857143,0.5714285714,0.4285714286,2,4,0.53,0,0.64,7,0.8571428571428571
44,8,0.3333333333,0.5714285714,0.8333333333,0.5,0.33333333,0.5714285714,0.8571428571,0.4285714286,1,0,0.53,-0.05,0.56,7,0.5714285714285714
44,9,0.1666666667,0.7142857143,0.5,0,0.5,0.4285714286,0.5714285714,0.1428571429,1,0,0.41,0.05,0.51,8,0.5714285714285714
45,0,0.2,0.6666666667,0.8,0.8,0.6,0.8333333333,0.6666666667,1,0,0,0.71,0.23,0.69,7,0.8333333333333334
45,1,0.4,0.6666666667,0.6,1,1,1,0.5,0.8333333333,0,0,0.72,0.29,0.72,8,0.8333333333333334
45,2,0.8,0.6666666667,1,0.6,0.6,0.8333333333,0.8333333333,0.6666666667,0,4,0.66,-0.03,0.63,7,0.6666666666666666
45,3,0.4,0.5,0.8,0.6,1,0.8333333333,0.5,1,0,3,0.75,0.3,0.76,8,0.8333333333333334
45,4,0.6,0.8333333333,0.8,0.6,1,1,0.5,0.8333333333,0,1,0.67,0.16,0.71,8,0.8333333333333334
45,5,0.2,0.6666666667,0.8,1,0.8,0.8333333333,0.6666666667,1,0,1,0.68,0.32,0.68,8,0.6666666666666666
45,6,0.4,0.1666666667,0.4,0.6,0.8,0.3333333333,0.5,0.6666666667,5,9,0.39,0.56,0.25,6,0.3333333333333333
45,7,0.4,0.5,0.4,0.4,0.2,0.5,0.5,0.6666666667,5,9,0.28,-0.34,0.27,8,0.3333333333333333
45,8,0.4,0.3333333333,0.4,0.2,0.6,0.5,0.5,0.5,4,0,0.38,-0.07,0.32,7,0.3333333333333333
45,9,0.4,0.5,0.4,0.2,0.6,0.5,0.5,0.6666666667,5,4,0.29,-0.03,0.28,8,0.3333333333333333
45,10,0.2,0.3333333333,0.4,0.6,0.4,0.5,0.3333333333,0.3333333333,5,9,0.25,0.18,0.22,6,0.3333333333333333
46,0,1,1,1,0.6,1,1,1,0.625,0,1,0.63,-0.28,0.76,8,1.0
46,1,0.6,0.875,1,0.8,0.8,0.875,0.875,0.625,0,1,0.6,0.34,0.67,8,0.75
46,2,0.4,0.625,0.6,0.8,0.6,0.75,0.875,0.75,5,4,0.61,0.07,0.65,8,0.75
46,3,0.6,0.875,1,0.8,0.8,0.875,0.875,0.75,0,0,0.63,0.26,0.69,8,0.875
46,4,0.6,0.875,1,0.8,1,0.875,0.875,0.75,0,0,0.62,0.48,0.7,8,0.875
46,5,0.4,0.75,1,0.8,0.8,0.875,0.875,0.75,0,0,0.62,0.25,0.63,7,0.875
46,6,0.6,0.875,1,0.4,0.6,1,1,0.75,0,1,0.65,-0.19,0.71,8,0.875
46,7,0.6,0.875,1,0.6,1,1,1,0.625,0,1,0.65,-0.17,0.58,8,1.0
46,8,0.6,0.875,0.8,0.6,1,1,0.875,0.625,0,0,0.66,-0.16,0.64,6,1.0
46,9,0.6,0.875,1,0.4,1,1,0.875,0.625,1,2,0.63,-0.23,0.63,8,1.0
46,10,0.6,0.875,1,0.6,1,1,1,0.625,1,0,0.62,-0.43,0.67,8,1.0
46,11,0.4,0.625,0.8,0.6,0.4,0.75,0.625,0.375,5,4,0.58,-0.18,0.63,7,0.5
46,12,0.6,0.875,0.6,0.6,0.6,0.875,0.875,0.75,3,9,0.6,-0.18,0.6,7,0.75
46,13,0.4,0.625,1,0.4,0.6,0.75,1,0.5,5,5,0.6,-0.19,0.58,8,1.0
46,14,0.4,0.75,0.6,0.6,0.8,1,0.875,0.75,4,9,0.5,0.44,0.54,8,0.875
46,15,0.8,1,1,0.6,1,1,1,0.375,0,0,0.66,0.41,0.75,8,1.0
46,16,0.8,1,1,0.6,1,1,1,0.625,0,0,0.56,-0.08,0.48,7,1.0
46,17,0.6,0.875,0.8,0.6,1,1,0.875,0.625,0,2,0.66,-0.04,0.66,8,1.0
46,18,0.8,1,1,0.6,1,1,1,0.625,0,0,0.61,0.09,0.69,8,1.0
46,19,0.6,0.75,1,0.8,1,1,1,0.75,0,1,0.58,-0.01,0.69,8,1.0
46,20,0.4,0.5,0.6,0.8,0.6,0.625,0.75,1,5,9,0.55,0.49,0.52,8,0.5
46,21,0.2,0.5,0.4,0.8,0.6,0.625,0.625,1,4,4,0.55,0.69,0.51,8,0.375
46,22,0.2,0.5,0.2,0.6,0.4,0.5,0.5,1,4,6,0.49,0.12,0.52,8,0.375
46,23,0.2,0.5,0.2,0.8,0.6,0.5,0.5,0.875,5,0,0.51,0.19,0.49,8,0.375
46,24,0.2,0.5,0.8,0.8,0.4,0.625,0.625,0.75,1,0,0.53,-0.01,0.56,7,0.375
46,25,0.2,0.5,0.2,0.4,0.2,0.5,0.5,0.625,5,4,0.37,-0.36,0.3,6,0.625
47,0,0.5,0.8,0.75,0.75,0.5,0.6,0.8,0.8,1,7,0.66,-0.23,0.75,8,0.6
47,1,0.25,0.6,0.25,0.25,0.5,0.6,0.6,0.2,1,3,0.66,-0.04,0.72,8,0.6
47,2,0.25,0.2,0.5,0.25,0.5,0.4,0,0.4,2,9,0.55,-0.55,0.48,6,0.4
47,3,0.25,0.2,0.5,0.25,0.5,0.4,0,0.2,2,9,0.5,-0.6,0.47,7,0.0
47,4,0.25,0.2,0.5,0,0.5,0.4,0.2,0.2,2,4,0.56,-0.38,0.48,7,0.2
47,5,0.25,0.2,0.5,0,0.5,0.2,0.2,0.2,1,4,0.49,-0.5,0.46,6,0.2
47,6,0.25,0.2,0.5,0.5,0.5,0.2,0.2,0.2,2,4,0.58,-0.54,0.49,7,0.4
48,0,1,1,1,0.6,1,1,1,0.625,0,2,0.71,0.14,0.81,7,1.0
48,1,0.6,0.625,0.6,0.6,0.6,0.375,0.625,0.375,3,7,0.39,0.59,0.45,6,0.625
48,2,0.6,0.625,0.6,0.6,0.6,0.5,0.625,0.375,2,4,0.32,0.7,0.4,6,0.625
48,3,0.6,0.5,0.6,0.6,0.6,0.625,0.625,0.25,2,6,0.4,0.39,0.51,6,0.625
48,4,0.6,0.5,0.6,0.6,0.6,0.625,0.625,0.375,2,6,0.47,0.87,0.44,5,0.625
48,5,0.6,0.5,0.6,0.2,0.8,0.75,0.625,0.25,0,1,0.58,-0.46,0.7,8,0.625
48,6,0.6,0.75,0.6,0.2,0.6,0.75,0.75,0.5,1,2,0.54,0.17,0.69,8,0.625
48,7,1,0.75,1,0.6,0.8,0.75,0.75,0.375,1,0,0.53,0.41,0.67,8,0.625
48,8,0.2,0.375,0.2,0.2,0.4,0.25,0.5,0.25,3,7,0.23,1.1,0.28,7,0.375
48,9,0.4,0.5,0.4,0,0.4,0.5,0.375,0.375,1,7,0.41,0.05,0.51,7,0.5
48,10,0.4,0.5,0.4,0.2,0.4,0.625,0.5,0.375,1,0,0.39,0.09,0.52,5,0.625
48,11,0.4,0.5,0.4,0,0.6,0.625,0.5,0.25,2,4,0.47,0.37,0.52,8,0.625
48,12,0.4,0.625,0.4,0,0.4,0.625,0.5,0.375,1,0,0.39,0.49,0.51,6,0.625
48,13,0.4,0.5,0.4,0,0.6,0.375,0.375,0.5,3,6,0.36,-0.07,0.53,8,0.5
48,14,0.2,0.375,0.2,0,0.2,0.25,0.375,0.125,2,9,0.21,-0.33,0.1,6,0.375
48,15,0.2,0.375,0.2,0.4,0.6,0.375,0.375,0.125,3,9,0.15,0.1,0.14,5,0.25
48,16,0.6,0.375,0.6,0.4,0.4,0.125,0.5,0,3,9,0.27,-0.27,0.22,6,0.5
49,0,1,1,1,0.75,0.75,1,1,0.4,0,0,0.74,0.19,0.75,8,1.0
49,1,0.5,0.6,0.5,0.25,0.5,0.6,0.6,0.4,1,0,0.4,-0.05,0.49,7,0.6
49,2,0.5,0.6,0.5,0.75,0.5,0.6,0.6,0.6,1,0,0.39,0.83,0.53,7,0.6
49,3,0.5,0.6,0.5,0.75,0.5,0.6,0.8,0.6,1,0,0.42,0.58,0.54,7,0.6
49,4,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.4,1,0,0.41,0.03,0.51,7,0.6
49,5,0.25,0.4,0.25,0.25,0.25,0.6,0.2,0.4,1,4,0.37,0.22,0.36,5,0.2
49,6,0.25,0.2,0.25,0.5,0.25,0.6,0.2,0.2,2,4,0.42,0.35,0.42,5,0.4
49,7,0.25,0.2,0.25,0.25,0.25,0.4,0.2,0.2,2,5,0.39,0.45,0.46,7,0.4
49,8,0.25,0.2,0.25,0.25,0.25,0.6,0.2,0.4,1,0,0.34,0.2,0.39,7,0.4
49,9,0.25,0.2,0.25,0.25,0.5,0.6,0.2,0.2,2,4,0.41,0.32,0.49,7,0.4
50,0,1,1,1,0.75,1,1,1,0.5,2,3,0.75,-0.54,0.79,8,1.0
50,1,1,1,1,0.375,1,1,1,0.6,1,5,0.7,-0.48,0.83,8,1.0
50,2,1,1,1,0.625,1,1,1,0.5,1,0,0.83,-0.52,0.79,8,1.0
50,3,1,1,1,0.625,1,1,1,0.5,1,2,0.74,-0.59,0.83,8,1.0
50,4,1,1,1,0.75,1,1,1,0.8,1,2,0.7,-0.13,0.77,8,1.0
50,5,1,0.9,1,0.625,1,1,0.9,0.5,1,2,0.66,-0.23,0.77,8,1.0
50,6,0.75,0.8,0.75,0.625,0.75,0.8,0.7,0.5,2,4,0.61,-0.88,0.74,8,0.9
50,7,0.75,0.8,0.75,0.875,0.75,0.7,0.7,0.7,1,4,0.64,-0.81,0.68,8,0.9
50,8,0.75,0.7,0.75,0.5,0.75,1,0.6,0.5,1,5,0.65,-0.15,0.69,8,0.8
50,9,1,1,1,0.5,1,1,1,0.4,0,2,0.73,-0.36,0.86,8,1.0
50,10,1,1,1,0.75,1,1,1,0.5,2,7,0.64,-0.2,0.66,8,1.0
50,11,1,1,1,0.75,1,1,1,0.7,1,6,0.56,-0.11,0.6,8,1.0
50,12,0.625,0.6,0.75,0.5,0.75,0.7,0.7,0.4,1,6,0.59,-0.04,0.62,8,0.8
50,13,0.875,0.8,0.875,0.5,0.875,0.8,0.8,0.5,1,2,0.68,-0.07,0.64,9,0.8
50,14,0.625,0.6,0.75,0.75,0.75,0.7,0.7,0.8,2,9,0.49,0.25,0.52,8,0.7
50,15,0.5,0.7,0.625,0.75,0.75,0.8,0.7,0.6,1,0,0.58,0.11,0.53,8,0.9
50,16,0.75,0.7,0.75,0.75,0.875,0.8,0.7,0.5,1,2,0.62,0.05,0.56,8,0.9
50,17,0.75,0.8,0.75,0.5,0.75,0.8,0.7,0.5,2,7,0.59,-0.98,0.72,8,0.9
50,18,0.75,0.7,0.75,0.875,0.75,0.9,0.7,0.6,2,4,0.59,-0.76,0.7,8,0.9
50,19,0.625,0.8,0.875,0.75,0.75,0.9,0.8,0.8,2,6,0.62,-0.58,0.67,8,0.9
50,20,0.5,0.7,0.75,0.625,0.875,0.8,0.7,0.7,2,5,0.6,-0.27,0.63,7,0.9
50,21,0.875,0.7,0.875,0.5,0.875,0.6,0.8,0.6,3,8,0.43,-0.34,0.52,7,0.4
50,22,0.75,0.8,0.75,0.5,1,0.9,0.8,0.4,1,3,0.48,-0.6,0.6,8,1.0
50,23,0.75,0.8,0.875,0.625,0.75,0.8,0.7,0.4,2,4,0.58,-0.09,0.76,8,0.8
50,24,0.75,0.8,0.75,0.75,0.75,0.9,0.7,0.7,1,3,0.66,-0.48,0.7,8,0.8
50,25,0.75,0.8,0.75,0.75,0.75,0.7,0.7,0.6,1,4,0.5,-0.31,0.56,8,0.7
50,26,0.75,0.8,0.875,0.75,0.875,0.8,0.9,0.7,2,4,0.64,0.09,0.61,8,0.9
50,27,0.625,0.7,0.625,0.75,0.75,0.9,0.6,0.6,3,6,0.46,-0.03,0.59,8,0.9
50,28,0.875,0.8,0.875,0.5,0.875,0.8,0.8,0.4,1,4,0.67,-0.3,0.63,9,0.8
50,29,0.75,0.6,0.75,0.5,0.75,0.7,0.7,0.6,2,6,0.63,-0.06,0.57,8,0.8
50,30,0.75,0.7,0.75,0.625,0.5,0.7,0.8,0.6,3,9,0.6,-0.14,0.59,8,0.7
50,31,0.75,0.6,0.75,0.625,0.75,0.8,0.7,0.5,1,1,0.59,-0.05,0.55,8,0.9
50,32,0.625,0.6,0.75,0.875,0.5,0.7,0.6,0.5,2,6,0.54,0.07,0.54,8,0.7
50,33,0.375,0.5,0.5,0.875,0.375,0.6,0.4,0.6,2,8,0.48,0.06,0.43,8,0.6
50,34,0.5,0.5,0.625,0.625,0.625,0.7,0.4,0.5,2,5,0.52,0.16,0.5,8,0.5
50,35,0.5,0.5,0.5,0.625,0.5,0.6,0.4,0.6,2,6,0.48,0.15,0.48,8,0.6
50,36,0.375,0.4,0.5,0.625,0.375,0.6,0.4,0.4,3,7,0.42,-0.6,0.4,8,0.5
50,37,0.5,0.7,0.625,0.75,0.5,0.7,0.7,0.7,2,5,0.52,-0.3,0.44,8,0.8
50,38,0.75,0.7,0.75,0.875,0.625,0.7,0.6,0.6,1,5,0.4,0.14,0.41,8,0.7
50,39,0.625,0.7,0.75,0.875,0.875,0.8,0.7,0.6,1,3,0.55,0.71,0.52,8,0.9
50,40,0.625,0.6,0.75,0.875,0.5,0.7,0.7,0.6,3,7,0.41,0.3,0.45,8,0.7
50,41,0.75,0.7,0.75,0.75,0.75,0.8,0.7,0.4,1,4,0.49,-0.19,0.45,8,0.8
50,42,0.75,0.7,0.75,0.875,0.875,0.7,0.7,0.6,1,0,0.45,-0.02,0.43,8,0.8
50,43,0.375,0.4,0.5,0.75,0.5,0.5,0.4,0.6,3,3,0.44,-0.03,0.43,6,0.5
50,44,0.375,0.4,0.375,0.375,0.375,0.5,0.4,0.6,3,4,0.42,-0.06,0.38,7,0.5
50,45,0.25,0.3,0.25,0.5,0.625,0.4,0.4,0.6,2,9,0.43,0.05,0.38,8,0.7
50,46,0.25,0.3,0.25,0.625,0.5,0.5,0.4,0.5,3,8,0.45,-0.21,0.39,6,0.6
50,47,0.375,0.4,0.25,0.625,0.25,0.5,0.4,0.5,3,9,0.39,-0.07,0.41,6,0.5
50,48,0.125,0.4,0.5,0.75,0.375,0.4,0.4,0.4,3,9,0.26,0.37,0.26,8,0.3
50,49,0.125,0.2,0.25,0.375,0.25,0.3,0.2,0.3,3,9,0.28,0.37,0.23,5,0.2
50,50,0.375,0.3,0.375,0.5,0.375,0.4,0.3,0.3,3,9,0.26,-0.11,0.26,7,0.3
50,51,0.25,0.2,0.125,0.75,0.375,0.4,0.2,0.6,3,9,0.26,-0.05,0.26,7,0.3
50,52,0.375,0.4,0.5,0.75,0.5,0.4,0.3,0.6,3,4,0.39,0.19,0.29,8,0.4
50,53,0.375,0.3,0.375,0.75,0.625,0.5,0.3,0.7,2,4,0.36,0.86,0.25,6,0.7
50,54,0.375,0.3,0.375,0.5,0.5,0.4,0.3,0.6,2,3,0.3,0.2,0.29,8,0.6
50,55,0.5,0.3,0.5,0.625,0.5,0.6,0.4,0.5,3,6,0.35,0.52,0.3,8,0.5
50,56,0.5,0.4,0.5,0.75,0.5,0.6,0.4,0.7,1,4,0.38,0.53,0.32,8,0.6
