image_id,question_score
paintskill_110_stable_diffusion_v2_1.jpg,1
34_a photo of bed._0.png,0.5
34_a photo of bed._1.png,0.5
34_a photo of bed._2.png,0.5
34_a photo of bed._3.png,0.5
34_a photo of bed._4.png,0.5
34_a photo of human._0.png,0.5
34_a photo of human._1.png,0.5
34_a photo of human._2.png,0.5
34_a photo of human._3.png,0.5
34_a photo of human._4.png,0.5
drawbench_155_stable_diffusion_v2_1.jpg,1
"35_A car, digital art._0.png",0.5
"35_A car, digital art._1.png",0.5
"35_A car, digital art._2.png",0.5
"35_A car, digital art._3.png",0.5
"35_A car, digital art._4.png",0.5
"35_A soccer player, digital art._0.png",0.5
"35_A soccer player, digital art._1.png",0.5
"35_A soccer player, digital art._2.png",0.5
"35_A soccer player, digital art._3.png",0.5
"35_A soccer player, digital art._4.png",0.5
partiprompt_1012_stable_diffusion_v2_1.jpg,1
36_a mountain _0.png,0.3333333333
36_a mountain _1.png,0.3333333333
36_a mountain _3.png,0.6666666667
36_a cloud hanging over_0.png,0.3333333333
36_a cloud hanging over_1.png,0.3333333333
36_a cloud hanging over_2.png,0.3333333333
36_a cloud hanging over_3.png,0.3333333333
36_a cloud hanging over_4.png,0.3333333333
partiprompt_555_stable_diffusion_v2_1.jpg,1
37_an espresso machine._0.png,1
37_an espresso machine._1.png,1
37_an espresso machine._2.png,1
37_an espresso machine._3.png,1
37_an espresso machine._4.png,1
37_coffee._0.png,0.6666666667
37_coffee._1.png,0.6666666667
37_coffee._2.png,0.6666666667
37_coffee._4.png,0.3333333333
partiprompt_504_stable_diffusion_v2_1.jpg,1
38_A skyscraper. painting in the style of Hokusai._0.png,0.6
38_A skyscraper. painting in the style of Hokusai._1.png,1
38_A skyscraper. painting in the style of Hokusai._2.png,0.6
38_A skyscraper. painting in the style of Hokusai._3.png,0.6
38_A skyscraper. painting in the style of Hokusai._4.png,0.6
38_The sun. painting in the style of Hokusai._0.png,0.6
38_The sun. painting in the style of Hokusai._1.png,0.6
38_The sun. painting in the style of Hokusai._2.png,0.6
38_The sun. painting in the style of Hokusai._4.png,0.6
partiprompt_607_stable_diffusion_v2_1.jpg,1
39_square red apples on a tree._0.png,0.7142857143
39_square red apples on a tree._1.png,1
39_square red apples on a tree._2.png,1
39_square red apples on a tree._3.png,1
39_square red apples on a tree._4.png,1
39_red apples with green leaves._0.png,0.7142857143
39_red apples with green leaves._1.png,0.7142857143
39_red apples with green leaves._2.png,0.8571428571
39_red apples with green leaves._3.png,0.7142857143
39_red apples with green leaves._4.png,0.7142857143
39_tree with green leaves._0.png,0.4285714286
39_tree with green leaves._1.png,0.4285714286
39_tree with green leaves._2.png,0.4285714286
39_tree with green leaves._3.png,0.4285714286
39_tree with green leaves._4.png,0.4285714286
39_red apples._0.png,0.4285714286
39_red apples._2.png,0.4285714286
39_red apples._3.png,0.4285714286
39_red apples._4.png,0.4285714286
39_a tree._0.png,0.1428571429
39_a tree._1.png,0.1428571429
39_a tree._2.png,0.1428571429
39_a tree._3.png,0.1428571429
39_green leaves._0.png,0.2857142857
39_green leaves._1.png,0.1428571429
39_green leaves._2.png,0.2857142857
39_green leaves._3.png,0.2857142857
39_green leaves._4.png,0.1428571429
coco_290223_stable_diffusion_v2_1.jpg,1
40_An assortment of fruits._0.png,0.6
40_An assortment of fruits._1.png,0.6
40_An assortment of fruits._2.png,0.6
40_An assortment of fruits._3.png,1
40_An assortment of fruits._4.png,0.8
40_An assortment of vegetable._0.png,0.6
40_An assortment of vegetable._1.png,0.8
40_An assortment of vegetable._2.png,0.6
40_An assortment of vegetable._3.png,0.6
40_An assortment of vegetable._4.png,0.8
coco_366619_stable_diffusion_v2_1.jpg,1
41_People walking down a city sidewalk._0.png,0.6
41_People walking down a city sidewalk._1.png,0.6
41_People walking down a city sidewalk._2.png,0.6
41_People walking down a city sidewalk._3.png,0.8
41_People walking down a city sidewalk._4.png,0.8
41_headphones on a city sidewalk._0.png,0.4
41_headphones on a city sidewalk._1.png,0.4
41_headphones on a city sidewalk._3.png,0.6
41_headphones on a city sidewalk._4.png,0.6
41_People walking down with headphones._0.png,1
41_People walking down with headphones._2.png,1
41_People walking down with headphones._3.png,1
41_People walking._0.png,0.6
41_People walking._1.png,0.4
41_People walking._2.png,0.6
41_People walking._3.png,0.6
41_People walking._4.png,0.8
41_A city sidewalk._0.png,0.6
41_A city sidewalk._2.png,0.4
41_A city sidewalk._3.png,0.8
41_A city sidewalk._4.png,0.8
41_headphones._0.png,0.2
41_headphones._1.png,0
41_headphones._3.png,0.2
41_headphones._4.png,0.2
coco_666114_stable_diffusion_v2_1.jpg,1
42_A little boy surrounded by other youth soccer players._1.png,1
42_A little boy kicks a soccer ball._0.png,0.7777777778
42_A little boy kicks a soccer ball._1.png,0.7777777778
42_A little boy kicks a soccer ball._4.png,0.7777777778
42_A little boy._0.png,0.3333333333
42_A little boy._1.png,0.4444444444
42_A little boy._2.png,0.3333333333
42_A little boy._3.png,0.4444444444
42_A little boy._4.png,0.4444444444
42_Youth soccer players._0.png,1
42_Youth soccer players._1.png,1
42_Youth soccer players._2.png,1
42_A soccer ball._0.png,0.2222222222
42_A soccer ball._1.png,0.3333333333
42_A soccer ball._2.png,0.6666666667
42_A soccer ball._3.png,0.4444444444
42_A soccer ball._4.png,0.2222222222
coco_694975_stable_diffusion_v2_1.jpg,1
43_a tennis racket._0.png,0.6666666667
43_a tennis racket._1.png,0.6666666667
43_a tennis racket._2.png,0.6666666667
43_a tennis racket._3.png,0.6666666667
43_a man._4.png,0.3333333333
coco_817577_stable_diffusion_v2_1.jpg,1
44_A baseball player running._0.png,0.8333333333
44_A baseball player running._1.png,0.8333333333
44_A baseball player running._2.png,0.8333333333
44_A baseball player running._3.png,0.8333333333
44_A baseball player running._4.png,0.8333333333
44_A base during a game at night._0.png,0.6666666667
44_A base during a game at night._1.png,0.5
44_A base during a game at night._2.png,0.8333333333
44_A base during a game at night._4.png,0.6666666667
coco_393304_stable_diffusion_v2_1.jpg,0.8
45_a group of snow skiers._0.png,1
45_a group of snow skiers._1.png,0.4
45_a group of snow skiers._2.png,1
45_a group of snow skiers._3.png,1
45_a group of snow skiers._4.png,0.6
45_a class._0.png,0.4
45_a class._1.png,0.4
45_a class._2.png,0.4
45_a class._3.png,0.4
45_a class._4.png,0.4
coco_54581_stable_diffusion_v2_1.jpg,1
46_A group of surfers are carrying their surf boards (in a field)._0.png,0.6
46_A group of surfers are carrying their surf boards (in a field)._1.png,0.6
46_A group of surfers are carrying their surf boards (in a field)._2.png,0.6
46_A group of surfers are carrying their surf boards (in a field)._3.png,0.6
46_A group of surfers are carrying their surf boards (in a field)._4.png,0.6
46_A group of surfers in the ocean._0.png,0.6
46_A group of surfers in the ocean._1.png,0.6
46_A group of surfers in the ocean._2.png,0.6
46_A group of surfers in the ocean._3.png,0.8
46_A group of surfers in the ocean._4.png,0.6
46_Surf boards into the ocean._0.png,0.6
46_Surf boards into the ocean._2.png,1
46_Surf boards into the ocean._3.png,1
46_Surf boards into the ocean._4.png,0.6
46_A group of surfers._0.png,1
46_A group of surfers._1.png,0.8
46_A group of surfers._2.png,1
46_A group of surfers._3.png,1
46_A group of surfers._4.png,0.8
46_Surf boards._0.png,0.4
46_Surf boards._1.png,0.2
46_Surf boards._2.png,0.2
46_Surf boards._3.png,0.2
46_Surf boards._4.png,0.2
46_Ocean._4.png,0.2
coco_555553_stable_diffusion_v2_1.jpg,0.75
47_zebras  in black and white._1.png,0.5
47_Hay in black and white._0.png,0.5
47_Hay in black and white._1.png,0.5
47_Hay in black and white._2.png,0.5
47_Hay in black and white._3.png,0.5
47_Hay in black and white._4.png,0.75
coco_544405_stable_diffusion_v2_1.jpg,1
48_a woman in a black jacket._0.png,0.6
48_a woman in a black jacket._1.png,0.6
48_a woman in a black jacket._2.png,0.6
48_a woman in a black jacket._4.png,0.6
48_a woman and two pizzas._2.png,0.6
48_a woman and two pizzas._3.png,0.4
48_a woman and two pizzas._4.png,1
48_a black jacket._1.png,0.4
48_two pizzas._0.png,0.4
48_two pizzas._1.png,0.4
48_two pizzas._2.png,0.4
48_two pizzas._3.png,0.4
48_two pizzas._4.png,0.4
48_a woman._0.png,0.2
48_a woman._2.png,0.2
48_a woman._3.png,0.6
coco_800322_stable_diffusion_v2_1.jpg,1
49_a dog is laying._0.png,0.75
49_a dog is laying._2.png,0.75
49_a dog is laying._3.png,0.5
49_a dog is laying._4.png,0.5
49_a remote controller._0.png,0.25
49_a remote controller._1.png,0.25
49_a remote controller._2.png,0.25
49_a remote controller._3.png,0.25
49_a remote controller._4.png,0.25
coco_479450_stable_diffusion_v2_1.jpg,1
50_A red plate topped with broccoli and meat._0.png,1
50_A red plate topped with broccoli and meat._1.png,1
50_A red plate topped with broccoli and meat._2.png,1
50_A red plate topped with broccoli and meat._3.png,1
50_A red plate topped with broccoli and meat._4.png,1
50_A red plate topped with broccoli and veggies._0.png,0.75
50_A red plate topped with broccoli and veggies._1.png,0.75
50_A red plate topped with broccoli and veggies._3.png,0.75
50_A red plate topped with meat and veggies._0.png,1
50_A red plate topped with meat and veggies._1.png,1
50_A red plate topped with meat and veggies._3.png,1
"50_Broccoli, meat and veggies._0.png",0.625
"50_Broccoli, meat and veggies._1.png",0.875
"50_Broccoli, meat and veggies._2.png",0.625
"50_Broccoli, meat and veggies._3.png",0.75
"50_Broccoli, meat and veggies._4.png",0.75
50_A red plate topped with broccoli._0.png,0.75
50_A red plate topped with broccoli._1.png,0.75
50_A red plate topped with broccoli._3.png,0.75
50_A red plate topped with broccoli._4.png,0.75
50_A red plate topped with meat._2.png,0.875
50_A red plate topped with meat._4.png,1
50_A red plate topped with veggies._0.png,0.625
50_A red plate topped with veggies._1.png,0.75
50_A red plate topped with veggies._2.png,0.75
50_A red plate topped with veggies._3.png,0.75
50_A red plate topped with veggies._4.png,0.75
50_Broccoli and meat._0.png,0.875
50_Broccoli and meat._1.png,0.75
50_Broccoli and meat._2.png,0.625
50_Broccoli and meat._3.png,0.75
50_Broccoli and meat._4.png,0.75
50_Broccoli and veggies._0.png,0.5
50_Broccoli and veggies._1.png,0.5
50_Broccoli and veggies._2.png,0.5
50_Broccoli and veggies._3.png,0.5
50_Broccoli and veggies._4.png,0.625
50_Meat and veggies._0.png,0.625
50_Meat and veggies._1.png,0.75
50_Meat and veggies._2.png,0.75
50_Meat and veggies._3.png,0.75
50_Meat and veggies._4.png,0.875
50_Broccoli._0.png,0.25
50_Broccoli._1.png,0.5
50_Broccoli._2.png,0.25
50_Broccoli._3.png,0.5
50_Broccoli._4.png,0.25
50_Meat._1.png,0.375
50_Meat._2.png,0.125
50_Meat._3.png,0.375
50_Meat._4.png,0.125
50_Veggies._0.png,0.375
50_Veggies._1.png,0.5
50_Veggies._2.png,0.25
50_Veggies._3.png,0.5
50_Veggies._4.png,0.5
50_A red plate._0.png,0.25
50_A red plate._1.png,0.25
50_A red plate._3.png,0.25
50_A red plate._4.png,0.25
coco_494204_stable_diffusion_v2_1.jpg,1
51_The woman is on the court playing (a game of cricket)._0.png,0.4
51_The woman is on the court playing (a game of cricket)._1.png,0.4
51_The woman is on the court playing (a game of cricket)._2.png,0.6
51_The woman is on the court playing (a game of cricket)._3.png,0.4
51_The woman is on the court playing (a game of cricket)._4.png,0.6
51_The woman playing a game of tennis._0.png,1
51_The woman playing a game of tennis._1.png,1
51_The woman playing a game of tennis._2.png,1
51_The woman playing a game of tennis._3.png,1
51_The woman playing a game of tennis._4.png,1
51_A woman._0.png,0.2
51_A woman._2.png,0.2
51_A woman._3.png,0.2
51_A woman._4.png,0
51_A game of tennis._1.png,0.8
51_A court._0.png,0.2
51_A court._1.png,0
51_A court._2.png,0.6
51_A court._3.png,0
51_A court._4.png,0.2
coco_816278_stable_diffusion_v2_1.jpg,1
52_A row of motorcycles parked (in a ocean)_0.png,1
52_A row of motorcycles parked (in a ocean)_1.png,0.8
52_A row of motorcycles parked (in a ocean)_2.png,0.8
52_A row of motorcycles parked (in a ocean)_3.png,0.8
52_The side of a road._0.png,0.2
52_The side of a road._1.png,0.4
52_The side of a road._2.png,0.4
52_The side of a road._3.png,0.4
52_The side of a road._4.png,0.4
coco_764251_stable_diffusion_v2_1.jpg,1
53_Young kitten watching the rain tap on the glass._0.png,1
53_Young kitten watching the rain tap on the glass._2.png,1
53_Young kitten watching the rain tap on the glass._4.png,1
53_Along windowpane the rain tap on the glass._1.png,0.8888888889
53_Along windowpane the rain tap on the glass._4.png,0.6666666667
53_Young kitten along windowpane._0.png,0.6666666667
53_Young kitten along windowpane._1.png,0.5555555556
53_Young kitten along windowpane._2.png,0.5555555556
53_Young kitten along windowpane._3.png,0.5555555556
53_Young kitten watching the rain._0.png,0.7777777778
53_Young kitten watching the rain._1.png,0.7777777778
53_Young kitten watching the rain._2.png,0.7777777778
53_Young kitten watching the rain._3.png,0.3333333333
53_Young kitten watching the rain._4.png,0.7777777778
53_Along windowpane watching the rain._0.png,0.5555555556
53_Along windowpane watching the rain._1.png,0.8888888889
53_Along windowpane watching the rain._2.png,0.8888888889
53_Along windowpane watching the rain._3.png,0.8888888889
53_Along windowpane watching the rain._4.png,0.7777777778
53_Watching the rain tap on the glass._0.png,0.6666666667
53_Young kitten._0.png,0.3333333333
53_Young kitten._1.png,0.4444444444
53_Young kitten._2.png,0.3333333333
53_Young kitten._3.png,0.2222222222
53_Young kitten._4.png,0.2222222222
53_Windowpane._0.png,0.3333333333
53_Windowpane._1.png,0.3333333333
53_Windowpane._2.png,0.3333333333
53_Windowpane._3.png,0.3333333333
53_Windowpane._4.png,0.4444444444
53_Rain._2.png,0.4444444444
53_Rain._3.png,0.6666666667
53_Tap on the glass._0.png,0.4444444444
53_Tap on the glass._1.png,0.3333333333
53_Tap on the glass._2.png,0.4444444444
53_Tap on the glass._3.png,0.3333333333
53_Tap on the glass._4.png,0.3333333333
coco_352431_stable_diffusion_v2_1.jpg,1
54_A woman sitting on a couch._0.png,1
54_A woman sitting on a couch._1.png,0.6666666667
54_A woman sitting on a couch._2.png,0.6666666667
54_A woman sitting on a couch._3.png,0.6666666667
54_A woman sitting on a couch._4.png,0.6666666667
54_A woman sitting in front of a laptop._0.png,0.6666666667
54_A woman sitting in front of a laptop._1.png,0.6666666667
54_A woman sitting in front of a laptop._2.png,0.6666666667
54_A woman sitting in front of a laptop._3.png,0.6666666667
54_A woman sitting in front of a laptop._4.png,0.6666666667
54_a couch in front of a laptop._2.png,0.5
54_a couch in front of a laptop._3.png,0.3333333333
54_a couch in front of a laptop._4.png,0.3333333333
54_A couch._0.png,0.1666666667
54_A couch._1.png,0.1666666667
54_A couch._2.png,0.1666666667
54_A couch._3.png,0.1666666667
54_A couch._4.png,0.1666666667
54_A laptop._0.png,0.1666666667
54_A laptop._1.png,0.3333333333
54_A laptop._2.png,0.1666666667
54_A laptop._3.png,0.1666666667
54_A laptop._4.png,0.1666666667
54_A woman._0.png,0.5
54_A woman._2.png,0.1666666667
54_A woman._3.png,0.1666666667
coco_413279_stable_diffusion_v2_1.jpg,1
55_Small white toilet_0.png,0.8
55_Small white toilet_1.png,0.8
55_Small white toilet_2.png,0.8
55_Small white toilet_3.png,0.8
55_Small white toilet_4.png,0.8
55_A seashell on the wall._0.png,0.6
55_A seashell on the wall._1.png,0.4
55_A seashell on the wall._2.png,0.6
55_A seashell on the wall._3.png,0.6
coco_602469_stable_diffusion_v2_1.jpg,1
56_A teddy bear store is decorated with signs._0.png,1
56_A teddy bear store is decorated with signs._1.png,1
56_A teddy bear store is decorated with signs._2.png,1
56_A teddy bear store is decorated with signs._3.png,1
56_A teddy bear store is decorated with signs._4.png,1
56_A teddy bear store is decorated with bears._0.png,0.8
56_A teddy bear store is decorated with bears._2.png,0.8
56_A teddy bear store is decorated with bears._3.png,1
56_A teddy bear store is decorated with bears._4.png,0.8
56_A teddy bear store decorated._1.png,1
56_A teddy bear store decorated._3.png,1
56_A teddy bear store decorated._4.png,1
56_Decorated with signs._0.png,0.4
56_Decorated with signs._1.png,0.4
56_Decorated with signs._2.png,0.6
56_Decorated with signs._3.png,0.8
56_Decorated with signs._4.png,0.4
56_Decorated with bears._0.png,0.4
56_Decorated with bears._1.png,0.8
56_Decorated with bears._2.png,0.8
56_Decorated with bears._4.png,0.4
coco_558559_stable_diffusion_v2_1.jpg,1
57_A cell phone in a hand._0.png,0.8
57_A cell phone in a hand._1.png,0.6
57_A cell phone in a hand._4.png,0.6
57_A guy sitting down._0.png,0.6
57_A guy sitting down._1.png,0.6
57_A guy sitting down._2.png,0.4
57_A guy sitting down._3.png,0.4
57_A guy sitting down._4.png,0.6
57_A cell phone_0.png,0.2
57_A cell phone_1.png,0.4
57_A hand_0.png,0.2
57_A hand_3.png,0.2
coco_99268_stable_diffusion_v2_1.jpg,1
58_A skateboarder doing a trick._0.png,0.6666666667
58_A skateboarder doing a trick._1.png,0.6666666667
58_A skateboarder doing a trick._2.png,0.6666666667
58_A skateboarder doing a trick._3.png,0.6666666667
58_A blue jacket._0.png,0.3333333333
58_A blue jacket._1.png,0.3333333333
58_A blue jacket._2.png,0.3333333333
58_A blue jacket._3.png,0.3333333333
58_A blue jacket._4.png,0.3333333333
coco_552592_stable_diffusion_v2_1.jpg,1
59_A group of children sitting with two of them holding a Frisbee._1.png,0.7142857143
59_A group of children sitting with two of them holding a Frisbee._2.png,0.8571428571
59_A group of children sitting with two of them holding a Frisbee._3.png,1
59_A group of children sitting with two of them holding a Frisbee._4.png,1
59_A group of children sitting in the grass._0.png,0.7142857143
59_A group of children sitting in the grass._1.png,0.7142857143
59_A group of children sitting in the grass._2.png,0.7142857143
59_A group of children sitting in the grass._3.png,0.7142857143
59_A group of children sitting in the grass._4.png,0.7142857143
59_Two Frisbee on the grass._0.png,0.4285714286
59_Two Frisbee on the grass._1.png,0.4285714286
59_Two Frisbee on the grass._2.png,0.4285714286
59_Two Frisbee on the grass._3.png,0.4285714286
59_A group of children._0.png,0.1428571429
59_A group of children._1.png,0.1428571429
59_A group of children._2.png,0.4285714286
59_A group of children._3.png,0.2857142857
59_A group of children._4.png,0.4285714286
59_A Frisbee._1.png,0.2857142857
59_A Frisbee._3.png,0.1428571429
59_Grass._0.png,0
59_Grass._1.png,0.1428571429
59_Grass._2.png,0.1428571429
59_Grass._3.png,0.2857142857
59_Grass._4.png,0.1428571429
coco_661609_stable_diffusion_v2_1.jpg,1
60_A grey motorcycle on a dirt road._0.png,0.6666666667
60_A grey motorcycle on a dirt road._1.png,0.6666666667
60_A grey motorcycle on a dirt road._2.png,0.6666666667
60_A grey motorcycle on a dirt road._3.png,0.6666666667
60_A grey motorcycle on a dirt road._4.png,0.6666666667
60_A dirt road next to a building._0.png,0.8333333333
60_A dirt road next to a building._1.png,0.8333333333
60_A dirt road next to a building._2.png,0.8333333333
60_A dirt road next to a building._3.png,0.6666666667
60_A dirt road next to a building._4.png,1
60_A grey motorcycle._0.png,0.3333333333
60_A grey motorcycle._3.png,0.3333333333
60_A building._0.png,0.3333333333
60_A building._1.png,0.5
60_A building._2.png,0.5
60_A building._3.png,0.3333333333
60_A building._4.png,0.5
60_A dirt road._0.png,0.5
60_A dirt road._1.png,0.3333333333
60_A dirt road._2.png,0.3333333333
60_A dirt road._3.png,0.5
60_A dirt road._4.png,0.5
coco_828568_stable_diffusion_v2_1.jpg,1
61_A red bike with handles by a black fence._1.png,0.8888888889
61_A red bike with handles by a black fence._2.png,1
61_A red bike with handles by a black fence._4.png,1
61_A red bike (without handles) by a black fence_2.png,1
61_A red bike (without handles) on a sidewalk._2.png,0.6666666667
61_A black fence on a sidewalk._0.png,0.8888888889
61_A black fence on a sidewalk._1.png,0.8888888889
61_A black fence on a sidewalk._2.png,0.7777777778
61_A black fence on a sidewalk._3.png,0.7777777778
61_A black fence on a sidewalk._4.png,0.7777777778
61_A red bike._0.png,0.6666666667
61_A red bike._1.png,0.6666666667
61_A red bike._3.png,0.6666666667
61_A red bike._4.png,0.7777777778
61_A black fence._1.png,0.5555555556
61_A black fence._3.png,0.3333333333
61_A sidewalk._1.png,0.2222222222
61_A sidewalk._2.png,0.2222222222
61_A sidewalk._3.png,0.2222222222
61_A sidewalk._4.png,0.5555555556
coco_224178_stable_diffusion_v2_1.jpg,1
62_A table topped with bags of luggage._0.png,1
62_A table topped with bags of luggage._1.png,1
62_A table topped with bags of luggage._3.png,1
62_A table topped with bags of luggage._4.png,1
62_A table topped with purses._1.png,0.6
62_A table topped with purses._3.png,1
62_A table topped with purses._4.png,1
62_Bags of luggage and purses._0.png,0.8
62_Bags of luggage and purses._1.png,1
62_Bags of luggage and purses._2.png,0.8
62_Bags of luggage and purses._3.png,1
62_Bags of luggage and purses._4.png,1
62_A table._0.png,0.2
62_A table._1.png,0.2
62_A table._2.png,0.2
62_A table._3.png,0.2
62_A table._4.png,0.2
62_Bags of luggage._0.png,0.8
62_Bags of luggage._1.png,0.8
62_Bags of luggage._2.png,0.8
62_Bags of luggage._3.png,0.8
62_Bags of luggage._4.png,0.8
62_Purses._0.png,0.8
62_Purses._1.png,0.8
62_Purses._2.png,0.8
62_Purses._3.png,0.8
62_Purses._4.png,0.8
coco_62896_stable_diffusion_v2_1.jpg,1
63_A signpost at a crossroads intersection near a waterway._0.png,0.7777777778
63_A traffic light and a signpost at a crossroads intersection._1.png,0.6666666667
63_A traffic light and a signpost  near a waterway._2.png,1
63_A traffic light at a crossroads intersection._1.png,0.5555555556
63_A traffic light at a crossroads intersection._4.png,0.6666666667
63_A signpost at a crossroads intersection._1.png,0.8888888889
63_A signpost at a crossroads intersection._2.png,0.5555555556
63_A signpost at a crossroads intersection._4.png,0.6666666667
63_A traffic light near a waterway._0.png,0.5555555556
63_A traffic light near a waterway._1.png,0.7777777778
63_A traffic light near a waterway._2.png,0.6666666667
63_A traffic light near a waterway._3.png,0.6666666667
63_A traffic light near a waterway._4.png,0.5555555556
63_A signpost near a waterway._0.png,0.7777777778
63_A signpost near a waterway._1.png,0.6666666667
63_A signpost near a waterway._2.png,0.5555555556
63_A signpost near a waterway._4.png,0.5555555556
63_A traffic light._0.png,0.4444444444
63_A traffic light._1.png,0.4444444444
63_A traffic light._2.png,0.5555555556
63_A traffic light._3.png,0.3333333333
63_A traffic light._4.png,0.6666666667
63_A signpost._0.png,0.3333333333
63_A signpost._1.png,0.3333333333
63_A signpost._2.png,0.7777777778
63_A signpost._3.png,0.4444444444
63_A signpost._4.png,0.3333333333
63_A crossroads intersection._0.png,0.5555555556
63_A crossroads intersection._1.png,0.6666666667
63_A crossroads intersection._2.png,0.4444444444
63_A crossroads intersection._3.png,0.4444444444
63_A crossroads intersection._4.png,0.4444444444
63_A waterway._0.png,0.3333333333
63_A waterway._1.png,0.4444444444
63_A waterway._2.png,0.4444444444
63_A waterway._3.png,0.3333333333
63_A waterway._4.png,0.2222222222
coco_559555_stable_diffusion_v2_1.jpg,0.8
64_A large giraffe looks at a smaller giraffe._1.png,0.6
64_A large giraffe looks at a smaller giraffe._2.png,0.8
64_A large giraffe looks at a smaller giraffe._3.png,0.8
64_A large giraffe looking at a fence._1.png,0.6
64_A large giraffe looking at a fence._2.png,0.8
64_A large giraffe looking at a fence._4.png,0.6
64_A giraffe._0.png,0.6
64_A giraffe._1.png,0.6
64_A giraffe._2.png,0.6
64_A giraffe._3.png,0.4
64_A giraffe._4.png,0.6
64_A fence._0.png,0.2
64_A fence._1.png,0.2
64_A fence._2.png,0.4
64_A fence._3.png,0.2
64_A fence._4.png,0.6
coco_318578_stable_diffusion_v2_1.jpg,1
65_A group of stuffed animals (sitting in the middle of a field)._0.png,0.75
65_A group of stuffed animals (sitting in the middle of a field)._1.png,0.5
65_A group of stuffed animals (sitting in the middle of a field)._2.png,0.5
65_A group of stuffed animals (sitting in the middle of a field)._3.png,0.75
65_A group of stuffed animals (sitting in the middle of a field)._4.png,0.5
65_A bed._0.png,0.25
65_A bed._1.png,0.25
65_A bed._2.png,0.25
65_A bed._3.png,0.25
65_A bed._4.png,0.25
coco_90398_stable_diffusion_v2_1.jpg,0.7777777778
66_A small blanket on top of the unmade bed._0.png,0.8888888889
66_A small blanket on top of the unmade bed._1.png,0.4444444444
66_A small blanket on top of the unmade bed._2.png,0.4444444444
66_A small blanket on top of the unmade bed._3.png,0.5555555556
66_A small blanket on top of the unmade bed._4.png,0.4444444444
66_A caramel-colored kitten._1.png,0.6666666667
66_A caramel-colored kitten._2.png,0.5555555556
66_A caramel-colored kitten._3.png,0.6666666667
66_A caramel-colored kitten._4.png,0.4444444444
66_A small blanket._0.png,0.1111111111
66_A small blanket._1.png,0.1111111111
66_A small blanket._2.png,0.2222222222
66_A small blanket._3.png,0.2222222222
66_A small blanket._4.png,0.2222222222
66_An unmade bed._0.png,0.4444444444
66_An unmade bed._1.png,0.4444444444
66_An unmade bed._2.png,0.4444444444
66_An unmade bed._3.png,0.4444444444
66_An unmade bed._4.png,0.3333333333
coco_100240_stable_diffusion_v2_1.jpg,1
67_A woman eating food outside._0.png,1
67_A woman eating food outside._1.png,1
67_A woman eating food outside._2.png,1
67_A woman eating food outside._3.png,1
67_A woman eating food outside._4.png,0.8333333333
67_A woman with a plate on her lap._0.png,0.5
67_A woman with a plate on her lap._1.png,0.5
67_A woman with a plate on her lap._2.png,0.5
67_A woman with a plate on her lap._3.png,0.6666666667
67_A woman with a plate on her lap._4.png,0.5
67_Food on a plate._0.png,0.6666666667
67_Food on a plate._1.png,0.5
67_Food on a plate._2.png,0.6666666667
67_Food on a plate._3.png,0.6666666667
67_Food on a plate._4.png,0.5
67_A woman._0.png,0.3333333333
67_A woman._2.png,0.1666666667
67_A woman._3.png,0.1666666667
67_A woman._4.png,0.1666666667
67_Food._2.png,0.3333333333
67_Food._3.png,0.8333333333
67_A plate._0.png,0.1666666667
67_A plate._1.png,0.1666666667
67_A plate._2.png,0.1666666667
67_A plate._3.png,0.1666666667
67_A plate._4.png,0.3333333333
coco_663825_stable_diffusion_v2_1.jpg,1
68_A train (on a field) near many trees._2.png,0.8
68_A train (on a field) near many trees._3.png,0.8
68_The track near many trees._0.png,0.8
68_The track near many trees._1.png,0.6
68_The track near many trees._2.png,0.8
68_The track near many trees._3.png,0.6
68_The track near many trees._4.png,0.6
68_A train track._0.png,0.6
68_A train track._3.png,0.6
68_Trees._0.png,0.4
68_Trees._1.png,0.2
68_Trees._3.png,0.2
68_Trees._4.png,0.2
coco_463732_stable_diffusion_v2_1.jpg,1
69_A young woman playing a video game._0.png,0.6666666667
69_A young woman playing a video game._2.png,1
69_A young woman on a couch._0.png,0.6666666667
69_A young woman on a couch._1.png,0.6666666667
69_A young woman on a couch._2.png,0.6666666667
69_A young woman on a couch._3.png,0.6666666667
69_A young woman on a couch._4.png,0.6666666667
69_A video game on a couch._0.png,0.6666666667
69_A video game on a couch._2.png,0.5
69_A video game on a couch._4.png,0.8333333333
69_A young woman._0.png,0.3333333333
69_A young woman._1.png,0.3333333333
69_A young woman._2.png,0.3333333333
69_A young woman._3.png,0.3333333333
69_A young woman._4.png,0.3333333333
69_A video game._0.png,0.3333333333
69_A video game._1.png,0.3333333333
69_A video game._2.png,0.3333333333
69_A video game._3.png,0.5
69_A video game._4.png,0.5
69_A couch._0.png,0.1666666667
69_A couch._1.png,0.1666666667
69_A couch._2.png,0.1666666667
69_A couch._3.png,0.1666666667
69_A couch._4.png,0.1666666667
coco_247543_stable_diffusion_v2_1.jpg,0.8571428571
70_Multiple skiers travelling across a snow-covered land._4.png,0.7142857143
70_A vast expanse of snow-covered land by a mountain._0.png,0.5714285714
70_A vast expanse of snow-covered land by a mountain._1.png,0.4285714286
70_A vast expanse of snow-covered land by a mountain._2.png,0.7142857143
70_A vast expanse of snow-covered land by a mountain._3.png,0.4285714286
