id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore,blip1_tifa,blip1_dsg,instructblip_tifa,instructblip_dsg
24,10,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.33333333,0.3333333333,0.3333333333,0.3333333333,1,4,0.61,-0.22,0.61,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
25,0,0.5454545455,0.5,0.9090909091,0.7272727273,0.90909091,1,0.8333333333,0.5833333333,0,1,0.8,-0.88,0.79,7,0.5833333333333334,0.8181818181818182,0.8333333333333334,0.5454545454545454
25,1,0.4545454545,0.5,0.9090909091,0.4545454545,0.90909091,0.9166666667,1,0.3333333333,0,2,0.7,-0.49,0.7,8,0.5,0.45454545454545453,0.9166666666666666,0.8181818181818182
25,2,0.5454545455,0.6666666667,0.8181818182,0.4545454545,1,0.9166666667,1,0.5,0,0,0.75,-0.81,0.7,8,0.8333333333333334,0.7272727272727273,0.8333333333333334,0.7272727272727273
25,3,0.3636363636,0.3333333333,0.9090909091,0.6363636364,0.90909091,0.75,0.75,0.3333333333,2,4,0.5,0.11,0.6,6,0.3333333333333333,0.18181818181818182,0.5833333333333334,0.2727272727272727
25,4,0.3636363636,0.8333333333,0.7272727273,0.4545454545,1,0.8333333333,0.8333333333,0.3333333333,2,5,0.55,-0.55,0.62,7,0.5,0.2727272727272727,0.6666666666666666,0.45454545454545453
25,5,0.8181818182,0.75,0.9090909091,1,1,0.8333333333,1,0.4166666667,5,4,0.58,-0.2,0.69,7,0.4166666666666667,0.5454545454545454,0.5,0.2727272727272727
25,6,0.6363636364,0.25,0.7272727273,0.7272727273,0.90909091,0.5,0.5,0.5,5,9,0.54,-0.48,0.53,7,0.3333333333333333,0.18181818181818182,0.5833333333333334,0.7272727272727273
25,7,0.4545454545,0.4166666667,0.6363636364,1,0.45454545,0.4166666667,0.4166666667,0.4166666667,5,9,0.45,-0.67,0.37,7,0.25,0.36363636363636365,0.5,0.6363636363636364
25,8,0.7272727273,1,1,0.2727272727,0.81818182,0.9166666667,0.9166666667,0.3333333333,0,2,0.46,-0.54,0.45,8,0.75,0.7272727272727273,0.9166666666666666,0.7272727272727273
25,9,0.5454545455,0.9166666667,0.9090909091,0.5454545455,0.90909091,0.9166666667,1,0.6666666667,0,1,0.5,-0.47,0.42,8,0.8333333333333334,0.6363636363636364,0.9166666666666666,0.8181818181818182
25,10,0.3636363636,0.4166666667,0.7272727273,0.4545454545,0.81818182,0.5833333333,0.3333333333,0.5,5,9,0.27,-0.53,0.3,7,0.25,0.45454545454545453,0.5,0.6363636363636364
25,11,0.1818181818,0.3333333333,0.5454545455,0.5454545455,0.54545455,0.4166666667,0.3333333333,0.6666666667,5,9,0.08,-0.45,0.16,7,0.4166666666666667,0.2727272727272727,0.5,0.5454545454545454
25,12,0.2727272727,0.3333333333,0.4545454545,0.9090909091,0.72727273,0.25,0.4166666667,0.6666666667,5,9,0.33,-0.24,0.28,7,0.4166666666666667,0.2727272727272727,0.4166666666666667,0.5454545454545454
25,13,0.1818181818,0.3333333333,0.7272727273,0.9090909091,0.45454545,0.5,0.4166666667,0.5,5,9,0.3,-0.49,0.29,7,0.4166666666666667,0.5454545454545454,0.5,0.45454545454545453
25,14,0.3636363636,0.3333333333,0.6363636364,0.7272727273,0.72727273,0.5,0.5,0.5833333333,5,9,0.36,-1.01,0.3,7,0.16666666666666666,0.2727272727272727,0.5,0.6363636363636364
25,15,0.2727272727,0.25,0.8181818182,0.6363636364,1,0.75,0.4166666667,0.6666666667,5,9,0.28,0.03,0.34,8,0.6666666666666666,0.5454545454545454,0.3333333333333333,0.2727272727272727
25,16,0.2727272727,0.5,0.5454545455,0.4545454545,0.81818182,0.6666666667,0.6666666667,0.5,4,4,0.53,-0.5,0.53,7,0.5,0.2727272727272727,0.75,0.36363636363636365
25,17,0.1818181818,0.25,0.5454545455,0.6363636364,0.72727273,0.5833333333,0.4166666667,0.5,5,9,0.37,0.15,0.43,7,0.3333333333333333,0.18181818181818182,0.5,0.2727272727272727
25,18,0.1818181818,0.1666666667,0.2727272727,1,0.54545455,0.25,0.25,0.3333333333,5,9,0.28,0.33,0.33,7,0.4166666666666667,0.36363636363636365,0.3333333333333333,0.09090909090909091
25,19,0.6363636364,0.5833333333,1,0.7272727273,1,0.4166666667,0.5833333333,0.5,5,9,0.4,-0.26,0.38,6,0.4166666666666667,0.36363636363636365,0.5,0.36363636363636365
25,20,0.1818181818,0.08333333,0.8181818182,1,0.45454545,0.5833333333,0.4166666667,0.5,5,9,0.01,1.08,0.26,7,0.3333333333333333,0.36363636363636365,0.16666666666666666,0.18181818181818182
25,21,0.3636363636,0.3333333333,0.8181818182,0.4545454545,0.45454545,0.4166666667,0.6666666667,0.3333333333,5,9,0.13,1.03,0.11,8,0.5,0.2727272727272727,0.5,0.18181818181818182
25,22,0.1818181818,0.25,0.5454545455,1,0.45454545,0.3333333333,0.3333333333,0.4166666667,5,9,0.04,1.51,0.24,8,0.4166666666666667,0.36363636363636365,0.16666666666666666,0.18181818181818182
25,23,0.3636363636,0.5,0.6363636364,1,1,0.9166666667,0.75,0.9166666667,1,4,0.39,0.06,0.44,9,0.9166666666666666,0.9090909090909091,0.8333333333333334,0.7272727272727273
25,24,0.4545454545,0.75,1,1,0.90909091,1,0.9166666667,0.6666666667,0,4,0.49,0.01,0.41,9,0.75,0.6363636363636364,0.8333333333333334,0.7272727272727273
25,25,0.5454545455,0.6666666667,1,0.3636363636,0.90909091,0.9166666667,0.9166666667,0.5833333333,0,0,0.45,-0.77,0.54,8,0.5833333333333334,0.36363636363636365,0.9166666666666666,0.7272727272727273
25,26,0.3636363636,0.3333333333,0.3636363636,0.8181818182,1,0.5833333333,0.3333333333,0.5833333333,5,9,0.33,-0.13,0.25,8,0.25,0.18181818181818182,0.3333333333333333,0.2727272727272727
25,27,0.5454545455,0.5,0.8181818182,1,1,0.9166666667,0.5,0.5833333333,4,5,0.46,0.12,0.34,8,0.6666666666666666,0.8181818181818182,0.5833333333333334,0.5454545454545454
26,0,1,1,1,1,1,1,1,0,0,0,0.69,-0.1,0.68,7,1.0,1.0,1.0,1.0
26,1,0.5,0.6666666667,0.5,0.5,0.5,0.6666666667,0.6666666667,0,1,4,0.33,-0.32,0.37,6,0.6666666666666666,0.5,0.6666666666666666,0.5
26,2,0.5,0.6666666667,0.5,0,0.5,0.6666666667,0.6666666667,0,5,4,0.32,-0.02,0.38,6,0.6666666666666666,0.5,0.6666666666666666,0.5
26,3,0.5,0.6666666667,0.5,0.5,0.5,0.6666666667,0.6666666667,0.3333333333,5,4,0.48,-0.59,0.49,5,0.6666666666666666,0.5,0.6666666666666666,0.5
26,4,0.5,0.6666666667,0.5,0,0.5,0.6666666667,0.6666666667,0.3333333333,5,4,0.45,-0.08,0.42,6,0.6666666666666666,0.5,0.6666666666666666,0.5
26,5,0.5,0.6666666667,0.5,0.5,0.5,0.6666666667,0.6666666667,0.3333333333,5,9,0.39,-0.26,0.42,5,0.6666666666666666,0.5,0.6666666666666666,0.5
27,0,1,0.6666666667,1,1,0.75,0.8333333333,0.8333333333,0.5,0,1,0.75,0.61,0.8,7,0.8333333333333334,1.0,0.8333333333333334,1.0
27,1,0.25,0.3333333333,0.25,0.5,0.5,0.1666666667,0.3333333333,0.1666666667,1,5,0.46,0.77,0.51,6,0.16666666666666666,0.25,0.3333333333333333,0.25
27,2,0.25,0.5,0.25,0.25,0.25,0.3333333333,0.1666666667,0.1666666667,1,4,0.51,0.52,0.49,8,0.16666666666666666,0.25,0.3333333333333333,0.25
27,3,0.25,0.5,0.25,0.5,0.5,0.3333333333,0.3333333333,0.1666666667,2,9,0.53,0.26,0.53,5,0.16666666666666666,0.25,0.3333333333333333,0.25
27,4,0.25,0.5,0.25,0.5,0.25,0.3333333333,0.3333333333,0.1666666667,1,4,0.54,1,0.55,7,0.16666666666666666,0.25,0.3333333333333333,0.25
27,5,0.25,0.5,0.25,0.5,0.25,0.3333333333,0.3333333333,0.3333333333,1,4,0.52,0.29,0.49,8,0.16666666666666666,0.25,0.3333333333333333,0.25
27,6,0.5,0.3333333333,0.5,0.5,0.5,0.1666666667,0.1666666667,0,2,6,0.32,0.52,0.38,6,0.0,0.25,0.16666666666666666,0.25
27,7,0,0.1666666667,0.5,0.5,0.5,0.1666666667,0.1666666667,0.1666666667,1,4,0.33,0.33,0.35,6,0.16666666666666666,0.5,0.16666666666666666,0.25
27,8,0,0.3333333333,0.25,0.75,0.5,0.1666666667,0.3333333333,0.1666666667,1,4,0.34,0.27,0.34,8,0.0,0.25,0.3333333333333333,0.5
27,9,0.5,0.3333333333,0.5,0.5,0.5,0.3333333333,0.1666666667,0.1666666667,1,0,0.3,0.38,0.4,5,0.3333333333333333,0.5,0.16666666666666666,0.5
27,10,0.5,0.3333333333,0.5,0.75,0.5,0.1666666667,0.3333333333,0.1666666667,1,4,0.37,0.67,0.42,7,0.16666666666666666,0.5,0.3333333333333333,0.5
28,0,0.75,0.4,1,0.5,1,0.8,0.8,0.2,2,6,0.65,-0.9,0.58,7,0.6,0.75,1.0,1.0
28,1,0.5,0.4,0.75,0,0.5,0.4,0.4,0.2,1,4,0.54,-0.54,0.48,7,0.6,0.5,0.6,0.5
28,2,0.5,0.2,0.5,0,0.5,0.4,0.4,0.2,1,4,0.5,0.37,0.46,7,0.6,0.5,0.6,0.5
28,3,0.5,0.4,0.5,0.25,0.5,0.2,0.2,0.2,1,4,0.49,-0.02,0.41,8,0.4,0.5,0.6,0.5
28,4,0.5,0.4,0.75,0.5,0.5,0.6,0.2,0.6,2,4,0.57,0.06,0.46,7,0.6,0.5,0.6,0.5
28,5,0.5,0.4,0.5,0.5,0.75,0.4,0.4,0.2,2,5,0.52,0.02,0.44,7,0.6,0.5,0.6,0.5
28,6,0.5,0.2,0.5,0.25,0.5,0.4,0.4,0.6,2,9,0.62,0.36,0.45,7,0.4,0.5,0.6,0.5
28,7,0.5,0.6,0.5,0.75,0.75,0.4,0.4,0.6,"""1",5,0.61,0.46,0.41,8,0.6,0.5,0.6,0.5
28,8,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.8,1,4,0.62,0.28,0.49,7,0.4,0.5,0.6,0.5
28,9,0.5,0.4,0.5,0.5,0.5,0.6,0.4,0.4,3,9,0.68,0.27,0.48,8,0.4,0.5,0.6,0.5
28,10,0.5,0.2,0.5,0.75,0.5,0.6,0.4,0.6,1,4,0.61,0.53,0.5,8,0.4,0.5,0.6,0.5
29,0,0.5,0.4,0.5,0.75,0.75,0.6,1,0.4,0,0,0.87,0.33,0.68,8,0.6,0.75,0.8,1.0
29,1,0.5,0.2,0.5,0.5,0.75,0.2,0.6,0.6,1,5,0.41,0.55,0.4,5,0.4,0.5,0.2,0.5
29,2,0.5,0.4,0.5,0.5,0.5,0.2,0.4,0,1,4,0.43,0.44,0.43,4,0.2,0.5,0.2,0.5
29,3,0.5,0.2,0.5,0.5,0.75,0.4,0.6,0.4,1,4,0.41,0.69,0.46,8,0.4,0.5,0.2,0.5
29,4,0.5,0.4,0.75,0.5,0.75,0.8,0.8,0.4,2,5,0.46,0.28,0.41,5,0.2,0.5,0.2,0.5
29,5,0.5,0.4,0.5,0.5,0.75,0.4,0.6,0.4,1,4,0.36,0.69,0.44,6,0.4,0.5,0.2,0.5
29,6,0.25,0.2,0.25,0.25,0.5,0.6,0.2,0.8,1,4,0.42,0.57,0.47,6,0.4,0.5,0.4,0.75
29,7,0.5,0.6,0.5,0.25,0.75,0.4,0.6,0.4,1,5,0.46,-0.08,0.56,6,0.4,0.5,0.2,0.75
29,8,0.25,0.8,0.5,0.5,0.75,0.6,0.4,0.4,1,4,0.56,0.36,0.37,7,0.6,0.5,0.4,0.75
29,9,0.25,0.2,0.75,0.25,0.75,0.6,0.6,0.8,2,6,0.35,0.55,0.46,5,0.4,0.5,0.4,0.75
29,10,0.5,0.4,0.5,0.5,0.5,0.8,0.8,0.6,1,5,0.54,-0.35,0.54,6,0.4,0.5,0.4,0.75
30,0,0.9,0.8181818182,1,0.8,1,0.8181818182,0.8181818182,0.8181818182,1,2,0.97,-0.07,0.9,8,0.9090909090909091,1.0,1.0,1.0
30,1,0.8,0.5454545455,0.8,0.4,0.9,0.7272727273,0.6363636364,0.6363636364,4,9,0.89,-0.38,0.7,8,0.6363636363636364,0.9,0.5454545454545454,0.8
30,2,0.8,0.5454545455,0.7,0.5,0.9,0.6363636364,0.4545454545,0.3636363636,5,7,0.8,-0.19,0.74,7,0.7272727272727273,0.8,0.6363636363636364,0.7
30,3,0.6,0.5454545455,0.8,0.3,0.9,0.8181818182,0.5454545455,0.8181818182,4,7,0.91,-0.61,0.83,8,0.8181818181818182,0.9,0.6363636363636364,0.9
30,4,0.7,0.4545454545,0.9,0.4,0.8,0.6363636364,0.5454545455,0.4545454545,4,9,0.66,-0.45,0.59,8,0.45454545454545453,0.8,0.6363636363636364,0.9
30,5,0.8,0.6363636364,0.8,0.2,0.8,0.7272727273,0.7272727273,0.5454545455,4,9,0.94,-0.51,0.85,8,0.7272727272727273,0.9,0.6363636363636364,0.8
30,6,0.6,0.5454545455,0.8,0.4,0.6,0.6363636364,0.5454545455,0.4545454545,4,4,0.8,0.24,0.61,7,0.36363636363636365,0.6,0.5454545454545454,0.8
30,7,0.7,0.4545454545,0.7,0.7,0.8,0.6363636364,0.4545454545,0.6363636364,5,8,0.85,-0.02,0.65,8,0.7272727272727273,0.8,0.6363636363636364,0.8
30,8,0.6,0.5454545455,0.7,0.3,0.8,0.7272727273,0.6363636364,0.7272727273,1,4,0.95,-0.61,0.82,8,0.7272727272727273,0.7,0.7272727272727273,1.0
30,9,0.6,0.3636363636,0.7,0.9,0.8,0.5454545455,0.5454545455,0.7272727273,4,4,0.85,-0.4,0.78,8,0.5454545454545454,0.8,0.45454545454545453,0.7
30,10,0.5,0.4545454545,0.6,0.8,0.7,0.5454545455,0.4545454545,0.7272727273,2,4,0.72,0.51,0.6,8,0.6363636363636364,0.6,0.7272727272727273,0.7
30,11,0.6,0.5454545455,0.6,0.6,0.6,0.4545454545,0.5454545455,0.6363636364,3,8,0.74,-0.34,0.61,9,0.45454545454545453,0.5,0.5454545454545454,0.7
30,12,0.5,0.3636363636,0.6,0.7,0.8,0.5454545455,0.4545454545,0.7272727273,3,7,0.8,-0.05,0.67,8,0.6363636363636364,0.8,0.5454545454545454,0.6
30,13,0.5,0.6363636364,0.7,0.7,0.7,0.5454545455,0.5454545455,0.8181818182,2,5,0.8,0.25,0.74,8,0.5454545454545454,0.7,0.6363636363636364,0.8
30,14,0.3,0.2727272727,0.4,0.3,0.5,0.4545454545,0.4545454545,0.1818181818,1,3,0.79,-0.28,0.7,7,0.5454545454545454,0.5,0.45454545454545453,0.6
30,15,0.3,0.3636363636,0.6,0.4,0.5,0.4545454545,0.5454545455,0.4545454545,4,12,0.78,-0.72,0.74,8,0.5454545454545454,0.5,0.45454545454545453,0.7
30,16,0.2,0.3636363636,0.4,0.5,0.3,0.2727272727,0.5454545455,0.4545454545,2,4,0.77,-0.78,0.73,7,0.45454545454545453,0.6,0.45454545454545453,0.6
30,17,0.4,0.2727272727,0.6,0.4,0.6,0.7272727273,0.3636363636,0.2727272727,1,0,0.72,-0.54,0.7,7,0.5454545454545454,0.7,0.45454545454545453,0.6
30,18,0.3,0.1818181818,0.4,0.5,0.3,0.3636363636,0.3636363636,0.4545454545,2,6,0.69,-0.42,0.62,3,0.2727272727272727,0.4,0.45454545454545453,0.6
30,19,0.3,0.2727272727,0.4,0.5,0.3,0.1818181818,0.3636363636,0.1818181818,4,7,0.65,-0.06,0.58,6,0.36363636363636365,0.4,0.2727272727272727,0.5
30,20,0.2,0.2727272727,0.4,0.6,0.6,0.3636363636,0.3636363636,0.4545454545,2,6,0.64,-0.51,0.65,6,0.45454545454545453,0.4,0.45454545454545453,0.4
30,21,0.4,0.3636363636,0.4,0.7,0.4,0.1818181818,0.4545454545,0.3636363636,3,6,0.72,0.08,0.59,7,0.2727272727272727,0.4,0.36363636363636365,0.6
30,22,0.2,0.3636363636,0.4,0.6,0.4,0.4545454545,0.5454545455,0.3636363636,4,9,0.6,0.04,0.64,8,0.36363636363636365,0.4,0.36363636363636365,0.4
30,23,0.3,0.3636363636,0.4,0.6,0.6,0.6363636364,0.4545454545,0.6363636364,3,5,0.71,0.25,0.68,7,0.7272727272727273,0.4,0.6363636363636364,0.5
30,24,0.5,0.5454545455,0.5,0.5,0.6,0.4545454545,0.4545454545,0.7272727273,2,4,0.77,-0.18,0.73,8,0.5454545454545454,0.4,0.6363636363636364,0.5
30,25,0.4,0.3636363636,0.5,0.5,0.4,0.2727272727,0.1818181818,0.5454545455,5,20,0.67,-0.17,0.57,6,0.5454545454545454,0.5,0.6363636363636364,0.6
30,26,0.3,0.4545454545,0.4,0.5,0.5,0.3636363636,0.3636363636,0.6363636364,3,6,0.72,0.43,0.69,7,0.7272727272727273,0.4,0.7272727272727273,0.5
30,27,0.5,0.4545454545,0.5,0.5,0.5,0.3636363636,0.4545454545,0.3636363636,5,9,0.71,-0.1,0.62,7,0.6363636363636364,0.6,0.5454545454545454,0.8
30,28,0.2,0.1818181818,0.1,0.4,0.1,0.3636363636,0.2727272727,0.3636363636,1,4,0.47,-0.05,0.35,6,0.2727272727272727,0.3,0.18181818181818182,0.3
30,29,0.3,0.2727272727,0.3,0.3,0.1,0.3636363636,0.3636363636,0.4545454545,5,5,0.44,-0.63,0.51,4,0.36363636363636365,0.2,0.2727272727272727,0.2
30,30,0.2,0.09090909,0.3,0.4,0.5,0,0.09090909,0.2727272727,4,9,0.26,0.05,0.26,7,0.18181818181818182,0.3,0.0,0.2
30,31,0.2,0,0.3,0.3,0.4,0.1818181818,0.1818181818,0.09090909,5,9,0.33,-0.07,0.33,6,0.18181818181818182,0.3,0.09090909090909091,0.2
30,32,0.2,0,0.3,0.4,0.3,0,0.09090909,0.3636363636,4,9,0.24,-0.1,0.33,8,0.18181818181818182,0.3,0.0,0.2
30,33,0.2,0,0.2,0.4,0.3,0,0.09090909,0.09090909,5,20,0.26,-0.03,0.36,7,0.09090909090909091,0.2,0.09090909090909091,0.2
30,34,0.1,0.09090909,0.1,0.7,0.5,0.2727272727,0.1818181818,0.2727272727,5,9,0.38,0.53,0.18,6,0.18181818181818182,0.2,0.2727272727272727,0.2
30,35,0.2,0.09090909,0.2,0.5,0.4,0.2727272727,0.1818181818,0.2727272727,5,17,0.27,0.39,0.25,7,0.0,0.3,0.09090909090909091,0.3
30,36,0.2,0.1818181818,0.3,0.4,0.2,0.1818181818,0.1818181818,0.2727272727,4,4,0.29,0.33,0.33,6,0.0,0.4,0.09090909090909091,0.2
30,37,0.2,0.1818181818,0.3,0.4,0.4,0.3636363636,0.09090909,0.1818181818,5,9,0.46,0.69,0.21,7,0.0,0.2,0.0,0.3
31,0,1,1,1,0.5,1,1,1,0.75,0,0,0.61,-0.29,0.76,8,1.0,1.0,1.0,1.0
31,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,5,9,0.39,0.21,0.41,8,0.5,0.5,0.5,0.5
31,2,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,5,9,0.37,0.16,0.4,8,0.5,0.5,0.5,0.5
31,3,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,5,9,0.33,0.28,0.49,8,0.5,0.5,0.5,0.5
31,4,0.5,0.5,0.5,0.5,1,0.75,0.5,0.5,5,9,0.39,-0.69,0.48,8,0.5,0.5,0.5,0.5
31,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,9,0.42,0.36,0.36,8,0.5,0.5,0.5,0.5
32,0,1,1,1,1,1,1,1,1,0,0,0.63,0.2,0.66,8,0.8,1.0,0.8,1.0
32,1,0.3333333333,0.6,0.3333333333,0.6666666667,0.66666667,0.6,0.6,0.4,1,5,0.63,0.16,0.59,7,0.4,0.3333333333333333,0.4,0.3333333333333333
32,2,0.3333333333,0.6,0.3333333333,0.6666666667,0.66666667,0.6,0.6,0.6,1,0,0.61,0.04,0.44,8,0.4,0.3333333333333333,0.4,0.3333333333333333
32,3,0.3333333333,0.6,0.3333333333,0.6666666667,0.66666667,0.8,0.6,0.6,1,5,0.61,0.12,0.59,7,0.4,0.3333333333333333,0.4,0.3333333333333333
32,4,0.3333333333,0.6,0.3333333333,0.6666666667,0.66666667,0.8,0.6,0.2,1,4,0.59,0.25,0.54,8,0.4,0.3333333333333333,0.4,0.3333333333333333
32,5,0.3333333333,0.6,0.3333333333,0.3333333333,0.66666667,0.8,0.6,0.6,1,1,0.45,-0.23,0.42,8,0.4,0.6666666666666666,0.6,0.3333333333333333
32,6,0.3333333333,0.6,0.3333333333,0,0.66666667,0.6,0.4,0.6,1,2,0.53,-0.34,0.42,7,0.4,0.3333333333333333,0.2,0.3333333333333333
32,7,0.3333333333,0.6,0.3333333333,0.3333333333,1,0.6,0.6,0.4,1,0,0.56,0.34,0.51,7,0.4,0.3333333333333333,0.6,0.3333333333333333
32,8,0.3333333333,0.6,0.3333333333,1,1,0.8,0.8,0.6,1,2,0.62,0.03,0.41,8,0.2,0.3333333333333333,0.6,0.3333333333333333
33,0,1,0.8333333333,1,1,1,1,1,0.8333333333,0,1,0.89,-0.25,0.85,7,0.8333333333333334,1.0,1.0,1.0
33,1,0,0.3333333333,0,0.25,0.75,0.8333333333,0.5,0.5,1,4,0.52,0.14,0.57,5,0.5,0.25,0.6666666666666666,0.5
33,2,0,0.3333333333,0.25,0.75,0.5,0.5,0.3333333333,0.5,1,1,0.58,0.21,0.57,5,0.5,0.5,0.6666666666666666,0.5
33,3,0,0.5,0.5,0.5,0.5,0.6666666667,0.5,0.5,1,0,0.58,-0.2,0.52,7,0.5,0.5,0.6666666666666666,0.5
33,4,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.3333333333,2,9,0.61,-0.29,0.57,3,0.5,0.5,0.6666666666666666,0.5
33,5,0.25,0.5,0.25,0,0.25,0.5,0.6666666667,0.3333333333,1,4,0.39,0.14,0.37,7,0.3333333333333333,0.25,0.3333333333333333,0.25
33,6,0.25,0.5,0.25,0.25,0.25,0.6666666667,0.5,0.3333333333,1,0,0.51,-0.08,0.41,0,0.3333333333333333,0.25,0.3333333333333333,0.25
33,7,0.25,0.6666666667,0.25,0.25,0.25,0.6666666667,0.5,0.3333333333,1,0,0.52,-0.57,0.43,3,0.3333333333333333,0.25,0.3333333333333333,0.25
33,8,0.25,0.5,0.25,0,0.25,0.5,0.5,0.3333333333,1,4,0.45,-0.1,0.45,0,0.3333333333333333,0.25,0.3333333333333333,0.25
33,9,0.25,0.6666666667,0.25,0.25,0.5,0.5,0.6666666667,0.3333333333,1,4,0.43,-0.18,0.46,3,0.3333333333333333,0.25,0.3333333333333333,0.25
34,0,0.75,0.8,0.75,0.5,0.75,0.6,0.8,0.6,0,1,0.55,0.54,0.43,8,0.8,0.75,1.0,1.0
34,1,0.5,0.6,0.75,0,0.5,0.4,0.6,0.4,1,2,0.51,-0.37,0.41,8,0.6,0.5,0.6,0.5
34,2,0.5,0.4,0.5,0.25,0.5,0.6,0.6,0.2,1,1,0.5,-0.34,0.38,8,0.6,0.5,0.6,0.5
34,3,0.5,0.8,0.5,0.25,0.75,0.4,0.4,0,1,0,0.42,0.14,0.37,8,0.6,0.5,0.6,0.5
34,4,0.5,0.6,0.5,0.25,0.5,0.4,0.6,0.2,1,1,0.54,-0.05,0.45,8,0.6,0.5,0.6,0.5
34,5,0.5,0.4,0.75,0.25,0.5,0.4,0.6,0.2,1,0,0.52,0.12,0.31,7,0.6,0.5,0.6,0.5
34,6,0.25,0.6,0.75,0.5,0.5,0.4,0.6,0.2,5,9,0.42,0.08,0.29,6,0.6,0.5,0.6,0.5
34,7,0,0.4,0.75,0,0.75,0.4,0.6,0.2,5,9,0.32,-0.18,0.26,6,0.6,0.5,0.4,0.25
34,8,0.25,0.4,0.5,0,0.75,0.4,0.6,0.2,5,9,0.39,0,0.34,7,0.6,0.5,0.6,0.5
34,9,0.5,0.6,0.75,0.25,0.5,0.4,0.6,0.2,5,9,0.35,-0.66,0.31,6,0.6,0.5,0.6,0.5
34,10,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.4,5,9,0.28,-0.24,0.23,8,0.6,0.5,0.6,0.5
35,0,0.75,1,0.75,0.5,0.5,0.5714285714,1,0.4285714286,0,2,0.75,-0.24,0.76,7,0.8571428571428571,0.75,0.8571428571428571,1.0
35,1,0.5,0.5714285714,0.5,0.25,0.5,0.5714285714,0.5714285714,0.1428571429,2,4,0.5,-0.74,0.44,6,0.42857142857142855,0.5,0.42857142857142855,0.5
35,2,0.5,0.5714285714,0.5,0.25,0.5,0.5714285714,0.5714285714,0.1428571429,2,9,0.51,-0.79,0.44,7,0.42857142857142855,0.5,0.2857142857142857,0.5
35,3,0.5,0.7142857143,0.5,0.5,0.5,0.5714285714,0.5714285714,0.5714285714,5,9,0.46,0.27,0.62,7,0.2857142857142857,0.25,0.42857142857142855,0.5
35,4,0.5,0.5714285714,0.5,0,0.5,0.5714285714,0.5714285714,0.4285714286,5,9,0.43,0.01,0.47,4,0.2857142857142857,0.25,0.5714285714285714,0.75
35,5,0.25,0.5714285714,0.5,0.25,0.5,0.7142857143,0.5714285714,0.2857142857,4,9,0.56,-0.22,0.52,6,0.42857142857142855,0.5,0.42857142857142855,0.5
35,6,0.5,0.5714285714,0.5,0.5,0.5,0.5714285714,0.5714285714,0.2857142857,1,4,0.63,-0.73,0.58,7,0.2857142857142857,0.5,0.42857142857142855,0.5
35,7,0.5,0.5714285714,0.5,0.5,0.5,0.7142857143,0.5714285714,0.5714285714,1,4,0.63,-0.04,0.63,7,0.2857142857142857,0.5,0.42857142857142855,0.5
35,8,0.5,0.5714285714,0.5,0.75,0.5,0.5714285714,0.5714285714,0.5714285714,1,4,0.72,0.4,0.59,7,0.2857142857142857,0.5,0.42857142857142855,0.75
35,9,0.5,0.7142857143,0.5,0.5,0.5,0.7142857143,0.5714285714,0.2857142857,1,5,0.67,0.01,0.5,7,0.2857142857142857,0.5,0.42857142857142855,0.75
35,10,0.5,0.8571428571,0.5,0.75,0.5,0.7142857143,0.5714285714,0.4285714286,2,5,0.63,0.29,0.57,6,0.2857142857142857,0.5,0.42857142857142855,0.75
36,0,1,1,1,1,1,1,1,1,0,0,0.61,-0.29,0.58,8,0.8,1.0,1.0,1.0
36,1,0.3333333333,0.6,0.6666666667,1,0.33333333,0.6,0.6,0.8,1,4,0.54,-0.42,0.55,8,0.2,0.3333333333333333,0.6,0.3333333333333333
36,2,0.3333333333,0.6,0.3333333333,1,0.66666667,0.8,0.6,0.2,1,1,0.46,-0.22,0.47,9,0.2,0.3333333333333333,0.6,0.3333333333333333
36,3,0.3333333333,0.6,0.6666666667,1,0.66666667,1,0.6,0.6,1,0,0.42,-0.14,0.48,8,0.2,0.3333333333333333,0.8,0.6666666666666666
36,4,0.3333333333,0.6,0.3333333333,1,0.33333333,0.6,0.6,0.8,2,4,0.44,0.35,0.42,6,0.4,0.3333333333333333,0.6,0.3333333333333333
36,5,0.3333333333,0.6,0.6666666667,1,0.66666667,0.6,0.6,1,1,4,0.49,0.11,0.47,7,0.6,0.6666666666666666,0.6,0.3333333333333333
36,6,0.3333333333,0.6,0.3333333333,1,0.66666667,0.8,0.6,0.6,1,9,0.48,-0.15,0.49,7,0.6,0.3333333333333333,0.6,0.3333333333333333
36,7,0.3333333333,0.6,0.6666666667,0.6666666667,0.66666667,0.8,0.6,0.4,5,9,0.46,0.11,0.41,6,0.6,0.3333333333333333,0.6,0.3333333333333333
