id,image_id,blip1_dsg,fuyu_dsg,instruct_blip_dsg,llava-alt_dsg,llava_dsg,mplug_dsg,blip1_tifa,fuyu_tifa,instruct_blip_tifa,llava-alt_tifa,llava_tifa,mplug_tifa,alignscore,clipscore,gpt4v_tifa,gpt4v_dsg,viescore,llmscore_over,llmscore_ec
17,11,0.666666667,0.111111111,0.888888889,0.666666667,0.555555556,0.666666667,0.7,0.5,0.9,0.4,0.6,0.7,0.63,0.61,0.3,0.666666667,8,2,9
17,12,0.444444444,0.333333333,0.444444444,0.666666667,0.444444444,0.444444444,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.31,0.2,0.444444444,7,3,5
17,13,0.444444444,0,0.444444444,0.444444444,0.444444444,0.444444444,0.4,0.4,0.4,0.5,0.5,0.6,0.47,0.39,0.2,0.444444444,7,5,9
17,14,0.111111111,0,0.444444444,0.444444444,0.444444444,0.444444444,0.4,0.1,0.2,0.5,0.5,0.6,0.28,0.31,0.1,0.111111111,8,3,9
17,15,0.444444444,0.111111111,0.444444444,0.444444444,0.444444444,0.444444444,0.4,0.3,0.4,0.4,0.4,0.7,0.61,0.46,0.3,0.555555556,6,4,9
17,16,0.333333333,0.333333333,0.333333333,0.111111111,0.111111111,0.111111111,0.4,0.3,0.4,0.4,0.4,0.5,0.3,0.16,0.1,0.111111111,6,2,5
17,17,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.4,0.5,0.5,0.5,0.4,0.7,0.26,0.21,0.2,0.333333333,7,2,4
17,18,0.333333333,0.222222222,0.333333333,0.333333333,0.333333333,0.333333333,0.6,0.4,0.5,0.6,0.4,0.6,0.44,0.32,0.2,0.333333333,8,2,6
17,19,0.333333333,0.111111111,0.333333333,0.333333333,0.333333333,0.333333333,0.4,0.3,0.5,0.5,0.5,0.6,0.27,0.24,0.2,0.333333333,6,2,6
17,20,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.4,0.4,0.5,0.5,0.5,0.5,0.28,0.22,0.2,0.333333333,7,2,8
17,21,0.333333333,0.222222222,0.222222222,0.222222222,0.222222222,0.333333333,0.4,0.3,0.4,0.6,0.5,0.6,0.41,0.39,0.2,0.222222222,8,2,4
17,22,0.333333333,0.222222222,0.333333333,0.333333333,0.222222222,0.444444444,0.5,0.4,0.6,0.7,0.7,0.7,0.42,0.43,0.3,0.333333333,6,2,5
17,23,0.333333333,0.333333333,0.333333333,0.333333333,0.222222222,0.333333333,0.5,0.3,0.4,0.6,0.6,0.6,0.47,0.45,0.3,0.222222222,8,3,8
17,24,0.333333333,0.333333333,0.333333333,0.333333333,0.222222222,0.222222222,0.5,0.3,0.4,0.6,0.6,0.7,0.4,0.37,0.3,0.222222222,6,3,5
17,25,0.333333333,0.333333333,0.333333333,0.333333333,0.222222222,0.222222222,0.5,0.5,0.6,0.6,0.7,0.7,0.44,0.44,0.3,0.333333333,6,2,4
17,26,0.444444444,0.222222222,0.555555556,0.333333333,0.222222222,0.555555556,0.6,0.3,0.5,0.6,0.5,0.8,0.57,0.54,0.3,0.333333333,7,1,3
17,27,0.555555556,0.333333333,0.555555556,0.333333333,0.222222222,0.333333333,0.6,0.6,0.7,0.7,0.5,0.8,0.57,0.51,0.3,0.333333333,8,2,3
17,28,0.555555556,0.333333333,0.555555556,0.444444444,0.444444444,0.555555556,0.6,0.6,0.7,0.8,0.7,0.8,0.49,0.44,0.4,0.444444444,7,1,3
17,29,0.555555556,0.888888889,0.555555556,0.555555556,0.444444444,0.555555556,0.7,0.4,0.7,0.8,0.7,0.7,0.58,0.52,0.2,0.555555556,7,"""2",4
17,30,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.3,0.2,0.3,0.3,0.4,0.5,0.26,0.18,0.1,0.111111111,6,5,9
17,31,0.111111111,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0.4,0.2,0.2,0.3,0.3,0.5,0.22,0.08,0.1,0.111111111,6,3,8
17,32,0.111111111,0.222222222,0.111111111,0.111111111,0.111111111,0,0.4,0.3,0.3,0.3,0.2,0.5,0.15,0.2,0.1,0.111111111,4,5,9
17,33,0.222222222,0.333333333,0.111111111,0.222222222,0.111111111,0.222222222,0.3,0.3,0.3,0.5,0.5,0.6,0.28,0.29,0.2,0.111111111,6,3,7
17,34,0.333333333,0,0.111111111,0.111111111,0.111111111,0.111111111,0.4,0.5,0.3,0.3,0.5,0.5,0.21,0.33,0.1,0.111111111,5,3,7
17,35,0.333333333,0.111111111,0.555555556,0.111111111,0.111111111,0.111111111,0.5,0.3,0.4,0.3,0.3,0.4,0.31,0.33,0.1,0.111111111,6,3,8
18,,1,0,1,0.8,0.8,1,0.888888889,0.555555556,0.777777778,0.888888889,0.777777778,1,0.79,0.75,0.666666667,1,8,0,0
18,1,0.6,0.2,0.6,0.6,0.6,0.6,0.666666667,0.444444444,0.777777778,0.888888889,0.777777778,0.777777778,0.62,0.67,0.666666667,1,6,1,0
18,2,0.6,0.2,0.6,0.6,0.6,0.6,0.666666667,0.555555556,0.666666667,0.888888889,0.888888889,0.666666667,0.64,0.68,0.444444444,0.6,7,1,0
18,3,0.6,0.2,0.6,0.6,0.6,0.6,0.555555556,0.444444444,0.555555556,0.777777778,0.666666667,0.666666667,0.67,0.62,0.555555556,0.6,8,1,0
18,4,0.6,0.2,0.6,0.6,0.6,0.6,0.666666667,0.555555556,0.777777778,0.888888889,0.888888889,0.777777778,0.61,0.63,0.555555556,0.6,5,0,1
18,5,0.6,0.6,0.6,0.6,0.6,0.6,0.666666667,0.555555556,0.666666667,0.888888889,0.777777778,0.777777778,0.66,0.7,0.444444444,0.6,8,1,0
18,6,0.6,0.2,0.6,0.6,0.6,0.6,0.666666667,0.444444444,0.777777778,0.666666667,0.777777778,0.777777778,0.57,0.53,0.444444444,0.6,6,1,7
18,7,0.6,0.2,0.6,0.6,0.4,0.6,0.555555556,0.444444444,0.666666667,0.888888889,0.555555556,0.666666667,0.53,0.58,0.333333333,0.6,6,1,5
18,8,0.6,0.6,0.6,0.6,0.6,0.6,0.555555556,0.444444444,0.666666667,0.666666667,0.666666667,0.777777778,0.52,0.51,0.444444444,0.6,6,4,9
18,9,0.6,0.2,0.6,0.6,0.4,0.6,0.555555556,0.333333333,0.666666667,0.777777778,0.555555556,0.777777778,0.43,0.44,0.444444444,0.6,7,1,5
18,10,0.6,0.4,0.6,0.6,0.6,0.6,0.666666667,0.444444444,0.777777778,0.666666667,0.666666667,0.666666667,0.53,0.56,0.444444444,0.6,6,3,9
19,,1,0,1,0.6,0.2,1,0.857142857,0.571428571,0.857142857,0.571428571,0.571428571,0.714285714,0.77,0.62,0.571428571,1,7,1,2
19,1,0.6,0.2,0.6,0.6,0.6,0.6,0.857142857,0.285714286,0.714285714,0.714285714,0.714285714,0.714285714,0.52,0.57,0.428571429,0.6,8,0,1
19,2,0.6,0.4,0.4,0.6,0.6,0.6,0.714285714,0.571428571,0.714285714,0.714285714,0.714285714,0.714285714,0.59,0.63,0.428571429,0.6,6,1,4
19,3,0.6,0.4,0.4,0.6,0.4,0.6,0.714285714,0.571428571,0.714285714,0.714285714,0.714285714,0.714285714,0.54,0.53,0.428571429,0.6,7,1,5
19,4,0.8,0.2,0.4,0.8,0.8,0.4,0.714285714,0.428571429,0.571428571,0.857142857,0.857142857,0.857142857,0.72,0.68,0.571428571,0.8,8,0,2
19,5,0.4,0.4,0.6,0.8,0.8,0.6,0.714285714,0.428571429,0.857142857,0.714285714,0.714285714,1,0.7,0.7,0.428571429,0.6,7,0,1
19,6,0.8,0.4,0.6,0.8,0.4,0.8,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.714285714,0.8,0.67,0.571428571,0.6,7,0,0
19,7,0.6,0.4,0.6,0.6,0.6,0.6,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.714285714,0.51,0.51,0.285714286,0.6,8,2,5
19,8,0.8,0.4,0.6,0.6,0.6,0.6,0.714285714,0.285714286,0.428571429,0.714285714,0.571428571,0.571428571,0.48,0.6,0.428571429,0.6,7,1,4
19,9,0.6,0.6,0.6,0.2,0.2,0.6,0.571428571,0.428571429,0.285714286,0.428571429,0.428571429,0.714285714,0.47,0.49,0.142857143,0.6,8,2,4
19,10,0.2,0.4,0.2,0.2,0.2,0.2,0.285714286,0.285714286,0.428571429,0.571428571,0.571428571,0.428571429,0.48,0.48,0.285714286,0.2,7,5,9
19,11,0.2,0.4,0.2,0.2,0.2,0.2,0.571428571,0.285714286,0.571428571,0.571428571,0.571428571,0.571428571,0.43,0.47,0.285714286,0.2,8,2,4
19,12,0.2,0.2,0.2,0.2,0.2,0.6,0.714285714,0.285714286,0.428571429,0.571428571,0.571428571,0.571428571,0.28,0.42,0.142857143,0.2,7,5,4
19,13,0.2,0.4,0.2,0.2,0.2,0.2,0.285714286,0.285714286,0.571428571,0.571428571,0.571428571,0.571428571,0.51,0.55,0.285714286,0.2,7,3,4
19,14,0.4,0.4,0.4,0.4,0.4,0.4,0.571428571,0.428571429,0.714285714,0.714285714,0.714285714,0.714285714,0.55,0.5,0.428571429,0.4,8,4,7
19,15,0.2,0.2,0.2,0.2,0.2,0.2,0.285714286,0.285714286,0.142857143,0.285714286,0.285714286,0.428571429,0.15,0.33,0.142857143,0.2,6,4,9
19,16,0.2,0.2,0.2,0.2,0.2,0.2,0.285714286,0.285714286,0.142857143,0.428571429,0.285714286,0.285714286,0.17,0.34,0.142857143,0.2,7,4,9
19,17,0.2,0.2,0.2,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.428571429,0.16,0.43,0.142857143,0.2,7,3,4
19,18,0.2,0.2,0.2,0.2,0.2,0.2,0.428571429,0.285714286,0.142857143,0.428571429,0.285714286,0.428571429,0.26,0.41,0.142857143,0.2,6,3,9
19,19,0.2,0.2,0.2,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0.428571429,0.285714286,0.428571429,0.19,0.42,0.142857143,0.2,7,1,4
19,20,0.4,0.2,0.4,0.2,0.2,0.6,0.571428571,0.428571429,0.428571429,0.428571429,0.428571429,0.857142857,0.42,0.48,0.285714286,0.6,6,1,0
19,21,0.2,0,0.4,0.2,0.2,0.6,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.571428571,0.45,0.5,0.142857143,0.4,6,1,0
19,22,0.6,0,0.6,0.6,0.6,0.4,0.428571429,0.142857143,0.428571429,0.571428571,0.428571429,0.714285714,0.38,0.39,0.285714286,0.4,6,1,4
19,23,0.6,0,0.4,0.6,0.2,0.2,0.571428571,0.571428571,0.428571429,0.571428571,0.285714286,0.571428571,0.41,0.47,0.285714286,0.6,8,1,0
19,24,0.6,0.4,0.4,0.6,0.2,0.6,0.428571429,0.142857143,0.428571429,0.571428571,0.714285714,0.428571429,0.37,0.52,0.285714286,0.6,5,1,0
20,,1,0.666666667,1,1,0.333333333,0.333333333,0.833333333,0.5,0.666666667,0.833333333,0.666666667,0.666666667,0.71,0.69,0.5,1,8,1,4
20,1,0.666666667,0,0.333333333,0.333333333,0.333333333,1,0.5,0.166666667,0.5,0.5,0.333333333,0.666666667,0.54,0.58,0.333333333,0.666666667,8,2,4
20,2,0.333333333,0,0.333333333,0.333333333,0.333333333,1,0.333333333,0.166666667,0.333333333,0.5,0.333333333,0.5,0.59,0.53,0.166666667,0.333333333,9,0,1
20,3,0.666666667,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.5,0.166666667,0.333333333,0.5,0.333333333,0.5,0.64,0.64,0.166666667,0.333333333,9,1,0
20,4,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.36,0.59,0.333333333,0.666666667,8,2,6
20,5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.5,0.43,0.62,0.333333333,0.666666667,8,1,4
20,6,0.666666667,0,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.47,0.56,0.333333333,0.666666667,8,2,8
20,7,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.41,0.65,0.333333333,0.666666667,8,2,8
20,8,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.43,0.62,0.333333333,0.666666667,8,5,9
21,,1,1,1,1,1,1,0.75,0.75,1,0.875,0.75,1,0.88,0.76,0.5,1,8,2,6
21,1,0.333333333,1,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.5,0.625,0.5,0.5,0.625,0.48,0.52,0.25,0.333333333,6,1,4
21,2,0.333333333,1,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.75,0.5,0.5,0.375,0.625,0.43,0.38,0.125,0.333333333,7,1,8
21,3,0.333333333,1,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.625,0.5,0.5,0.375,0.625,0.52,0.38,0.25,0.333333333,6,5,9
21,4,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.25,0.5,0.5,0.625,0.625,0.5,0.45,0.375,0.333333333,7,2,4
21,5,0.333333333,1,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.37,0.25,0.333333333,5,2,4
21,6,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0.25,0.375,0.375,0.375,0.25,0.25,0.53,0.48,0.25,0.333333333,6,1,0
21,7,0.666666667,0,0,0.333333333,0.333333333,0.333333333,0.25,0.375,0.375,0.25,0.25,0.375,0.58,0.53,0.125,0.333333333,6,2,4
21,8,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0.25,0.375,0.375,0.375,0.25,0.625,0.59,0.53,0.125,0.333333333,2,1,0
21,9,0.666666667,0,0.333333333,0.333333333,0.333333333,0.666666667,0.25,0.375,0.375,0.375,0.25,0.625,0.55,0.54,0.125,0.333333333,5,1,0
21,10,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0.25,0.25,0.375,0.375,0.25,0.625,0.59,0.5,0.125,0.333333333,6,1,0
22,,1,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.666666667,0.666666667,0.666666667,0.666666667,0.87,1,0.333333333,0.666666667,7,0,0
22,1,1,0,0.666666667,0.666666667,0.666666667,1,0.666666667,0.166666667,0.333333333,0.333333333,0.5,0.5,0.49,0.76,0.166666667,0.666666667,7,5,4
22,2,1,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.5,0.333333333,0.333333333,0.666666667,0.5,0.53,0.61,0.166666667,0.666666667,7,5,4
22,3,1,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.5,0.333333333,0.333333333,0.666666667,0.833333333,0.56,0.63,0.166666667,0.666666667,8,5,9
22,4,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.5,0.333333333,0.5,0.5,0.5,0.48,0.45,0.166666667,0.666666667,8,2,4
22,5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,0.5,0.833333333,0.333333333,0.5,0.666666667,0.833333333,0.5,0.56,0.166666667,0.666666667,6,1,4
22,6,0,1,0,0,0,0,0.333333333,0.666666667,0.333333333,0.333333333,0.5,0.333333333,0.34,0.28,0.166666667,0,7,4,10
22,7,0,0.333333333,0,0,0,0,0.333333333,0.5,0.333333333,0.666666667,0.5,0.666666667,0.47,0.42,0.166666667,0,7,1,5
22,8,0,1,0,0,0,0,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.333333333,0.4,0.32,0.166666667,0,7,3,4
22,9,0,1,0,0,0,0,0.166666667,0.5,0.333333333,0.833333333,0.5,0.5,0.46,0.38,0.166666667,0,7,2,4
23,,0.25,1,1,1,0.25,0.25,0.5,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333,0.62,0.57,0.5,1,8,5,9
23,1,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.45,0.56,0.333333333,0.5,7,1,4
23,2,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.48,0.55,0.333333333,0.5,8,4,6
23,3,0.5,0.5,0.5,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.666666667,0.666666667,0.666666667,0.48,0.57,0.333333333,0.5,8,1,4
23,4,0.5,0.75,0.5,0.5,0.5,0.5,0.666666667,0.833333333,0.833333333,0.666666667,0.666666667,0.666666667,0.48,0.56,0.333333333,0.5,8,4,9
23,5,0.5,0.75,0.5,0.5,0.5,0.5,0.833333333,0.5,0.666666667,0.333333333,0.5,0.5,0.39,0.42,0.333333333,0.5,8,1,0
23,6,0.25,0.25,0.25,0.25,0.25,0.75,0.333333333,0.333333333,0.666666667,0.5,0,0.333333333,0.1,0.21,0,0.25,8,2,4
23,7,0.25,0.5,0.25,0.25,0.25,0.75,0.333333333,0.166666667,0.5,0,0,0.333333333,0.31,0.22,0,0.25,5,1,0
23,8,0.25,0.75,0.25,0.25,0.25,1,0.166666667,0.333333333,0.333333333,0.333333333,0,0.333333333,0.27,0.38,0,0.25,7,5,9
23,9,0.5,1,0.25,0.25,0.25,0.75,0.333333333,0.666666667,0,0.333333333,0.166666667,0.5,0.29,0.26,0,0.25,7,2,9
23,10,0.25,0.5,0.25,0.25,0.25,0.75,0.166666667,0.333333333,0.333333333,0.166666667,0.166666667,0.5,0.29,0.41,0,0.25,8,5,4
24,,1,0.333333333,1,1,1,1,1,0.333333333,1,1,1,1,0.67,0.74,1,1,8,0,0
24,1,1,0,0.333333333,0.333333333,0.333333333,0.333333333,1,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.54,0.5,0.333333333,0.333333333,8,3,4
24,2,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,1,0.53,0.51,0.333333333,0.333333333,8,1,4
24,3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.55,0.54,0.333333333,0.333333333,8,2,4
24,4,1,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.53,0.55,0.666666667,0.333333333,8,0,5
24,5,1,0.333333333,0.333333333,0.333333333,0.333333333,1,1,0.333333333,0.666666667,0.666666667,0.666666667,1,0.53,0.49,0.333333333,0.333333333,8,1,5
24,6,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.53,0.49,0.333333333,0.333333333,6,1,4
24,7,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.56,0.48,0.333333333,0.333333333,6,1,4
24,8,0.333333333,1,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.52,0.52,0.333333333,0.333333333,8,2,8
24,9,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.56,0.44,0.333333333,0.333333333,6,2,8
24,10,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.61,0.61,0.333333333,0.333333333,6,1,4
25,,0.636363636,0,0.454545455,0.909090909,0.181818182,0.727272727,0.583333333,0.583333333,0.833333333,0.833333333,0.5,1,0.79,0.8,0.416666667,0.727272727,7,0,1
25,1,0.454545455,0,0.818181818,0.727272727,0.181818182,0.909090909,0.5,0.333333333,0.916666667,1,0.5,0.916666667,0.7,0.7,0.416666667,0.272727273,8,0,2
25,2,0.727272727,0,0.636363636,0.727272727,0.454545455,1,0.833333333,0.5,0.833333333,1,0.666666667,0.916666667,0.7,0.75,0.416666667,0.636363636,8,0,0
25,3,0.181818182,0.363636364,0,0,0,0.636363636,0.333333333,0.333333333,0.583333333,0.75,0.333333333,0.75,0.6,0.5,0.083333333,0,6,2,4
25,4,0.272727273,0,0.272727273,0.454545455,0.181818182,1,0.5,0.333333333,0.666666667,0.833333333,0.833333333,0.833333333,0.62,0.55,0.333333333,0.272727273,7,2,5
25,5,0.454545455,1,0.272727273,0.909090909,0.818181818,1,0.416666667,0.416666667,0.5,1,0.75,0.833333333,0.69,0.58,0.25,0.272727273,7,5,4
25,6,0.181818182,0.363636364,0.636363636,0.454545455,0.363636364,0.727272727,0.333333333,0.5,0.583333333,0.5,0.25,0.5,0.53,0.54,0.333333333,0.363636364,7,5,9
25,7,0.181818182,1,0.545454545,0.636363636,0.181818182,0.363636364,0.25,0.416666667,0.5,0.416666667,0.416666667,0.416666667,0.37,0.45,0.25,0.454545455,7,5,9
25,8,0.727272727,0,0,1,0.545454545,0.636363636,0.75,0.333333333,0.916666667,0.916666667,1,0.916666667,0.45,0.46,0.416666667,0.636363636,8,0,2
25,9,0.636363636,0,0,0,0,0,0.833333333,0.666666667,0.916666667,1,0.916666667,0.916666667,0.42,0.5,0.583333333,0.909090909,8,0,1
25,10,0.181818182,0,0.545454545,0.727272727,0.181818182,0.454545455,0.25,0.5,0.5,0.333333333,0.416666667,0.583333333,0.3,0.27,0.25,0.181818182,7,5,9
25,11,0.181818182,0,0.545454545,0.454545455,0.181818182,0.454545455,0.416666667,0.666666667,0.5,0.333333333,0.333333333,0.416666667,0.16,0.08,0.166666667,0.272727273,7,5,9
25,12,0.181818182,0.909090909,0.545454545,0.181818182,0.181818182,0.454545455,0.416666667,0.666666667,0.416666667,0.416666667,0.333333333,0.25,0.28,0.33,0.166666667,0.181818182,7,5,9
25,13,0.454545455,0.909090909,0.454545455,0.363636364,0.181818182,0.181818182,0.416666667,0.5,0.5,0.416666667,0.333333333,0.5,0.29,0.3,0.25,0.181818182,7,5,9
25,14,0.181818182,0,0.545454545,0.454545455,0.181818182,0.636363636,0.166666667,0.583333333,0.5,0.5,0.333333333,0.5,0.3,0.36,0.25,0.181818182,7,5,9
25,15,0,0,0,0,0,1,0.666666667,0.666666667,0.333333333,0.416666667,0.25,0.75,0.34,0.28,0.166666667,0,8,5,9
25,16,0.181818182,0,0,0,0,0.454545455,0.5,0.5,0.75,0.666666667,0.5,0.666666667,0.53,0.53,0.166666667,0,7,4,4
25,17,0.181818182,0.454545455,0.181818182,0.181818182,0,0.636363636,0.333333333,0.5,0.5,0.416666667,0.25,0.583333333,0.43,0.37,0.083333333,0,7,5,9
25,18,0.181818182,1,0,0,0,0.272727273,0.416666667,0.333333333,0.333333333,0.25,0.166666667,0.25,0.33,0.28,0.083333333,0,7,5,9
25,19,0.272727273,0.636363636,0.363636364,1,0.363636364,1,0.416666667,0.5,0.5,0.583333333,0.583333333,0.416666667,0.38,0.4,0.166666667,0,6,5,9
25,20,0.363636364,1,0,0.545454545,0,0,0.333333333,0.5,0.166666667,0.416666667,0.083333333,0.583333333,0.26,0.01,0.083333333,0,7,5,9
25,21,0,0,0,0,0,0,0.5,0.333333333,0.5,0.666666667,0.333333333,0.416666667,0.11,0.13,0.083333333,0,8,5,9
25,22,0,1,0,0,0,0,0.416666667,0.416666667,0.166666667,0.333333333,0.25,0.333333333,0.24,0.04,0.083333333,0,8,5,9
25,23,0.909090909,1,0.636363636,0.454545455,0,1,0.916666667,0.916666667,0.833333333,0.75,0.5,0.916666667,0.44,0.39,0.416666667,0.363636364,9,1,4
25,24,0.545454545,1,0.636363636,1,0.181818182,0.909090909,0.75,0.666666667,0.833333333,0.916666667,0.75,1,0.41,0.49,0.416666667,0.363636364,9,0,4
25,25,0.363636364,0,0.636363636,1,0,0.909090909,0.583333333,0.583333333,0.916666667,0.916666667,0.666666667,0.916666667,0.54,0.45,0.416666667,0.272727273,8,0,0
25,26,0.181818182,0,0.181818182,0.181818182,0.181818182,1,0.25,0.583333333,0.333333333,0.333333333,0.333333333,0.583333333,0.25,0.33,0.25,0.363636364,8,5,9
25,27,0.727272727,1,0.363636364,0.727272727,0.181818182,1,0.666666667,0.583333333,0.583333333,0.5,0.5,0.916666667,0.34,0.46,0.333333333,0.363636364,8,4,5
26,,1,1,1,1,1,1,1,0,1,1,1,1,0.68,0.69,1,1,7,0,0
26,1,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0,0.666666667,0.666666667,0.666666667,0.666666667,0.37,0.33,0.666666667,0.5,6,1,4
26,2,0.5,0,0.5,0.5,0.5,0.5,0.666666667,0,0.666666667,0.666666667,0.666666667,0.666666667,0.38,0.32,0.666666667,0.5,6,5,4
26,3,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.49,0.48,0.666666667,1,5,5,4
26,4,0.5,0,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.42,0.45,0.666666667,0.5,6,5,4
26,5,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.42,0.39,0.666666667,0.5,5,5,9
27,,1,1,1,1,1,0.75,0.833333333,0.5,0.833333333,0.833333333,0.666666667,0.833333333,0.8,0.75,0.666666667,1,7,0,1
27,1,0.25,0.25,0.25,0.25,0.25,0.25,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.166666667,0.51,0.46,0.166666667,0.25,6,1,5
27,2,0.25,0.25,0.25,0.25,0.25,0.25,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.333333333,0.49,0.51,0.166666667,0.25,8,1,4
27,3,0.25,0.25,0.25,0.25,0.25,0.25,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0.333333333,0.53,0.53,0.166666667,0.25,5,2,9
27,4,0.25,0.25,0.25,0.25,0.25,0.25,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0.333333333,0.55,0.54,0.166666667,0.25,7,1,4
27,5,0.25,0.25,0.25,0.25,0.25,0.25,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.333333333,0.49,0.52,0.166666667,0.25,8,1,4
27,6,0,0.5,0,0.5,0.5,0.5,0,0,0.166666667,0.166666667,0.333333333,0.166666667,0.38,0.32,0.166666667,0,6,2,6
27,7,0.5,0.5,0,0.5,0,0.5,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.35,0.33,0,0,6,1,4
27,8,0,0.75,0.5,0.25,0,0.5,0,0.166666667,0.333333333,0.333333333,0.333333333,0.166666667,0.34,0.34,0,0.5,8,1,4
27,9,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.4,0.3,0.166666667,0.5,5,1,0
27,10,0.5,0.75,0.5,0.5,0.5,0.5,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.166666667,0.42,0.37,0,0,7,1,4
28,,0.75,0.25,1,1,0.75,1,0.6,0.2,1,0.8,0.4,0.8,0.58,0.65,0.6,1,7,2,6
28,1,0.5,0,0.5,0.5,0.5,0.5,0.6,0.2,0.6,0.4,0.4,0.4,0.48,0.54,0.6,1,7,1,4
28,2,0.5,0,0.5,0.5,0.5,0.5,0.6,0.2,0.6,0.4,0.2,0.4,0.46,0.5,0.2,0.5,7,1,4
