id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm
38,0,0.6,0.6666666667,1,0.6,1,0.6666666667,0.6666666667,0.3333333333,1,5,0.61,0.12,0.72
38,1,0.4,0.5,0.6,0.4,0.8,0.6666666667,0.5,0.1666666667,2,6,0.53,-0.43,0.67
38,2,0.6,0.6666666667,0.8,0.8,1,0.8333333333,0.6666666667,0.3333333333,0,1,0.66,0.14,0.7
38,3,0.6,0.5,0.8,0.8,1,0.5,0.6666666667,0.5,5,9,0.66,-0.59,0.59
38,4,0.4,0.5,0.8,0.6,0.8,0.6666666667,0.5,0.3333333333,5,9,0.63,-0.41,0.71
38,5,0.4,0.5,0.8,0.4,1,0.8333333333,0.6666666667,0.3333333333,5,9,0.61,-0.25,0.7
38,6,0.4,0.5,0.4,0.6,0.6,0.6666666667,0.5,0.3333333333,3,7,0.6,0.13,0.56
38,7,0.4,0.6666666667,0.4,1,0.6,0.8333333333,0.6666666667,0.5,3,9,0.64,0.11,0.61
38,8,0.4,0.5,0.4,0.8,0.6,0.8333333333,0.5,0.5,5,9,0.68,-0.3,0.62
38,9,0.4,0.8333333333,0.6,1,0.6,0.8333333333,0.8333333333,0.3333333333,5,9,0.59,-0.53,0.58
39,0,1,0.9,1,0.7142857143,1,0.9,0.9,0.7,0,0,0.67,0.1,0.69
39,1,0.8571428571,0.8,1,0.2857142857,1,0.9,0.9,0.7,0,0,0.72,0.1,0.66
39,2,1,0.9,1,0.5714285714,1,0.9,0.9,0.8,0,1,0.69,0.21,0.71
39,3,1,0.9,1,0.5714285714,1,0.9,0.9,0.4,0,2,0.57,-0.19,0.71
39,4,1,0.8,1,0.4285714286,1,0.9,0.9,0.5,0,0,0.66,-0.28,0.68
39,5,1,0.9,1,0.8571428571,1,0.9,0.9,0.8,0,0,0.67,0.12,0.72
39,6,0.5714285714,0.8,0.7142857143,0.8571428571,0.71428571,0.8,0.8,0.5,4,6,0.58,0.17,0.6
39,7,0.5714285714,0.7,0.5714285714,1,0.85714286,0.8,0.8,0.8,5,5,0.61,-0.09,0.59
39,8,0.5714285714,0.8,0.8571428571,0.5714285714,0.71428571,0.8,0.8,0.5,0,1,0.56,0.25,0.59
39,9,0.5714285714,0.8,0.7142857143,0.4285714286,0.71428571,0.8,0.8,0.6,2,4,0.61,0.56,0.59
39,10,0.5714285714,0.9,0.8571428571,0.7142857143,0.85714286,0.8,0.8,0.5,2,9,0.59,0.04,0.63
39,11,0.2857142857,0.6,0.4285714286,0.5714285714,0.42857143,0.6,0.6,0.5,1,4,0.4,0.6,0.25
39,12,0.4285714286,0.7,0.4285714286,0.5714285714,0.42857143,0.6,0.5,0.4,1,4,0.3,0.03,0.34
39,13,0.4285714286,0.7,0.4285714286,0.5714285714,0.42857143,0.6,0.5,0.5,2,9,0.33,0.05,0.4
39,14,0.2857142857,0.7,0.4285714286,0.7142857143,0.42857143,0.6,0.6,0.5,1,4,0.41,0.76,0.39
39,15,0.4285714286,0.7,0.4285714286,0.5714285714,0.42857143,0.6,0.6,0.5,1,4,0.33,-0.23,0.33
39,16,0.4285714286,0.5,0.4285714286,0.2857142857,0.71428571,0.5,0.6,0.5,2,7,0.51,0.03,0.51
39,17,0.4285714286,0.6,0.4285714286,0.5714285714,0.57142857,0.6,0.6,0.5,3,5,0.38,-0.4,0.45
39,18,0.4285714286,0.6,0.4285714286,0.2857142857,0.57142857,0.5,0.6,0.6,2,1,0.47,0.79,0.51
39,19,0.4285714286,0.5,0.4285714286,0.4285714286,0.57142857,0.6,0.6,0.5,1,2,0.46,0.19,0.53
39,20,0.1428571429,0.4,0.1428571429,0.2857142857,0.42857143,0.5,0.3,0.6,3,9,0.26,0.35,0.23
39,21,0.1428571429,0.4,0.1428571429,0.1428571429,0.42857143,0.4,0.4,0.4,2,6,0.2,-0.06,0.2
39,22,0.2857142857,0.5,0.2857142857,0.4285714286,0.28571429,0.4,0.3,0.5,2,4,0.26,-0.74,0.23
39,23,0.1428571429,0.3,0.1428571429,0.1428571429,0.14285714,0.6,0.3,0.5,4,16,0.24,-0.41,0.2
39,24,0.1428571429,0.5,0.1428571429,0.2857142857,0.28571429,0.4,0.5,0.2,2,6,0.31,0.61,0.24
39,25,0.1428571429,0.6,0.4285714286,0.5714285714,0.57142857,0.7,0.5,0.2,2,13,0.24,0,0.14
39,26,0.1428571429,0.6,0.2857142857,0.7142857143,0.42857143,0.6,0.5,0.5,2,8,0.23,0.17,0.24
39,27,0.1428571429,0.6,0.2857142857,0.5714285714,0.42857143,0.5,0.4,0.5,2,5,0.32,0.53,0.22
39,28,0.1428571429,0.4,0.2857142857,0.5714285714,0.42857143,0.4,0.5,0.6,2,5,0.22,0.47,0.23
40,0,1,0.8333333333,1,1,1,0.8333333333,0.8333333333,0.8333333333,0,0,0.51,0.38,0.69
40,1,0.4,0.6666666667,0.6,0.6,0.6,0.6666666667,0.6666666667,0.6666666667,0,0,0.56,0.44,0.66
40,2,0.4,0.6666666667,0.6,0.8,0.6,0.6666666667,0.6666666667,0.6666666667,0,0,0.52,0.36,0.61
40,3,0.4,0.6666666667,0.6,0.6,0.6,0.6666666667,0.6666666667,0.8333333333,0,0,0.51,0.44,0.64
40,4,0.4,0.5,0.6,0.4,0.6,0.6666666667,0.6666666667,0.5,0,2,0.52,0.18,0.57
40,5,0.6,0.6666666667,0.8,0.4,0.6,0.6666666667,0.8333333333,0.8333333333,0,1,0.54,0.28,0.65
40,6,0.6,0.6666666667,0.6,0.2,0.8,0.6666666667,0.6666666667,0.6666666667,5,9,0.51,0.32,0.64
40,7,0.6,0.6666666667,0.6,1,1,0.6666666667,0.6666666667,0.8333333333,0,0,0.51,0.64,0.64
40,8,0.6,0.6666666667,0.6,0.6,0.8,0.8333333333,0.6666666667,0.8333333333,5,4,0.49,0.51,0.64
40,9,0.6,0.6666666667,0.6,0.2,0.8,0.6666666667,0.6666666667,0.6666666667,0,0,0.51,0.39,0.64
40,10,0.6,0.6666666667,0.6,0.2,1,0.8333333333,0.6666666667,0.8333333333,4,9,0.53,-0.05,0.65
41,0,1,1,1,0.8,1,0.8333333333,1,0.8333333333,1,0,0.52,1.08,0.75
41,1,0.8,0.6666666667,0.8,0.6,1,0.8333333333,0.6666666667,0.6666666667,1,4,0.52,0.7,0.6
41,2,0.6,0.5,0.8,0.6,1,0.8333333333,0.5,0.5,1,4,0.6,0.71,0.61
41,3,1,0.8333333333,1,0.6,1,0.8333333333,0.8333333333,0.6666666667,1,0,0.52,0.42,0.63
41,4,0.8,0.8333333333,1,0.6,1,0.8333333333,0.8333333333,0.6666666667,1,0,0.54,0.56,0.68
41,5,0.8,0.8333333333,0.8,0.4,1,0.8333333333,0.8333333333,0.5,1,0,0.52,0.66,0.66
41,6,0.2,0.3333333333,0.4,0.2,0.4,0.3333333333,0.5,0.5,1,4,0.55,0.57,0.52
41,7,0.2,0.3333333333,0.6,0.6,0.4,0.6666666667,0.6666666667,0.6666666667,2,4,0.64,0.53,0.51
41,8,0.2,0.5,0.2,0.2,0.2,0.5,0.5,0.5,2,5,0.52,0.44,0.58
41,9,0.2,0.3333333333,0.8,0.2,0.8,0.5,0.6666666667,0.5,5,4,0.46,0.73,0.64
41,10,1,0.8333333333,1,0.4,1,1,1,0.8333333333,1,0,0.53,0.36,0.73
41,11,0.8,1,1,0.6,1,1,1,0.8333333333,1,0,0.59,0.44,0.82
41,12,1,1,1,0.6,1,1,1,0.8333333333,0,0,0.61,0.71,0.78
41,13,0.8,0.8333333333,1,0.8,1,0.8333333333,0.6666666667,0.6666666667,1,4,0.48,0.86,0.46
41,14,0.8,0.6666666667,1,0.8,1,0.8333333333,0.6666666667,0.6666666667,1,4,0.49,0.71,0.43
41,15,0.8,0.6666666667,1,0.6,0.8,0.6666666667,0.8333333333,0.5,1,4,0.49,0.5,0.48
41,16,0.8,0.8333333333,1,0.8,0.8,0.8333333333,0.8333333333,0.5,1,0,0.51,0.46,0.43
41,17,0.8,0.8333333333,1,0.6,1,0.8333333333,0.8333333333,0.5,1,4,0.55,0.29,0.58
41,18,0.4,0.3333333333,0.6,0.2,0.2,0.3333333333,0.3333333333,0.1666666667,1,0,0.43,0.07,0.51
41,19,0.2,0.3333333333,0.6,0,0.2,0.3333333333,0.3333333333,0.1666666667,1,4,0.45,-0.56,0.48
41,20,0.4,0.6666666667,1,0.2,0.6,0.6666666667,0.6666666667,0.3333333333,2,4,0.52,0.14,0.43
41,21,0.2,0.3333333333,0.4,0.2,0.4,0.6666666667,0.5,0.1666666667,1,4,0.43,-0.23,0.42
41,22,0,0.1666666667,0.2,0.2,0.2,0.1666666667,0.1666666667,0.3333333333,1,0,0.42,0.9,0.41
41,23,0,0.1666666667,0.2,0.2,0,0.1666666667,0.1666666667,0.3333333333,5,9,0.4,0.91,0.43
41,24,0,0.1666666667,0.2,0,0.2,0.1666666667,0.1666666667,0.3333333333,2,7,0.44,0.91,0.44
41,25,0,0.1666666667,0.2,0.2,0,0.1666666667,0.1666666667,0.3333333333,4,7,0.39,0.98,0.46
42,0,1,1,1,0.8888888889,1,1,1,0.6666666667,0,4,0.61,0.89,0.72
42,1,0.7777777778,1,0.8888888889,0.7777777778,1,0.8888888889,0.8888888889,0.5555555556,0,1,0.63,1.25,0.68
42,2,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.77777778,0.7777777778,0.7777777778,0.6666666667,1,4,0.61,0.6,0.58
42,3,0.7777777778,0.7777777778,0.7777777778,0.6666666667,0.77777778,0.7777777778,0.7777777778,0.6666666667,1,2,0.65,0.68,0.6
42,4,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.77777778,0.7777777778,0.7777777778,0.6666666667,1,0,0.56,0.88,0.62
42,5,0.2222222222,0.5555555556,0.2222222222,0.5555555556,0.33333333,0.5555555556,0.4444444444,0.3333333333,5,9,0.26,1.32,0.29
42,6,0.3333333333,0.5555555556,0.3333333333,0.2222222222,0.44444444,0.5555555556,0.5555555556,0.4444444444,5,9,0.3,0.76,0.26
42,7,0.2222222222,0.5555555556,0.3333333333,0.3333333333,0.44444444,0.6666666667,0.4444444444,0.5555555556,4,9,0.21,0.83,0.31
42,8,0.4444444444,0.5555555556,0.3333333333,0.5555555556,0.44444444,0.6666666667,0.4444444444,0.4444444444,5,9,0.24,0.78,0.26
42,9,0.3333333333,0.5555555556,0.3333333333,0.4444444444,0.44444444,0.5555555556,0.4444444444,0.4444444444,5,9,0.23,0.91,0.26
42,10,0.7777777778,0.7777777778,1,0.8888888889,1,1,1,0.8888888889,0,7,0.61,0.71,0.62
42,11,1,1,1,0.6666666667,1,1,1,0.5555555556,0,0,0.66,0.35,0.67
42,12,0.8888888889,0.7777777778,1,0.8888888889,1,1,1,0.8888888889,1,0,0.68,0.7,0.67
42,13,0.3333333333,0.4444444444,0.2222222222,0.4444444444,0.22222222,0.3333333333,0.3333333333,0.4444444444,4,7,0.42,0.62,0.39
42,14,0.2222222222,0.3333333333,0.2222222222,0.4444444444,0.33333333,0.3333333333,0.4444444444,0.5555555556,3,9,0.45,0.72,0.43
42,15,0.2222222222,0.4444444444,0.3333333333,0.3333333333,0.44444444,0.3333333333,0.4444444444,0.5555555556,2,5,0.56,0.17,0.39
42,16,0.2222222222,0.2222222222,0.2222222222,0.5555555556,0.33333333,0.4444444444,0.4444444444,0.5555555556,4,4,0.5,0.55,0.41
42,17,0.2222222222,0.3333333333,0.2222222222,0.4444444444,0.22222222,0.6666666667,0.4444444444,0.3333333333,2,6,0.49,0.01,0.45
43,0,1,1,1,1,1,1,1,1,0,0,0.55,0.36,0.75
43,1,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.66666667,0.6666666667,0.6666666667,0.6666666667,0,4,0.38,-0.1,0.49
43,2,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.66666667,0.6666666667,0.6666666667,0.3333333333,1,4,0.54,0.25,0.34
43,3,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.66666667,1,0.6666666667,0.6666666667,1,3,0.48,0.25,0.55
43,4,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.66666667,0.6666666667,0.6666666667,0.6666666667,1,0,0.47,0.44,0.55
43,5,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.3333333333,1,4,0.29,-0.46,0.38
44,0,0.8333333333,0.8571428571,0.8333333333,1,1,0.8571428571,0.8571428571,0.4285714286,0,0,0.71,0.46,0.69
44,1,0.6666666667,0.5714285714,0.8333333333,1,0.83333333,0.7142857143,0.7142857143,0.4285714286,1,5,0.55,0.8,0.5
44,2,0.6666666667,0.7142857143,0.6666666667,0.8333333333,0.83333333,0.7142857143,0.7142857143,0.5714285714,0,1,0.38,0.55,0.67
44,3,0.6666666667,0.7142857143,0.8333333333,0.6666666667,0.83333333,0.8571428571,0.7142857143,0.4285714286,0,0,0.55,0.24,0.64
44,4,0.6666666667,0.7142857143,0.8333333333,0.3333333333,0.83333333,0.8571428571,0.8571428571,0.4285714286,0,0,0.49,-0.07,0.61
44,5,0.8333333333,0.8571428571,0.8333333333,0.8333333333,0.83333333,0.8571428571,0.8571428571,0.4285714286,0,1,0.58,0.97,0.6
44,6,0.1666666667,0.5714285714,0.6666666667,0.3333333333,1,0.8571428571,0.7142857143,0.2857142857,5,9,0.53,-0.15,0.58
44,7,0.3333333333,0.5714285714,0.5,0.6666666667,0.5,0.7142857143,0.5714285714,0.4285714286,2,4,0.53,0,0.64
44,8,0.3333333333,0.5714285714,0.8333333333,0.5,0.33333333,0.5714285714,0.8571428571,0.4285714286,1,0,0.53,-0.05,0.56
44,9,0.1666666667,0.7142857143,0.5,0,0.5,0.4285714286,0.5714285714,0.1428571429,1,0,0.41,0.05,0.51
45,0,0.2,0.6666666667,0.8,0.8,0.6,0.8333333333,0.6666666667,1,0,0,0.71,0.23,0.69
45,1,0.4,0.6666666667,0.6,1,1,1,0.5,0.8333333333,0,0,0.72,0.29,0.72
45,2,0.8,0.6666666667,1,0.6,0.6,0.8333333333,0.8333333333,0.6666666667,0,4,0.66,-0.03,0.63
45,3,0.4,0.5,0.8,0.6,1,0.8333333333,0.5,1,0,3,0.75,0.3,0.76
45,4,0.6,0.8333333333,0.8,0.6,1,1,0.5,0.8333333333,0,1,0.67,0.16,0.71
45,5,0.2,0.6666666667,0.8,1,0.8,0.8333333333,0.6666666667,1,0,1,0.68,0.32,0.68
45,6,0.4,0.1666666667,0.4,0.6,0.8,0.3333333333,0.5,0.6666666667,5,9,0.39,0.56,0.25
45,7,0.4,0.5,0.4,0.4,0.2,0.5,0.5,0.6666666667,5,9,0.28,-0.34,0.27
45,8,0.4,0.3333333333,0.4,0.2,0.6,0.5,0.5,0.5,4,0,0.38,-0.07,0.32
45,9,0.4,0.5,0.4,0.2,0.6,0.5,0.5,0.6666666667,5,4,0.29,-0.03,0.28
45,10,0.2,0.3333333333,0.4,0.6,0.4,0.5,0.3333333333,0.3333333333,5,9,0.25,0.18,0.22
46,0,1,1,1,0.6,1,1,1,0.625,0,1,0.63,-0.28,0.76
46,1,0.6,0.875,1,0.8,0.8,0.875,0.875,0.625,0,1,0.6,0.34,0.67
46,2,0.4,0.625,0.6,0.8,0.6,0.75,0.875,0.75,5,4,0.61,0.07,0.65
46,3,0.6,0.875,1,0.8,0.8,0.875,0.875,0.75,0,0,0.63,0.26,0.69
46,4,0.6,0.875,1,0.8,1,0.875,0.875,0.75,0,0,0.62,0.48,0.7
46,5,0.4,0.75,1,0.8,0.8,0.875,0.875,0.75,0,0,0.62,0.25,0.63
46,6,0.6,0.875,1,0.4,0.6,1,1,0.75,0,1,0.65,-0.19,0.71
46,7,0.6,0.875,1,0.6,1,1,1,0.625,0,1,0.65,-0.17,0.58
46,8,0.6,0.875,0.8,0.6,1,1,0.875,0.625,0,0,0.66,-0.16,0.64
46,9,0.6,0.875,1,0.4,1,1,0.875,0.625,1,2,0.63,-0.23,0.63
46,10,0.6,0.875,1,0.6,1,1,1,0.625,1,0,0.62,-0.43,0.67
46,11,0.4,0.625,0.8,0.6,0.4,0.75,0.625,0.375,5,4,0.58,-0.18,0.63
46,12,0.6,0.875,0.6,0.6,0.6,0.875,0.875,0.75,3,9,0.6,-0.18,0.6
46,13,0.4,0.625,1,0.4,0.6,0.75,1,0.5,5,5,0.6,-0.19,0.58
46,14,0.4,0.75,0.6,0.6,0.8,1,0.875,0.75,4,9,0.5,0.44,0.54
46,15,0.8,1,1,0.6,1,1,1,0.375,0,0,0.66,0.41,0.75
46,16,0.8,1,1,0.6,1,1,1,0.625,0,0,0.56,-0.08,0.48
46,17,0.6,0.875,0.8,0.6,1,1,0.875,0.625,0,2,0.66,-0.04,0.66
46,18,0.8,1,1,0.6,1,1,1,0.625,0,0,0.61,0.09,0.69
46,19,0.6,0.75,1,0.8,1,1,1,0.75,0,1,0.58,-0.01,0.69
46,20,0.4,0.5,0.6,0.8,0.6,0.625,0.75,1,5,9,0.55,0.49,0.52
46,21,0.2,0.5,0.4,0.8,0.6,0.625,0.625,1,4,4,0.55,0.69,0.51
46,22,0.2,0.5,0.2,0.6,0.4,0.5,0.5,1,4,6,0.49,0.12,0.52
46,23,0.2,0.5,0.2,0.8,0.6,0.5,0.5,0.875,5,0,0.51,0.19,0.49
46,24,0.2,0.5,0.8,0.8,0.4,0.625,0.625,0.75,1,0,0.53,-0.01,0.56
46,25,0.2,0.5,0.2,0.4,0.2,0.5,0.5,0.625,5,4,0.37,-0.36,0.3
47,0,0.5,0.8,0.75,0.75,0.5,0.6,0.8,0.8,1,7,0.66,-0.23,0.75
47,1,0.25,0.6,0.25,0.25,0.5,0.6,0.6,0.2,1,3,0.66,-0.04,0.72
47,2,0.25,0.2,0.5,0.25,0.5,0.4,0,0.4,2,9,0.55,-0.55,0.48
47,3,0.25,0.2,0.5,0.25,0.5,0.4,0,0.2,2,9,0.5,-0.6,0.47
47,4,0.25,0.2,0.5,0,0.5,0.4,0.2,0.2,2,4,0.56,-0.38,0.48
47,5,0.25,0.2,0.5,0,0.5,0.2,0.2,0.2,1,4,0.49,-0.5,0.46
47,6,0.25,0.2,0.5,0.5,0.5,0.2,0.2,0.2,2,4,0.58,-0.54,0.49
48,0,1,1,1,0.6,1,1,1,0.625,0,2,0.71,0.14,0.81
48,1,0.6,0.625,0.6,0.6,0.6,0.375,0.625,0.375,3,7,0.39,0.59,0.45
48,2,0.6,0.625,0.6,0.6,0.6,0.5,0.625,0.375,2,4,0.32,0.7,0.4
48,3,0.6,0.5,0.6,0.6,0.6,0.625,0.625,0.25,2,6,0.4,0.39,0.51
48,4,0.6,0.5,0.6,0.6,0.6,0.625,0.625,0.375,2,6,0.47,0.87,0.44
48,5,0.6,0.5,0.6,0.2,0.8,0.75,0.625,0.25,0,1,0.58,-0.46,0.7
48,6,0.6,0.75,0.6,0.2,0.6,0.75,0.75,0.5,1,2,0.54,0.17,0.69
48,7,1,0.75,1,0.6,0.8,0.75,0.75,0.375,1,0,0.53,0.41,0.67
48,8,0.2,0.375,0.2,0.2,0.4,0.25,0.5,0.25,3,7,0.23,1.1,0.28
48,9,0.4,0.5,0.4,0,0.4,0.5,0.375,0.375,1,7,0.41,0.05,0.51
48,10,0.4,0.5,0.4,0.2,0.4,0.625,0.5,0.375,1,0,0.39,0.09,0.52
48,11,0.4,0.5,0.4,0,0.6,0.625,0.5,0.25,2,4,0.47,0.37,0.52
48,12,0.4,0.625,0.4,0,0.4,0.625,0.5,0.375,1,0,0.39,0.49,0.51
48,13,0.4,0.5,0.4,0,0.6,0.375,0.375,0.5,3,6,0.36,-0.07,0.53
48,14,0.2,0.375,0.2,0,0.2,0.25,0.375,0.125,2,9,0.21,-0.33,0.1
48,15,0.2,0.375,0.2,0.4,0.6,0.375,0.375,0.125,3,9,0.15,0.1,0.14
48,16,0.6,0.375,0.6,0.4,0.4,0.125,0.5,0,3,9,0.27,-0.27,0.22
49,0,1,1,1,0.75,0.75,1,1,0.4,0,0,0.74,0.19,0.75
49,1,0.5,0.6,0.5,0.25,0.5,0.6,0.6,0.4,1,0,0.4,-0.05,0.49
49,2,0.5,0.6,0.5,0.75,0.5,0.6,0.6,0.6,1,0,0.39,0.83,0.53
49,3,0.5,0.6,0.5,0.75,0.5,0.6,0.8,0.6,1,0,0.42,0.58,0.54
49,4,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.4,1,0,0.41,0.03,0.51
49,5,0.25,0.4,0.25,0.25,0.25,0.6,0.2,0.4,1,4,0.37,0.22,0.36
49,6,0.25,0.2,0.25,0.5,0.25,0.6,0.2,0.2,2,4,0.42,0.35,0.42
49,7,0.25,0.2,0.25,0.25,0.25,0.4,0.2,0.2,2,5,0.39,0.45,0.46
49,8,0.25,0.2,0.25,0.25,0.25,0.6,0.2,0.4,1,0,0.34,0.2,0.39
49,9,0.25,0.2,0.25,0.25,0.5,0.6,0.2,0.2,2,4,0.41,0.32,0.49
50,0,1,1,1,0.75,1,1,1,0.5,2,3,0.75,-0.54,0.79
50,1,1,1,1,0.375,1,1,1,0.6,1,5,0.7,-0.48,0.83
50,2,1,1,1,0.625,1,1,1,0.5,1,0,0.83,-0.52,0.79
50,3,1,1,1,0.625,1,1,1,0.5,1,2,0.74,-0.59,0.83
50,4,1,1,1,0.75,1,1,1,0.8,1,2,0.7,-0.13,0.77
50,5,1,0.9,1,0.625,1,1,0.9,0.5,1,2,0.66,-0.23,0.77
50,6,0.75,0.8,0.75,0.625,0.75,0.8,0.7,0.5,2,4,0.61,-0.88,0.74
50,7,0.75,0.8,0.75,0.875,0.75,0.7,0.7,0.7,1,4,0.64,-0.81,0.68
50,8,0.75,0.7,0.75,0.5,0.75,1,0.6,0.5,1,5,0.65,-0.15,0.69
50,9,1,1,1,0.5,1,1,1,0.4,0,2,0.73,-0.36,0.86
50,10,1,1,1,0.75,1,1,1,0.5,2,7,0.64,-0.2,0.66
50,11,1,1,1,0.75,1,1,1,0.7,1,6,0.56,-0.11,0.6
50,12,0.625,0.6,0.75,0.5,0.75,0.7,0.7,0.4,1,6,0.59,-0.04,0.62
50,13,0.875,0.8,0.875,0.5,0.875,0.8,0.8,0.5,1,2,0.68,-0.07,0.64
50,14,0.625,0.6,0.75,0.75,0.75,0.7,0.7,0.8,2,9,0.49,0.25,0.52
50,15,0.5,0.7,0.625,0.75,0.75,0.8,0.7,0.6,1,0,0.58,0.11,0.53
50,16,0.75,0.7,0.75,0.75,0.875,0.8,0.7,0.5,1,2,0.62,0.05,0.56
50,17,0.75,0.8,0.75,0.5,0.75,0.8,0.7,0.5,2,7,0.59,-0.98,0.72
50,18,0.75,0.7,0.75,0.875,0.75,0.9,0.7,0.6,2,4,0.59,-0.76,0.7
50,19,0.625,0.8,0.875,0.75,0.75,0.9,0.8,0.8,2,6,0.62,-0.58,0.67
50,20,0.5,0.7,0.75,0.625,0.875,0.8,0.7,0.7,2,5,0.6,-0.27,0.63
50,21,0.875,0.7,0.875,0.5,0.875,0.6,0.8,0.6,3,8,0.43,-0.34,0.52
50,22,0.75,0.8,0.75,0.5,1,0.9,0.8,0.4,1,3,0.48,-0.6,0.6
50,23,0.75,0.8,0.875,0.625,0.75,0.8,0.7,0.4,2,4,0.58,-0.09,0.76
50,24,0.75,0.8,0.75,0.75,0.75,0.9,0.7,0.7,1,3,0.66,-0.48,0.7
50,25,0.75,0.8,0.75,0.75,0.75,0.7,0.7,0.6,1,4,0.5,-0.31,0.56
50,26,0.75,0.8,0.875,0.75,0.875,0.8,0.9,0.7,2,4,0.64,0.09,0.61
50,27,0.625,0.7,0.625,0.75,0.75,0.9,0.6,0.6,3,6,0.46,-0.03,0.59
50,28,0.875,0.8,0.875,0.5,0.875,0.8,0.8,0.4,1,4,0.67,-0.3,0.63
50,29,0.75,0.6,0.75,0.5,0.75,0.7,0.7,0.6,2,6,0.63,-0.06,0.57
50,30,0.75,0.7,0.75,0.625,0.5,0.7,0.8,0.6,3,9,0.6,-0.14,0.59
50,31,0.75,0.6,0.75,0.625,0.75,0.8,0.7,0.5,1,1,0.59,-0.05,0.55
50,32,0.625,0.6,0.75,0.875,0.5,0.7,0.6,0.5,2,6,0.54,0.07,0.54
50,33,0.375,0.5,0.5,0.875,0.375,0.6,0.4,0.6,2,8,0.48,0.06,0.43
50,34,0.5,0.5,0.625,0.625,0.625,0.7,0.4,0.5,2,5,0.52,0.16,0.5
50,35,0.5,0.5,0.5,0.625,0.5,0.6,0.4,0.6,2,6,0.48,0.15,0.48
50,36,0.375,0.4,0.5,0.625,0.375,0.6,0.4,0.4,3,7,0.42,-0.6,0.4
50,37,0.5,0.7,0.625,0.75,0.5,0.7,0.7,0.7,2,5,0.52,-0.3,0.44
50,38,0.75,0.7,0.75,0.875,0.625,0.7,0.6,0.6,1,5,0.4,0.14,0.41
50,39,0.625,0.7,0.75,0.875,0.875,0.8,0.7,0.6,1,3,0.55,0.71,0.52
50,40,0.625,0.6,0.75,0.875,0.5,0.7,0.7,0.6,3,7,0.41,0.3,0.45
50,41,0.75,0.7,0.75,0.75,0.75,0.8,0.7,0.4,1,4,0.49,-0.19,0.45
50,42,0.75,0.7,0.75,0.875,0.875,0.7,0.7,0.6,1,0,0.45,-0.02,0.43
50,43,0.375,0.4,0.5,0.75,0.5,0.5,0.4,0.6,3,3,0.44,-0.03,0.43
50,44,0.375,0.4,0.375,0.375,0.375,0.5,0.4,0.6,3,4,0.42,-0.06,0.38
50,45,0.25,0.3,0.25,0.5,0.625,0.4,0.4,0.6,2,9,0.43,0.05,0.38
50,46,0.25,0.3,0.25,0.625,0.5,0.5,0.4,0.5,3,8,0.45,-0.21,0.39
50,47,0.375,0.4,0.25,0.625,0.25,0.5,0.4,0.5,3,9,0.39,-0.07,0.41
50,48,0.125,0.4,0.5,0.75,0.375,0.4,0.4,0.4,3,9,0.26,0.37,0.26
50,49,0.125,0.2,0.25,0.375,0.25,0.3,0.2,0.3,3,9,0.28,0.37,0.23
50,50,0.375,0.3,0.375,0.5,0.375,0.4,0.3,0.3,3,9,0.26,-0.11,0.26
50,51,0.25,0.2,0.125,0.75,0.375,0.4,0.2,0.6,3,9,0.26,-0.05,0.26
50,52,0.375,0.4,0.5,0.75,0.5,0.4,0.3,0.6,3,4,0.39,0.19,0.29
50,53,0.375,0.3,0.375,0.75,0.625,0.5,0.3,0.7,2,4,0.36,0.86,0.25
50,54,0.375,0.3,0.375,0.5,0.5,0.4,0.3,0.6,2,3,0.3,0.2,0.29
50,55,0.5,0.3,0.5,0.625,0.5,0.6,0.4,0.5,3,6,0.35,0.52,0.3
50,56,0.5,0.4,0.5,0.75,0.5,0.6,0.4,0.7,1,4,0.38,0.53,0.32
50,57,0.25,0.3,0.25,0.125,0.25,0.4,0.3,0.2,4,4,0.4,0.08,0.4
50,58,0.25,0.3,0.25,0.125,0.25,0.5,0.3,0.3,3,7,0.33,-0.2,0.41
50,59,0.25,0.2,0.25,0.5,0.625,0.5,0.2,0.3,4,7,0.21,-0.12,0.29
50,60,0.25,0.3,0.25,0.25,0.375,0.5,0.3,0.3,3,4,0.28,0,0.44
51,0,1,1,1,0.4,1,0.8333333333,1,0.3333333333,1,0,0.58,-0.4,0.69
51,1,0.4,0.3333333333,0.6,0.6,0.8,0.6666666667,0.3333333333,0.1666666667,3,7,0.33,0.38,0.46
51,2,0.4,0.5,0.6,0.2,0.8,0.6666666667,0.5,0.1666666667,3,4,0.42,0.21,0.53
51,3,0.6,0.6666666667,0.6,0.2,0.8,0.6666666667,0.5,0.1666666667,5,4,0.32,0.21,0.45
