id,image_id,blip1_dsg,fuyu_dsg,instruct_blip_dsg,llava-alt_dsg,llava_dsg,mplug_dsg,blip1_tifa,fuyu_tifa,instruct_blip_tifa,llava-alt_tifa,llava_tifa,mplug_tifa,alignscore,blipscore,clipscore,gpt4v_tifa,gpt4v_dsg
42,15,0.666666667,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333,0.555555556,0.555555556,0.333333333,0.444444444,0.444444444,0.333333333,0.39,0.17,0.56,0.111111111,0.222222222
42,16,0.222222222,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333,0.333333333,0.555555556,0.333333333,0.444444444,0.222222222,0.444444444,0.41,0.55,0.5,0.111111111,0.222222222
42,17,0.333333333,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.555555556,0.333333333,0.222222222,0.444444444,0.333333333,0.666666667,0.45,0.01,0.49,0.111111111,0.222222222
43,0,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.36,0.55,0.666666667,1
43,1,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.49,-0.1,0.38,0.333333333,0.333333333
43,2,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.34,0.25,0.54,0.333333333,0.333333333
43,3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,0.55,0.25,0.48,0.333333333,0.333333333
43,4,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.55,0.44,0.47,0.333333333,0.333333333
43,5,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.38,-0.46,0.29,0.333333333,0.333333333
44,0,1,1,1,0.5,0.5,1,1,0.428571429,1,0.857142857,0.857142857,0.857142857,0.69,0.46,0.71,0.571428571,0.5
44,1,0.5,1,0.666666667,0.833333333,0.333333333,0.833333333,0.714285714,0.428571429,0.714285714,0.714285714,0.571428571,0.714285714,0.5,0.8,0.55,0.428571429,0.333333333
44,2,0.5,0.833333333,0.666666667,0.333333333,0.333333333,0.833333333,0.714285714,0.571428571,0.857142857,0.714285714,0.714285714,0.714285714,0.67,0.55,0.38,0.428571429,0.333333333
44,3,0.833333333,0.333333333,0.833333333,0.833333333,0.333333333,0.833333333,0.857142857,0.428571429,0.857142857,0.714285714,0.714285714,0.857142857,0.64,0.24,0.55,0.428571429,0.333333333
44,4,0.833333333,0.333333333,0.833333333,0.833333333,0.333333333,0.833333333,0.857142857,0.428571429,0.857142857,0.857142857,0.714285714,0.857142857,0.61,-0.07,0.49,0.571428571,0.833333333
44,5,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.714285714,0.428571429,0.857142857,0.857142857,0.857142857,0.857142857,0.6,0.97,0.58,0.571428571,0.333333333
44,6,0.5,0.333333333,0.166666667,0.5,0,1,0.714285714,0.285714286,0.428571429,0.714285714,0.571428571,0.857142857,0.58,-0.15,0.53,0.428571429,0.333333333
44,7,0.666666667,0.666666667,0.166666667,0.333333333,0.166666667,0.333333333,0.857142857,0.428571429,0.571428571,0.571428571,0.571428571,0.714285714,0.64,0,0.53,0.428571429,0.333333333
44,8,0.5,0.5,0.833333333,0.666666667,0.166666667,0.166666667,0.571428571,0.428571429,0.714285714,0.857142857,0.571428571,0.571428571,0.56,-0.05,0.53,0.285714286,0.333333333
44,9,0.5,0,0.166666667,0.166666667,0,0.166666667,0.571428571,0.142857143,0.428571429,0.571428571,0.714285714,0.428571429,0.51,0.05,0.41,0.142857143,0.166666667
45,0,1,0.8,0.2,0.8,0.2,0.2,0.833333333,1,0.666666667,0.666666667,0.666666667,0.833333333,0.69,0.23,0.71,0.5,0.2
45,1,0.2,1,0.2,0.2,0.2,1,0.833333333,0.833333333,1,0.5,0.666666667,1,0.72,0.29,0.72,0.5,0.2
45,2,0.2,0,0.6,1,0.8,0.2,0.666666667,0.666666667,0.5,0.833333333,0.666666667,0.833333333,0.63,-0.03,0.66,0.333333333,0.2
45,3,1,0.2,0.2,0.8,0.2,1,0.833333333,1,0.666666667,0.5,0.5,0.833333333,0.76,0.3,0.75,0.5,0.2
45,4,1,0,0.2,0.8,0.6,1,0.833333333,0.833333333,0.833333333,0.5,0.833333333,1,0.71,0.16,0.67,0.5,0.2
45,5,0.8,1,0.2,0.8,0.2,0.8,0.666666667,1,0.666666667,0.666666667,0.666666667,0.833333333,0.68,0.32,0.68,0.333333333,0.2
45,6,0.2,0.6,0.2,0.2,0.2,0.2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,0.333333333,0.25,0.56,0.39,0.166666667,0.2
45,7,0.2,0.2,0.2,0.2,0.2,0.2,0.333333333,0.666666667,0.166666667,0.5,0.5,0.5,0.27,-0.34,0.28,0.166666667,0.2
45,8,0.2,0,0.2,0.2,0.2,0.2,0.333333333,0.5,0.166666667,0.5,0.333333333,0.5,0.32,-0.07,0.38,0.166666667,0.2
45,9,0.2,0,0.2,0.2,0.2,0.2,0.333333333,0.666666667,0.333333333,0.5,0.5,0.5,0.28,-0.03,0.29,0.166666667,0.2
45,10,0.2,0.2,0.2,0.2,0.2,0.2,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.22,0.18,0.25,0.166666667,0.2
46,0,1,0.4,1,1,1,1,1,0.625,0.875,1,1,1,0.76,-0.28,0.63,0.625,1
46,1,0.6,0.6,1,1,0.6,0.8,0.75,0.625,0.75,0.875,0.875,0.875,0.67,0.34,0.6,0.5,0.6
46,2,0.6,0.6,0.4,0.6,0.4,0.6,0.75,0.75,0.75,0.875,0.625,0.75,0.65,0.07,0.61,0.5,0.6
46,3,0.6,0.6,1,1,0.6,0.8,0.875,0.75,0.75,0.875,0.875,0.875,0.69,0.26,0.63,0.5,0.6
46,4,0.6,0.6,1,1,0.6,1,0.875,0.75,0.75,0.875,0.875,0.875,0.7,0.48,0.62,0.5,0.6
46,5,0.6,0.6,0.6,1,0.4,0.6,0.875,0.75,0.75,0.875,0.75,0.875,0.63,0.25,0.62,0.5,0.6
46,6,0.6,0,0.6,1,0.6,0.6,0.875,0.75,0.875,1,0.875,1,0.71,-0.19,0.65,0.5,0.6
46,7,1,0.4,0.6,1,0.6,1,1,0.625,0.75,1,0.875,1,0.58,-0.17,0.65,0.625,0.8
46,8,1,0.4,0.6,0.8,0.6,1,1,0.625,0.875,0.875,0.875,1,0.64,-0.16,0.66,0.625,1
46,9,1,0,0.6,1,0.6,1,1,0.625,0.875,0.875,0.875,1,0.63,-0.23,0.63,0.5,0.6
46,10,1,0.4,0.6,1,0.6,1,1,0.625,0.875,1,0.875,1,0.67,-0.43,0.62,0.5,0.6
46,11,0.4,0.2,0.4,0.8,0.4,0.4,0.5,0.375,0.625,0.625,0.625,0.75,0.63,-0.18,0.58,0.25,0.4
46,12,0.4,0.4,0.6,0.6,0.6,0.4,0.75,0.75,0.875,0.875,0.875,0.875,0.6,-0.18,0.6,0.625,1
46,13,1,0,0.6,1,0.4,0.4,1,0.5,0.75,1,0.625,0.75,0.58,-0.19,0.6,0.375,0.4
46,14,0.4,0.4,0.4,0.4,0.4,0.8,0.875,0.75,0.75,0.875,0.75,1,0.54,0.44,0.5,0.25,0.4
46,15,0.8,0.4,1,1,0.8,1,1,0.375,1,1,1,1,0.75,0.41,0.66,0.625,1
46,16,1,0.4,1,1,0.8,1,1,0.625,1,1,1,1,0.48,-0.08,0.56,0.625,1
46,17,1,0.4,0.8,0.8,0.6,1,1,0.625,0.875,0.875,0.875,1,0.66,-0.04,0.66,0.625,1
46,18,1,0.4,1,1,0.8,1,1,0.625,1,1,1,1,0.69,0.09,0.61,0.625,1
46,19,0.8,0.6,0.8,1,0.6,1,1,0.75,0.875,1,0.75,1,0.69,-0.01,0.58,0.375,0.8
46,20,0.4,0.6,0.4,0.6,0.4,0.6,0.5,1,0.625,0.75,0.5,0.625,0.52,0.49,0.55,0.125,0.2
46,21,0.2,0.6,0.4,0.4,0.2,0.6,0.375,1,0.5,0.625,0.5,0.625,0.51,0.69,0.55,0.125,0.2
46,22,0.2,0.4,0.4,0.2,0.2,0.4,0.375,1,0.5,0.5,0.5,0.5,0.52,0.12,0.49,0.125,0.2
46,23,0.2,0.6,0.4,0.2,0.2,0.6,0.375,0.875,0.5,0.5,0.5,0.5,0.49,0.19,0.51,0.125,0.2
46,24,0.2,0.6,0.4,0.8,0.2,0.4,0.375,0.75,0.5,0.625,0.5,0.625,0.56,-0.01,0.53,0.125,0.2
46,25,0.2,0.2,0.2,0.2,0.2,0.2,0.625,0.625,0.5,0.5,0.5,0.5,0.3,-0.36,0.37,0.125,0.2
47,0,0.75,0.75,0.75,0.75,0.5,0.5,0.6,0.8,0.8,0.8,0.8,0.6,0.75,-0.23,0.66,0.8,0.5
47,1,0.5,0.25,0.25,0.25,0.25,0.5,0.6,0.2,0.6,0.6,0.6,0.6,0.72,-0.04,0.66,0.4,0.25
47,2,0.25,0,0.25,0.25,0.25,0.25,0.4,0.4,0.2,0,0.2,0.4,0.48,-0.55,0.55,0,0.25
47,3,0.25,0,0.25,0.25,0.25,0.25,0,0.2,0,0,0.2,0.4,0.47,-0.6,0.5,0,0.25
47,4,0.25,0,0.25,0.25,0.25,0.25,0.2,0.2,0.2,0.2,0.2,0.4,0.48,-0.38,0.56,0,0.25
47,5,0.25,0,0.25,0.25,0.25,0.25,0.2,0.2,0,0.2,0.2,0.2,0.46,-0.5,0.49,0,0.25
47,6,0.25,0,0.25,0.25,0.25,0.25,0.4,0.2,0,0.2,0.2,0.2,0.49,-0.54,0.58,0,0.25
48,0,1,0.4,1,1,1,1,1,0.625,1,1,1,1,0.81,0.14,0.71,0.5,1
48,1,0.6,0.6,0.6,0.6,0.6,0.6,0.625,0.375,0.625,0.625,0.625,0.375,0.45,0.59,0.39,0.25,0.6
48,2,0.6,0.6,0.6,0.6,0.6,0.6,0.625,0.375,0.625,0.625,0.625,0.5,0.4,0.7,0.32,0.25,0.6
48,3,0.6,0.6,0.6,0.6,0.6,0.6,0.625,0.25,0.625,0.625,0.5,0.625,0.51,0.39,0.4,0.25,0.6
48,4,0.6,0.6,0.6,0.6,0.6,0.6,0.625,0.375,0.625,0.625,0.5,0.625,0.44,0.87,0.47,0.25,0.6
48,5,0.6,0.2,0.6,0.6,0.6,0.8,0.625,0.25,0.625,0.625,0.5,0.75,0.7,-0.46,0.58,0.375,0.6
48,6,0.6,0,0.6,0.6,0.6,0.6,0.625,0.5,0.75,0.75,0.75,0.75,0.69,0.17,0.54,0.375,0.6
48,7,0.6,0.2,1,1,1,0.8,0.625,0.375,0.625,0.75,0.75,0.75,0.67,0.41,0.53,0.375,0.6
48,8,0,0,0,0,0,0,0.375,0.25,0.375,0.5,0.375,0.25,0.28,1.1,0.23,0,0
48,9,0.4,0,0.4,0.4,0.4,0.4,0.5,0.375,0.5,0.375,0.5,0.5,0.51,0.05,0.41,0.25,0.4
48,10,0.4,0,0.4,0.4,0.4,0.4,0.625,0.375,0.625,0.5,0.5,0.625,0.52,0.09,0.39,0.25,0.4
48,11,0.4,0,0.4,0.4,0.4,0.4,0.625,0.25,0.625,0.5,0.5,0.625,0.52,0.37,0.47,0.25,0.4
48,12,0.4,0,0.4,0.4,0.4,0.4,0.625,0.375,0.625,0.5,0.625,0.625,0.51,0.49,0.39,0.25,0.4
48,13,0.4,0,0.2,0.4,0.4,0.4,0.5,0.5,0.375,0.375,0.5,0.375,0.53,-0.07,0.36,0.25,0.2
48,14,0.2,0,0.2,0.2,0.2,0.2,0.375,0.125,0.375,0.375,0.375,0.25,0.1,-0.33,0.21,0.125,0.2
48,15,0.2,0.4,0.2,0.2,0.2,0.6,0.25,0.125,0.375,0.375,0.375,0.375,0.14,0.1,0.15,0.25,0.2
48,16,0.6,0.4,0.6,0.6,0.6,0.2,0.5,0,0.625,0.5,0.375,0.125,0.22,-0.27,0.27,0.125,0.2
49,0,0.75,0.75,1,1,1,0.75,1,0.4,1,1,1,1,0.75,0.19,0.74,0.8,1
49,1,0.5,0.25,0.5,0.5,0.5,0.5,0.6,0.4,0.6,0.6,0.6,0.6,0.49,-0.05,0.4,0.4,0.5
49,2,0.5,0.75,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.53,0.83,0.39,0.4,0.5
49,3,0.5,0.75,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.8,0.6,0.6,0.54,0.58,0.42,0.4,0.5
49,4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.4,0.6,0.6,0.6,0.6,0.51,0.03,0.41,0.4,0.5
49,5,0,0,0.25,0.25,0.25,0.25,0.2,0.4,0.6,0.2,0.4,0.6,0.36,0.22,0.37,0.2,0.25
49,6,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.2,0.6,0.2,0.2,0.6,0.42,0.35,0.42,0.2,0.25
49,7,0.25,0,0.25,0.25,0.25,0.25,0.4,0.2,0.4,0.2,0.2,0.4,0.46,0.45,0.39,0.2,0.25
49,8,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.2,0.2,0.6,0.39,0.2,0.34,0.2,0.25
49,9,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.2,0.4,0.2,0.2,0.6,0.49,0.32,0.41,0.2,0.25
50,0,1,0.75,1,1,1,1,1,0.5,0.9,1,1,1,0.79,-0.54,0.75,0.6,1
50,1,1,0.125,1,1,1,1,1,0.6,0.9,1,1,1,0.83,-0.48,0.7,0.6,1
50,2,1,0.375,1,1,1,1,1,0.5,0.9,1,1,1,0.79,-0.52,0.83,0.6,1
50,3,1,0,1,1,1,1,1,0.5,0.9,1,1,1,0.83,-0.59,0.74,0.6,1
50,4,1,0.625,1,1,1,1,1,0.8,0.9,1,1,1,0.77,-0.13,0.7,0.6,1
50,5,1,0,1,1,1,1,1,0.5,0.8,0.9,0.9,1,0.77,-0.23,0.66,0.6,0.875
50,6,0.75,0.375,0.75,0.75,0.75,0.75,0.9,0.5,0.8,0.7,0.8,0.8,0.74,-0.88,0.61,0.5,0.75
50,7,0.75,0.75,0.75,0.75,0.75,0.75,0.9,0.7,0.8,0.7,0.8,0.7,0.68,-0.81,0.64,0.5,0.75
50,8,0.75,0,0.75,0.75,0.75,0.75,0.8,0.5,0.8,0.6,0.7,1,0.69,-0.15,0.65,0.5,0.75
50,9,1,0.375,1,1,1,1,1,0.4,0.9,1,1,1,0.86,-0.36,0.73,0.6,1
50,10,1,0,1,1,1,1,1,0.5,0.9,1,1,1,0.66,-0.2,0.64,0.6,1
50,11,1,0.625,1,1,1,1,1,0.7,0.9,1,1,1,0.6,-0.11,0.56,0.6,1
50,12,0,0,0,0,0,0,0.8,0.4,0.7,0.7,0.6,0.7,0.62,-0.04,0.59,0.4,0
50,13,0.875,0.25,0.875,0.875,0.875,0.875,0.8,0.5,0.7,0.8,0.8,0.8,0.64,-0.07,0.68,0.5,0.875
50,14,0,0.625,0,0,0,0,0.7,0.8,0.6,0.7,0.6,0.7,0.52,0.25,0.49,0.4,0
50,15,0.875,0,0,0,0,0,0.9,0.6,0.7,0.7,0.7,0.8,0.53,0.11,0.58,0.4,0
50,16,0.875,0.625,0.875,0,0,0.875,0.9,0.5,0.8,0.7,0.7,0.8,0.56,0.05,0.62,0.4,0
50,17,0.75,0,0.75,0.75,0.75,0.75,0.9,0.5,0.8,0.7,0.8,0.8,0.72,-0.98,0.59,0.5,0.75
50,18,0.75,0.75,0.75,0.75,0.75,0.75,0.9,0.6,0.8,0.7,0.7,0.9,0.7,-0.76,0.59,0.5,0.75
50,19,0.75,0.625,0.75,0.75,0,0.75,0.9,0.8,0.8,0.8,0.8,0.9,0.67,-0.58,0.62,0.5,0.75
50,20,0.75,0,0.75,0.75,0.5,0.75,0.9,0.7,0.8,0.7,0.7,0.8,0.63,-0.27,0.6,0.5,0.625
50,21,0.5,0.25,0.625,0.75,0.75,0.75,0.4,0.6,0.5,0.8,0.7,0.6,0.52,-0.34,0.43,0.4,0.75
50,22,0.875,0,1,0.75,0.75,1,1,0.4,0.8,0.8,0.8,0.9,0.6,-0.6,0.48,0.6,0.875
50,23,0.75,0.375,0.75,0.75,0,0.75,0.8,0.4,0.7,0.7,0.8,0.8,0.76,-0.09,0.58,0.5,0.75
50,24,0.75,0,0.75,0.75,0.75,0.75,0.8,0.7,0.8,0.7,0.8,0.9,0.7,-0.48,0.66,0.5,0.75
50,25,0.75,0.5,0.5,0.75,0.75,0.5,0.7,0.6,0.6,0.7,0.8,0.7,0.56,-0.31,0.5,0.5,0.75
50,26,0.75,0.625,0.75,0.75,0.75,0.75,0.9,0.7,0.8,0.9,0.8,0.8,0.61,0.09,0.64,0.5,0.75
50,27,0.75,0.5,0.75,0.625,0.5,0.75,0.9,0.6,0.8,0.6,0.7,0.9,0.59,-0.03,0.46,0.5,0.75
50,28,0.875,0.375,0.875,0.875,0.875,0.875,0.8,0.4,0.7,0.8,0.8,0.8,0.63,-0.3,0.67,0.5,0.875
50,29,0.875,0,0.875,0,0,0,0.8,0.6,0.8,0.7,0.6,0.7,0.57,-0.06,0.63,0.4,0
50,30,0,0,0.875,0,0,0,0.7,0.6,0.7,0.8,0.7,0.7,0.59,-0.14,0.6,0.5,0.875
50,31,0.875,0.375,0.875,0,0,0,0.9,0.5,0.8,0.7,0.6,0.8,0.55,-0.05,0.59,0.4,0
50,32,0,0.875,0,0,0,0,0.7,0.5,0.6,0.6,0.6,0.7,0.54,0.07,0.54,0.3,0
50,33,0,0.75,0,0,0,0,0.6,0.6,0.4,0.4,0.5,0.6,0.43,0.06,0.48,0.2,0
50,34,0,0,0.625,0.625,0,0.625,0.5,0.5,0.6,0.4,0.5,0.7,0.5,0.16,0.52,0.3,0
50,35,0,0.625,0,0,0,0,0.6,0.6,0.5,0.4,0.5,0.6,0.48,0.15,0.48,0.2,0
50,36,0,0,0,0,0,0,0.5,0.4,0.5,0.4,0.4,0.6,0.4,-0.6,0.42,0.4,0.5
50,37,0,0.625,0.75,0,0,0,0.8,0.7,0.8,0.7,0.7,0.7,0.44,-0.3,0.52,0.2,0
50,38,0,0.875,0,0,0,0,0.7,0.6,0.6,0.6,0.7,0.7,0.41,0.14,0.4,0.4,0
50,39,0.875,0.875,0.875,0,0,0.875,0.9,0.6,0.8,0.7,0.7,0.8,0.52,0.71,0.55,0.4,0
50,40,0,0.875,0,0,0,0,0.7,0.6,0.7,0.7,0.6,0.7,0.45,0.3,0.41,0.4,0
50,41,0.875,0.625,0,0,0,0,0.8,0.4,0.7,0.7,0.7,0.8,0.45,-0.19,0.49,0.4,0
50,42,0.875,0.875,0.875,0,0,0.875,0.8,0.6,0.7,0.7,0.7,0.7,0.43,-0.02,0.45,0.5,0
50,43,0,0.625,0,0,0,0,0.5,0.6,0.5,0.4,0.4,0.5,0.43,-0.03,0.44,0.3,0
50,44,0,0,0,0,0,0,0.5,0.6,0.6,0.4,0.4,0.5,0.38,-0.06,0.42,0.2,0
50,45,0,0,0,0,0,0,0.7,0.6,0.6,0.4,0.3,0.4,0.38,0.05,0.43,0.2,0
50,46,0,0,0,0,0,0,0.6,0.5,0.5,0.4,0.3,0.5,0.39,-0.21,0.45,0.2,0
50,47,0,0,0,0,0,0,0.5,0.5,0.5,0.4,0.4,0.5,0.41,-0.07,0.39,0.2,0
50,48,0,0,0,0,0,0,0.3,0.4,0.3,0.4,0.4,0.4,0.26,0.37,0.26,0.2,0
50,49,0,0,0,0,0,0,0.2,0.3,0.3,0.2,0.2,0.3,0.23,0.37,0.28,0.3,0.375
50,50,0.375,0.375,0.375,0.375,0.375,0.375,0.3,0.3,0.4,0.3,0.3,0.4,0.26,-0.11,0.26,0.2,0.375
50,51,0,0.75,0,0,0,0,0.3,0.6,0.3,0.2,0.2,0.4,0.26,-0.05,0.26,0.1,0
50,52,0,0.625,0,0,0,0,0.4,0.6,0.5,0.3,0.4,0.4,0.29,0.19,0.39,0.3,0
50,53,0,0.625,0,0,0,0.625,0.7,0.7,0.6,0.3,0.3,0.5,0.25,0.86,0.36,0.3,0
50,54,0,0,0,0,0,0,0.6,0.6,0.5,0.3,0.3,0.4,0.29,0.2,0.3,0.2,0
50,55,0,0,0.5,0,0,0,0.5,0.5,0.5,0.4,0.3,0.6,0.3,0.52,0.35,0.4,0
50,56,0,0.625,0.625,0,0,0,0.6,0.7,0.6,0.4,0.4,0.6,0.32,0.53,0.38,0.3,0
50,57,0.25,0,0.25,0.25,0.25,0.25,0.4,0.2,0.3,0.3,0.3,0.4,0.4,0.08,0.4,0.2,0.25
50,58,0.25,0.125,0.25,0.25,0.25,0.25,0.4,0.3,0.4,0.3,0.3,0.5,0.41,-0.2,0.33,0.2,0.25
50,59,0.25,0.5,0.25,0.25,0.25,0.25,0.4,0.3,0.5,0.2,0.2,0.5,0.29,-0.12,0.21,0.1,0.125
50,60,0.25,0.25,0.25,0.25,0.25,0.25,0.4,0.3,0.4,0.3,0.3,0.5,0.44,0,0.28,0.2,0.25
51,0,1,0,1,1,1,1,0.833333333,0.333333333,0.833333333,1,1,0.833333333,0.69,-0.4,0.58,0.333333333,1
51,1,0.4,0.6,0.4,0.4,0.4,0.8,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,0.666666667,0.46,0.38,0.33,0.166666667,0.4
51,2,0.6,0.2,0.8,0.6,0.4,0.8,0.333333333,0.166666667,0.5,0.5,0.5,0.666666667,0.53,0.21,0.42,0.166666667,0.4
51,3,0.6,0,0.8,0.4,0.4,0.8,0.333333333,0.166666667,0.166666667,0.5,0.666666667,0.666666667,0.45,0.21,0.32,0.166666667,0.4
51,4,0.6,0,0.4,0.4,0.4,0.4,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.42,-0.12,0.35,0.166666667,0.4
51,5,0.8,0.2,0.8,0.8,0.4,0.8,0.666666667,0.333333333,0.666666667,0.5,0.5,0.666666667,0.47,0.42,0.32,0.166666667,0.6
51,6,1,0.2,1,1,1,1,0.833333333,0.5,0.833333333,1,1,1,0.64,-0.09,0.51,0.5,1
51,7,1,0,1,1,1,1,0.833333333,0.333333333,0.833333333,1,0.833333333,0.666666667,0.67,-0.01,0.58,0.5,1
51,8,1,0,1,1,1,1,0.833333333,0.666666667,0.833333333,1,1,1,0.74,-0.45,0.64,0.5,1
51,9,1,0,1,1,1,1,0.833333333,0.333333333,0.833333333,1,1,1,0.7,-0.23,0.55,0.5,1
51,10,1,0.2,1,1,1,1,0.833333333,0.5,0.833333333,1,0.833333333,0.833333333,0.72,-0.35,0.47,0.5,1
51,11,0.2,0,0.2,0.2,0.2,0.2,0.5,0.333333333,0.5,0.5,0.5,0.333333333,0.27,-0.12,0.3,0.166666667,0.2
51,12,0.2,0.2,0.2,0.2,0.2,0.8,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.333333333,0.21,-0.04,0.28,0.166666667,0.4
51,13,0.2,0.4,0.2,0.2,0.2,0.2,0.5,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.24,-0.05,0.34,0.166666667,0.2
51,14,0.4,0.4,0.2,0.2,0.2,0.4,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.19,0.1,0.39,0,0.2
51,15,0.2,0,0.2,0.2,0.2,0.2,0.5,0.333333333,0.5,0.666666667,0.833333333,0.666666667,0.67,-0.03,0.51,0.166666667,0.2
51,16,0.2,0,0,0.2,0.2,0.2,0.333333333,0,0.166666667,0.5,0.166666667,0.166666667,0.21,0.05,0.32,0,0
51,17,0,0,0,0.2,0,0.2,0.166666667,0,0.333333333,0.166666667,0.333333333,0,0.12,-0.48,0.23,0.166666667,0.2
51,18,0.2,0.2,0.2,0.2,0.2,0.2,0.333333333,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0.22,-0.47,0.36,0,0.2
51,19,0.2,0,0,0.2,0.2,0.2,0.333333333,0.333333333,0.5,0.5,0.5,0.333333333,0.15,0.04,0.17,0.166666667,0.2
51,20,0.2,0.2,0.2,0.2,0.2,0.2,0.333333333,0,0.333333333,0.166666667,0.5,0.166666667,0.2,-0.19,0.44,0,0.2
52,0,1,1,1,1,1,1,0.75,0.5,0.75,0.75,0.75,0.75,0.75,-0.05,0.74,0.625,1
52,1,1,0,1,1,1,1,0.75,0.375,0.75,0.75,0.75,0.75,0.67,0.41,0.59,0.5,1
52,2,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.375,0.5,0.875,0.625,0.375,0.6,0.26,0.54,0.5,0.5
52,3,0.5,0.25,0.5,1,0.5,1,0.75,0.5,0.5,0.625,0.5,0.5,0.73,0.66,0.6,0.5,1
52,4,1,0.25,0.5,0.5,0.5,1,0.75,0.5,0.5,0.5,0.625,0.5,0.76,0.12,0.58,0.5,0.5
52,5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.25,0.625,0.37,-0.62,0.28,0.125,0.25
52,6,0.25,0,0.25,0.25,0.25,0.25,0.375,0.125,0.375,0.375,0.25,0.25,0.4,-0.82,0.36,0.125,0.25
52,7,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.125,0.375,0.375,0.25,0.375,0.41,-1.02,0.32,0.125,0.25
52,8,0.25,0,0.25,0.25,0.25,0.25,0.375,0.125,0.25,0.375,0.25,0.375,0.33,-0.12,0.3,0.125,0.25
52,9,0.25,0,0.25,0.25,0.25,0.25,0.5,0.125,0.375,0.375,0.25,0.375,0.4,-0.62,0.32,0.125,0.25
53,0,1,0.888888889,1,1,1,1,0.888888889,0.777777778,1,0.888888889,0.777777778,1,0.73,0.14,0.74,0.666666667,0.888888889
53,1,1,0.555555556,1,1,0.666666667,1,1,0.333333333,1,1,0.888888889,1,0.73,-0.12,0.76,0.777777778,1
53,2,1,1,1,1,1,0.888888889,1,0.888888889,1,1,1,1,0.76,-0.17,0.69,0.666666667,1
53,3,1,0.888888889,1,1,1,1,1,0.666666667,1,1,0.888888889,0.777777778,0.72,-0.34,0.65,0.777777778,1
53,4,0.555555556,0.888888889,0.333333333,0.222222222,0.222222222,0.555555556,0.777777778,0.222222222,0.444444444,0.333333333,0.222222222,0.666666667,0.39,0.5,0.41,0.222222222,0.222222222
53,5,1,0.444444444,0.555555556,0.555555556,0.555555556,0.555555556,1,0.555555556,0.444444444,0.444444444,0.555555556,0.666666667,0.49,0.27,0.46,0.333333333,0.555555556
53,6,0.555555556,0.888888889,0.555555556,0.666666667,0.555555556,0.666666667,0.777777778,0.888888889,0.777777778,0.777777778,0.777777778,0.777777778,0.73,0.21,0.66,0.555555556,0.555555556
53,7,0.555555556,0.666666667,0.555555556,0.666666667,0.555555556,0.666666667,0.666666667,0.555555556,0.666666667,0.666666667,0.666666667,0.666666667,0.69,-0.28,0.64,0.444444444,0.555555556
53,8,0.555555556,0.777777778,0.555555556,0.666666667,0.555555556,0.555555556,0.666666667,0.555555556,0.777777778,0.777777778,0.666666667,0.777777778,0.67,-0.03,0.61,0.666666667,0.666666667
53,9,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,0.666666667,0.777777778,0.555555556,0.777777778,0.666666667,0.666666667,0.777777778,0.68,-0.04,0.65,0.666666667,0.666666667
53,10,0.666666667,1,0.555555556,0.444444444,0.555555556,0.555555556,0.777777778,0.666666667,0.666666667,0.555555556,0.555555556,0.555555556,0.64,0.09,0.6,0.444444444,0.444444444
