id,prompt,question_id,question,choices,answer
49,a dog is laying with a remote controller,2,is the dog laying?,yes|no,yes
50,"A red plate topped with broccoli, meat and veggies.",0,is there a plate?,yes|no,yes
50,"A red plate topped with broccoli, meat and veggies.",1,is there broccoli?,yes|no,yes
50,"A red plate topped with broccoli, meat and veggies.",2,what vegetable is on the plate?,broccoli|carrot|spinach|tomato,broccoli
50,"A red plate topped with broccoli, meat and veggies.",3,is there meat?,yes|no,yes
50,"A red plate topped with broccoli, meat and veggies.",4,what type of food is on the plate?,meat|fish|chicken|tofu,meat
50,"A red plate topped with broccoli, meat and veggies.",5,are there veggies?,yes|no,yes
50,"A red plate topped with broccoli, meat and veggies.",6,what type of food is on the plate?,veggies|fruits|grains|dairy,veggies
50,"A red plate topped with broccoli, meat and veggies.",7,is the plate red?,yes|no,yes
50,"A red plate topped with broccoli, meat and veggies.",8,what color is the plate?,red|blue|green|yellow,red
50,"A red plate topped with broccoli, meat and veggies.",9,what is the plate topped with?,broccoli|meat|veggies|sauce,"broccoli, meat, veggies"
51,The woman is on the court playing a game of tennis.,0,is there a woman?,yes|no,yes
51,The woman is on the court playing a game of tennis.,1,who is playing a game of tennis?,woman|man|boy|girl,woman
51,The woman is on the court playing a game of tennis.,2,is this a court?,yes|no,yes
51,The woman is on the court playing a game of tennis.,3,what type of place is this?,court|field|gym|pool,court
51,The woman is on the court playing a game of tennis.,4,is the woman playing a game?,yes|no,yes
51,The woman is on the court playing a game of tennis.,5,what is the woman doing on the court?,playing a game|exercising|practicing|resting,playing a game
51,The woman is on the court playing a game of tennis.,6,is the woman playing tennis?,yes|no,yes
51,The woman is on the court playing a game of tennis.,7,what sport is the woman playing?,tennis|basketball|soccer|volleyball,tennis
52,A row of motorcycles parked on the side of a road.,0,are there motorcycles?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,1,what type of vehicles are parked on the side of the road?,motorcycles|cars|bicycles|trucks,motorcycles
52,A row of motorcycles parked on the side of a road.,2,is this a road?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,3,what type of place is this?,road|sidewalk|parking lot|highway,road
52,A row of motorcycles parked on the side of a road.,4,are the motorcycles parked?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,5,are the motorcycles parked on the side of the road?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,6,are the motorcycles parked on the side of the road or in the middle of the road?,side of|middle of|end of|beginning of,side of
52,A row of motorcycles parked on the side of a road.,7,are there a row of motorcycles?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,0,is there a kitten?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,1,is there a windowpane?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,2,what is the kitten along?,windowpane|wall|door|floor,windowpane
53,Young kitten along windowpane watching the rain tap on the glass.,3,is there glass?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,4,what is the rain tapping on?,glass|wood|metal|plastic,glass
53,Young kitten along windowpane watching the rain tap on the glass.,5,is the kitten watching the rain?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,6,is the rain tapping on the glass?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,7,is the kitten young?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,0,is there a woman?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,1,is there a couch?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,2,is there a laptop?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,3,is the woman sitting?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,4,is the woman in front of the laptop?,yes|no,yes
55,Small white toilet with a seashell on the wall,0,is there a toilet?,yes|no,yes
55,Small white toilet with a seashell on the wall,1,is there a seashell on the wall?,yes|no,yes
55,Small white toilet with a seashell on the wall,2,is the toilet white?,yes|no,yes
55,Small white toilet with a seashell on the wall,3,what color is the toilet?,white|black|blue|green,white
55,Small white toilet with a seashell on the wall,4,is the toilet small?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,0,is this a teddy bear store?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,1,what type of store is this?,teddy bear store|clothing store|grocery store|book store,teddy bear store
56,A teddy bear store is decorated with signs and teddy bears.,2,are there signs?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,3,what is decorating the store?,signs|balloons|flowers|lights,signs
56,A teddy bear store is decorated with signs and teddy bears.,4,are there teddy bears?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,5,what is in the store?,teddy bears|dolls|action figures|board games,teddy bears
56,A teddy bear store is decorated with signs and teddy bears.,6,is the store decorated?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,0,is there a guy sitting down?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,1,who is sitting down?,guy|girl|woman|man,guy
57,A guy sitting down and a hand with a cell phone in it.,2,is there a hand?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,3,is there a cell phone?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,4,what is in the hand?,cell phone|book|pen|key,cell phone
57,A guy sitting down and a hand with a cell phone in it.,5,is the guy sitting down?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,6,is the hand holding the cell phone?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,0,is there a skateboarder?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,1,who is doing a trick?,skateboarder|cyclist|rollerblader|surfer,skateboarder
58,a skateboarder in a blue jacket is doing a trick,2,is the skateboarder wearing a blue jacket?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,3,what is the skateboarder wearing?,blue jacket|red jacket|black jacket|green jacket,blue jacket
58,a skateboarder in a blue jacket is doing a trick,4,is the skateboarder doing a trick?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,5,what is the skateboarder doing?,doing a trick|riding|falling|standing,doing a trick
59,A group of children sitting in the grass with two of them holding a Frisbee .,0,are there children?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,1,is there grass?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,2,is there a Frisbee?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,3,what is being held by two of the children?,Frisbee|ball|toy car|kite,Frisbee
59,A group of children sitting in the grass with two of them holding a Frisbee .,4,are the children sitting?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,5,is there a group of children?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,6,are two of the children holding the Frisbee?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,0,is there a motorcycle?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,1,is there a dirt road?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,2,is there a building?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,3,is the motorcycle grey?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,4,what color is the motorcycle?,grey|black|white|red,grey
61,A red bike with handles by a black fence on a sidewalk.,0,is there a bike?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,1,what type of vehicle is this?,bike|car|motorcycle|scooter,bike
61,A red bike with handles by a black fence on a sidewalk.,2,are there handles on the bike?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,3,what is on the bike?,handles|pedals|wheels|seat,handles
61,A red bike with handles by a black fence on a sidewalk.,4,is there a fence?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,5,what is on the sidewalk?,fence|tree|bench|trash can,fence
61,A red bike with handles by a black fence on a sidewalk.,6,is there a sidewalk?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,7,what type of path is this?,sidewalk|road|trail|bridge,sidewalk
61,A red bike with handles by a black fence on a sidewalk.,8,is the bike red?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,9,what color is the bike?,red|black|blue|green,red
61,A red bike with handles by a black fence on a sidewalk.,10,is the fence black?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,11,what color is the fence?,black|white|brown|gray,black
62,A table topped with bags of luggage and purses.,0,is there a table?,yes|no,yes
62,A table topped with bags of luggage and purses.,1,are there bags?,yes|no,yes
62,A table topped with bags of luggage and purses.,2,is there luggage?,yes|no,yes
62,A table topped with bags of luggage and purses.,3,are there purses?,yes|no,yes
62,A table topped with bags of luggage and purses.,4,is the table topped with bags of luggage and purses?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,0,is there a traffic light?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,1,is there a signpost?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,2,is this a crossroads intersection?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,3,is this a crossroads intersection or a T-junction?,crossroads intersection|T-junction|roundabout|straight road,crossroads intersection
63,A traffic light and a signpost at a crossroads intersection near a waterway.,4,is there a waterway?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,5,is the crossroads intersection near the waterway?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,0,is there a giraffe?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,1,is there a fence?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,2,is the large giraffe looking at the smaller giraffe?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,3,is the smaller giraffe looking by the fence?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,0,are there stuffed animals?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,1,what type of toys are these?,stuffed animals|dolls|action figures|cars,stuffed animals
65,A group of stuffed animals sitting next to each other in bed.,2,is there a bed?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,3,what type of furniture is this?,bed|sofa|chair|table,bed
65,A group of stuffed animals sitting next to each other in bed.,4,is there a group of stuffed animals?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,5,how many stuffed animals are there?,1|2|3|4,group
65,A group of stuffed animals sitting next to each other in bed.,6,are the stuffed animals sitting next to each other?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,7,are the stuffed animals sitting next to each other or far apart?,next to each other|far apart|on top of each other|in front of each other,next to each other
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,0,is there a kitten?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,1,what animal is in the picture?,kitten|puppy|bunny|hamster,kitten
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,2,is there a blanket?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,3,what is the kitten lying on?,blanket|pillow|towel|mat,blanket
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,4,is there a bed?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,5,what is the blanket on top of?,bed|chair|sofa|table,bed
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,6,is the kitten lying?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,7,is the kitten caramel-colored?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,8,what color is the kitten?,caramel-colored|black|white|brown,caramel-colored
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,9,is the blanket small?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,10,is the bed unmade?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,0,is this a woman?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,1,who is eating food?,woman|man|boy|girl,woman
67,A woman eating food outside from a plate on her lap.,2,is there food?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,3,what is the woman eating?,food|fruit|vegetables|dessert,food
67,A woman eating food outside from a plate on her lap.,4,is there a plate?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,5,what is the food on?,plate|bowl|tray|dish,plate
67,A woman eating food outside from a plate on her lap.,6,is the woman eating outside?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,7,is the woman eating outside or inside?,outside|inside|in a car|in a restaurant,outside
67,A woman eating food outside from a plate on her lap.,8,is the plate on her lap?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,9,where is the plate?,on her lap|on the table|on the ground|in her hand,on her lap
67,A woman eating food outside from a plate on her lap.,10,is the woman eating?,yes|no,yes
68,a train on a track near many trees,0,is there a train?,yes|no,yes
68,a train on a track near many trees,1,is there a track?,yes|no,yes
68,a train on a track near many trees,2,are there trees?,yes|no,yes
69,A young woman is playing a video game on a couch.,0,is this a woman?,yes|no,yes
69,A young woman is playing a video game on a couch.,1,who is playing a video game?,woman|man|boy|girl,woman
69,A young woman is playing a video game on a couch.,2,is the woman playing a video game?,yes|no,yes
69,A young woman is playing a video game on a couch.,3,what is the woman doing?,playing a video game|reading a book|watching TV|cooking,playing a video game
69,A young woman is playing a video game on a couch.,4,is there a couch?,yes|no,yes
69,A young woman is playing a video game on a couch.,5,where is the woman playing the video game?,on a couch|on a bed|on a chair|on the floor,on a couch
69,A young woman is playing a video game on a couch.,6,is the woman young?,yes|no,yes
69,A young woman is playing a video game on a couch.,7,is the woman young or old?,young|old|middle-aged|teenage,young
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,0,are there skiers?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,1,is there snow covered land?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,2,what type of land is this?,snow covered land|desert|forest|beach,snow covered land
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,3,is there a mountain?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,4,what type of landform is this?,mountain|hill|valley|plateau,mountain
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,5,are the skiers travelling?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,6,are there multiple skiers?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,7,is this a vast expanse?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,0,is this a beach?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,1,are there beach umbrellas?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,2,what is on the beach?,beach umbrellas|beach chairs|beach towels|beach balls,beach umbrellas
71,The beach is crowded with red and white beach umbrellas.,3,are the beach umbrellas red?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,4,what color are the beach umbrellas?,red|blue|yellow|green,red
71,The beach is crowded with red and white beach umbrellas.,5,are the beach umbrellas white?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,6,what color are the beach umbrellas?,white|black|red|blue,white
71,The beach is crowded with red and white beach umbrellas.,7,is the beach crowded?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,8,is the beach crowded or empty?,crowded|empty|quiet|noisy,crowded
72,A lady wearing red playing tennis on a green court.,0,is this a lady?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,1,who is playing tennis?,lady|man|boy|girl,lady
72,A lady wearing red playing tennis on a green court.,2,is the lady playing tennis?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,3,what sport is the lady playing?,tennis|basketball|soccer|golf,tennis
72,A lady wearing red playing tennis on a green court.,4,is there a court?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,5,what type of place is this?,court|park|field|gym,court
72,A lady wearing red playing tennis on a green court.,6,is the lady wearing red?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,7,what color is the lady wearing?,red|blue|yellow|green,red
72,A lady wearing red playing tennis on a green court.,8,is the court green?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,9,what color is the court?,green|blue|yellow|red,green
73,A sign laying on a lush green field near a body of water.,0,is there a sign?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,1,is there a field?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,2,is there a body of water?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,3,is the field lush green?,yes|no,yes
74,A cat on top of a desk on a laptop.,0,is there a cat?,yes|no,yes
74,A cat on top of a desk on a laptop.,1,what animal is on top of the desk?,cat|dog|bird|fish,cat
74,A cat on top of a desk on a laptop.,2,is there a desk?,yes|no,yes
74,A cat on top of a desk on a laptop.,3,what type of furniture is this?,desk|table|chair|shelf,desk
74,A cat on top of a desk on a laptop.,4,is there a laptop?,yes|no,yes
74,A cat on top of a desk on a laptop.,5,what type of electronic device is this?,laptop|smartphone|tablet|desktop computer,laptop
74,A cat on top of a desk on a laptop.,6,is the cat on top of the desk?,yes|no,yes
74,A cat on top of a desk on a laptop.,7,is the cat on top of the desk or under the desk?,on top of|under|next to|inside,on top of
75,Some very big furry brown bears in a big grass field.,0,are there bears?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,1,is there a grass field?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,2,are the bears brown?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,3,what color are the bears?,brown|black|white|gray,brown
75,Some very big furry brown bears in a big grass field.,4,are the bears very big?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,5,how big are the bears?,very big|small|medium|large,very big
75,Some very big furry brown bears in a big grass field.,6,are the bears furry?,yes|no,yes
76,A wooden boat on the shore of a beach.,0,is there a boat?,yes|no,yes
76,A wooden boat on the shore of a beach.,1,what type of vehicle is this?,boat|car|airplane|bicycle,boat
76,A wooden boat on the shore of a beach.,2,is this a shore?,yes|no,yes
76,A wooden boat on the shore of a beach.,3,what type of place is this?,shore|park|forest|desert,shore
76,A wooden boat on the shore of a beach.,4,is this a beach?,yes|no,yes
76,A wooden boat on the shore of a beach.,5,what type of place is this?,beach|lake|river|mountain,beach
76,A wooden boat on the shore of a beach.,6,is the boat made of wood?,yes|no,yes
76,A wooden boat on the shore of a beach.,7,what material is the boat made of?,wood|metal|plastic|glass,wood
77,A woman is bent over next to a small refrigerator.,0,is there a woman?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,1,what is the woman doing?,bent over|standing|sitting|jumping,bent over
77,A woman is bent over next to a small refrigerator.,2,is there a refrigerator?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,3,what type of appliance is this?,refrigerator|oven|microwave|dishwasher,refrigerator
77,A woman is bent over next to a small refrigerator.,4,is the refrigerator small?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,5,is the refrigerator small or large?,small|large|medium|extra small,small
78,Woman with blue dress sitting in modern chair next to vase in a room.,0,is there a woman?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,1,who is sitting in the chair?,woman|man|boy|girl,woman
78,Woman with blue dress sitting in modern chair next to vase in a room.,2,is the woman wearing a blue dress?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,3,what color is the woman's dress?,blue|red|yellow|green,blue
78,Woman with blue dress sitting in modern chair next to vase in a room.,4,is there a chair?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,5,what type of furniture is this?,chair|table|sofa|bed,chair
78,Woman with blue dress sitting in modern chair next to vase in a room.,6,is there a vase?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,7,what is next to the chair?,vase|lamp|book|plant,vase
78,Woman with blue dress sitting in modern chair next to vase in a room.,8,is this a room?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,9,what type of place is this?,room|kitchen|bathroom|garden,room
78,Woman with blue dress sitting in modern chair next to vase in a room.,10,is this a modern chair?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,11,is this a modern or a traditional chair?,modern|traditional|vintage|antique,modern
79,Two people standing next to an elephant along a river.,0,are there people?,yes|no,yes
79,Two people standing next to an elephant along a river.,1,how many people are there?,1|2|3|4,2
79,Two people standing next to an elephant along a river.,2,is there an elephant?,yes|no,yes
79,Two people standing next to an elephant along a river.,3,is there a river?,yes|no,yes
79,Two people standing next to an elephant along a river.,4,what type of body of water is this?,river|lake|ocean|pond,river
79,Two people standing next to an elephant along a river.,5,are the people standing next to the elephant?,yes|no,yes
79,Two people standing next to an elephant along a river.,6,are the people standing next to or on the elephant?,next to|on|behind|in front of,next to
80,A group of giraffes are gathered together in their enclosure,0,are there giraffes?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,1,is there an enclosure?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,2,what type of place is this?,enclosure|zoo|park|forest,enclosure
80,A group of giraffes are gathered together in their enclosure,3,are there a group of giraffes?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,4,how many giraffes are gathered together?,1|2|3|4,a group
80,A group of giraffes are gathered together in their enclosure,5,are the giraffes gathered together?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,0,is this a house?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,1,is there a bedroom?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,2,what type of room is this?,bedroom|living room|kitchen|bathroom,bedroom
81,A house where you can see the bedroom and relaxing room.,3,is there a relaxing room?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,4,what type of room is this?,relaxing room|study room|game room|dining room,relaxing room
82,A boy wearing a green shirt posing with some fruit.,0,is this a boy?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,1,who is posing with some fruit?,boy|girl|man|woman,boy
82,A boy wearing a green shirt posing with some fruit.,2,is the boy wearing a green shirt?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,3,what color is the boy's shirt?,green|blue|red|yellow,green
82,A boy wearing a green shirt posing with some fruit.,4,is there fruit?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,5,what is the boy posing with?,fruit|vegetables|flowers|toys,fruit
82,A boy wearing a green shirt posing with some fruit.,6,is the boy posing?,yes|no,yes
83,a panda bear with aviator glasses on its head,0,is this a panda bear?,yes|no,yes
83,a panda bear with aviator glasses on its head,1,what animal is in the picture?,panda bear|polar bear|grizzly bear|black bear,panda bear
83,a panda bear with aviator glasses on its head,2,is the panda bear wearing aviator glasses?,yes|no,yes
83,a panda bear with aviator glasses on its head,3,what type of glasses is the panda bear wearing?,aviator glasses|sunglasses|reading glasses|safety glasses,aviator glasses
84,"A woman dressed in black, smiling with a toothbrush in her hand.",0,is this a woman?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",1,what is the gender of the person in the photo?,woman|man|boy|girl,woman
84,"A woman dressed in black, smiling with a toothbrush in her hand.",2,is there a toothbrush?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",3,what object is the woman holding?,toothbrush|comb|pen|spoon,toothbrush
84,"A woman dressed in black, smiling with a toothbrush in her hand.",4,is the woman dressed in black?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",5,what color is the woman's clothing?,black|white|red|blue,black
84,"A woman dressed in black, smiling with a toothbrush in her hand.",6,is the woman smiling?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",7,what is the woman doing besides holding the toothbrush?,smiling|frowning|crying|laughing,smiling
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0,is there a guy?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,1,who is sitting at the table?,guy|woman|child|elderly,guy
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,2,is the guy wearing an umbrella hat?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,3,what type of hat is the guy wearing?,umbrella hat|baseball cap|fedora|beanie,umbrella hat
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,4,is there a table?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,5,is there another person?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,6,who is sitting at the table with the guy?,person|animal|robot|alien,person
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,7,is there a hat?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,8,what type of hat is the person wearing?,hat|baseball cap|fedora|beanie,hat
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,9,is there a red umbrella?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,10,what color is the umbrella?,red|blue|yellow|green,red
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,0,are there men?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,1,how many men are there?,1|2|3|4,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,2,are the men wearing safety jackets?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,3,what type of jackets are the men wearing?,safety jackets|leather jackets|denim jackets|bomber jackets,safety jackets
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,4,are the men sharing a meal?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,5,what are the men doing besides wearing safety jackets?,sharing a meal|playing a game|working|sleeping,sharing a meal
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,6,is there a food car?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,7,what type of vehicle is this?,food car|police car|taxi|bus,food car
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,8,are the safety jackets neon yellow?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,9,what color are the safety jackets?,neon yellow|bright orange|lime green|hot pink,neon yellow
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,10,are the men next to the food car?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,11,are the men next to or inside the food car?,next to|inside|behind|in front of,next to
87,an aerial photo of a sandy island in the ocean,0,is there a sandy island?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,1,what type of landform is this?,sandy island|rocky island|grassy island|forested island,sandy island
87,an aerial photo of a sandy island in the ocean,2,is there an ocean?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,3,what body of water is this?,ocean|lake|river|pond,ocean
87,an aerial photo of a sandy island in the ocean,4,is this an aerial photo?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,0,is this an airplane?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,1,are there propellers on the airplane?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,2,what is on the airplane?,propellers|wings|engines|windows,propellers
88,A commercial airplane with propellers flying through the air.,3,is the airplane flying?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,4,is this a commercial airplane?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,5,is this a commercial or a private airplane?,commercial|private|military|cargo,commercial
89,An elevated subway train in a major city on a sunny day.,0,is there a subway train?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,1,what type of train is this?,subway train|steam train|bullet train|freight train,subway train
89,An elevated subway train in a major city on a sunny day.,2,is this a major city?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,3,what type of place is this?,city|town|village|countryside,city
89,An elevated subway train in a major city on a sunny day.,4,is the subway train elevated?,yes|no,yes
