id,question_id,vqa_answer,mc_answer,correct
46,5,The body of water in the image is a beach as the group of surfers is standing on the sand with their surfboards.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk through the grassy field.</s>,yes,1
46,7,Yes there is a group of surfers standing in a field with their surfboards.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,6 surfers are carrying their surfboards in the image.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,No this is not the ocean. The image shows a group of people standing in a grassy field holding surfboards.</s>,no,0
46,5,This is a beach scene with surfers holding their surfboards and walking towards the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk across the grassy field.</s>,yes,1
46,7,Yes there is a group of surfers standing in the grass with their surfboards.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,3 men are carrying surfboards in the image.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying their surfboards.</s>,surf boards,1
46,4,No this is not the ocean. The image shows a group of people standing in a grassy field holding surfboards.</s>,no,0
46,5,The image shows a group of surfers standing in a field with their surfboards which suggests that they are likely preparing to go surfing at a nearby beach or coastal area. The exact body of water cannot be determined from the image alone but it could be an ocean sea or a large lake with suitable waves for surfing.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards while standing in a field.</s>,yes,1
46,7,Yes there is a group of surfers standing in a field with their surfboards.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,10 surfers are carrying surfboards in the image.</s>,surfers,1
46,2,Yes there are surfboards in the image with people riding them on the waves.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean with a group of people surfing on waves.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards while they walk out into the water.</s>,yes,1
46,7,Yes there is a group of surfers in the image.</s>,yes,1
46,0,Yes there are surfers in the image riding waves on their surfboards.</s>,yes,1
46,1,10 people are carrying surfboards in the ocean.</s>,surfers,1
46,2,Yes there are surfboards in the image with people riding them on the ocean waves.</s>,yes,1
46,3,The surfers are carrying surfboards as they ride the waves in the ocean.</s>,surf boards,1
46,4,Yes this is the ocean as evidenced by the presence of many surfers and surfboards in the water.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk out into the ocean.</s>,yes,1
46,7,Yes there is a large group of surfers in the image.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,3 surfers are carrying their surfboards in the ocean.</s>,surfers,1
46,2,Yes there are surfboards in the image with people riding them on the ocean waves.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean where a group of people is surfing on waves.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,4 surfers are carrying their surfboards as they walk into the ocean.</s>,no,0
46,7,Yes there is a group of surfers in the image.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,4 surfers are carrying their surfboards while walking into the ocean.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards as they ride the waves.</s>,surf boards,1
46,4,Yes this is the ocean with a group of people surfing on the waves.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,4 surfers are carrying their surfboards while walking into the water.</s>,no,0
46,7,Yes there is a group of surfers in the image.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,4 surfers are carrying surfboards in the ocean.</s>,surfers,1
46,2,Yes there are surfboards in the image with people riding them on the waves.</s>,yes,1
46,3,The surfers are carrying surfboards as they ride the waves.</s>,surf boards,1
46,4,Yes this is the ocean with people surfing on waves.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards while riding the waves.</s>,yes,1
46,7,Yes there is a group of surfers in the image.</s>,yes,1
46,0,No there are no surfers in the image. The image features a row of surfboards lined up on the beach.</s>,no,0
46,1,5 surfers are carrying their surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying their surfboards.</s>,surf boards,1
46,4,Yes this is the ocean as the surfboards are lined up on the beach near the water.</s>,yes,1
46,5,This is a beach scene with surfboards lined up on the sand suggesting that it is a body of water suitable for surfing most likely an ocean or a large sea.</s>,ocean,1
46,6,No the surfers are not carrying their surf boards. The surfboards are lined up on the beach propped up in the sand.</s>,no,0
46,7,No there is no group of surfers in the image. The image features a row of five surfboards lined up on the beach but there are no people visible.</s>,no,0
46,0,Yes there are surfers on the beach.</s>,yes,1
46,1,3 men are carrying surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,2 surfers are carrying surfboards on the beach.</s>,surf boards,1
46,4,Yes this is the ocean.</s>,yes,1
46,5,This is a beach with the ocean in the background.</s>,ocean,1
46,6,3 surfers are carrying their surfboards on the beach.</s>,no,0
46,7,Yes there is a group of surfers at the beach with some of them sitting on the sand and others standing.</s>,yes,1
46,0,Yes there are surfers in the image and they are waiting for the right wave to ride.</s>,yes,1
46,1,3 surfers are carrying their surfboards in the water.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean as evidenced by the presence of waves and the surfboards.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk into the ocean.</s>,yes,1
46,7,Yes there is a group of surfers in the image with their surfboards in the water.</s>,yes,1
46,0,Yes there are surfers on the beach.</s>,yes,1
46,1,2 people are carrying surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying a surfboard.</s>,surf boards,1
46,4,Yes this is the ocean.</s>,yes,1
46,5,This is a beach next to the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk along the beach.</s>,yes,1
46,7,No there is not a group of surfers in the image. There are only two people standing on the beach with a surfboard.</s>,no,0
46,0,Yes there are surfers in the image. They are standing on the beach with their surfboards.</s>,yes,1
46,1,5 men are carrying surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean as the group of people is standing in the water with their surfboards.</s>,yes,1
46,5,This is an ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk into the ocean.</s>,yes,1
46,7,Yes there is a group of surfers standing on the beach with their surfboards.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,3 people are carrying surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean as the people are standing in the water with their surfboards.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk into the ocean.</s>,yes,1
46,7,Yes there is a group of surfers standing on the beach holding their surfboards and preparing to go into the water.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,5 surfers are carrying their surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards as they walk into the ocean.</s>,surf boards,1
46,4,Yes this is the ocean as the image shows a group of people surfing on waves in the ocean.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,5 surfers are carrying their surfboards as they walk into the ocean.</s>,no,0
46,7,Yes there is a group of surfers in the image.</s>,yes,1
46,0,Yes there are surfers in the image.</s>,yes,1
46,1,6 men are carrying surfboards in the image.</s>,surfers,1
46,2,Yes there are surfboards in the image and the people are holding them while standing in the water.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean.</s>,yes,1
46,5,This is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk into the water.</s>,yes,1
46,7,Yes there is a group of surfers in the image.</s>,yes,1
46,0,Yes there are surfers in the image as they are standing in front of their surfboards on the beach.</s>,yes,1
46,1,4 surfers are carrying their surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying their surfboards.</s>,surf boards,1
46,4,Yes this is a beach scene with surfers standing in front of the ocean.</s>,yes,1
46,5,The body of water in the image is the ocean.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards while standing on the beach.</s>,yes,1
46,7,Yes there is a group of surfers standing on the beach with their surfboards.</s>,yes,1
46,0,No there are no surfers in the image. The focus is on the surfboards lined up on the beach.</s>,no,0
46,1,10 surfers are carrying their surfboards on the beach.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,Yes this is the ocean. The image shows a row of surfboards lined up on the beach indicating that they are near the ocean.</s>,yes,1
46,5,This is a beach with a row of surfboards lined up on the sand.</s>,ocean,1
46,6,10 surfers are carrying their surfboards on the beach likely preparing to go into the water or taking a break from surfing.</s>,no,0
46,7,Yes there is a group of surfers standing in front of their surfboards.</s>,yes,1
46,0,No there are no surfers in the image. The image features a row of surfboards lined up on the beach.</s>,no,0
46,1,5 surfers are carrying their surfboards.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying their surfboards which are lined up next to each other.</s>,surf boards,1
46,4,No this is not the ocean. The image shows a row of surfboards lined up on a grassy area which suggests that it is likely a beach or a surfing facility.</s>,no,0
46,5,This is a beach as evidenced by the presence of multiple surfboards lined up on the sand.</s>,ocean,1
46,6,Yes the surfers are carrying their surfboards as they walk by the row of surfboards.</s>,yes,1
46,7,10</s>,no,0
46,0,No there are no surfers in the image. The image features a large collection of surfboards displayed in a store or a rack.</s>,no,0
46,1,100 surfers are carrying their surfboards.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards.</s>,surf boards,1
46,4,No this is not the ocean. The image shows a collection of surfboards lined up next to each other with various colors and designs.</s>,no,0
46,5,This is a collection of surfboards not a body of water. The image displays a variety of surfboards with different colors and designs lined up next to each other. The surfboards are not in the water but rather on a rack or shelf showcasing their variety and aesthetics.</s>,ocean,1
46,6,No the surfers are not carrying their surfboards. The image shows a large collection of surfboards lined up next to each other with no surfers present.</s>,no,0
46,7,No there is no group of surfers in the image. The image features a large collection of surfboards lined up next to each other.</s>,no,0
46,0,No there are no surfers in the image. The image only shows a row of surfboards.</s>,no,0
46,1,10 surfers are carrying their surfboards.</s>,surfers,1
46,2,Yes there are surfboards lined up against a wall.</s>,yes,1
46,3,The surfers are carrying their surfboards which are lined up and leaning against a wall.</s>,surf boards,1
46,4,No this is not the ocean. The image shows a collection of surfboards lined up against a wall likely in a surf shop or a storage area.</s>,no,0
46,5,This is a collection of surfboards which are typically used in the ocean for surfing.</s>,ocean,1
46,6,No the surfers are not carrying their surfboards. The surfboards are lined up next to each other leaning against a wall or a rack.</s>,no,0
46,7,No there is no group of surfers in the image. The image features a collection of surfboards lined up against a wall.</s>,no,0
46,0,No there are no surfers in the image. The image features a row of surfboards lined up on the sand.</s>,no,0
46,1,6 surfers are carrying their surfboards.</s>,surfers,1
46,2,Yes there are surfboards in the image.</s>,yes,1
46,3,The surfers are carrying surfboards which are lined up in a row on the beach.</s>,surf boards,1
46,4,No this is not the ocean. The image shows a row of surfboards lined up on a sandy beach.</s>,no,0
46,5,This is a beach where a row of surfboards is lined up on the sand.</s>,ocean,1
46,6,No the surfers are not carrying their surfboards. The surfboards are lined up on the sand leaning against each other.</s>,no,0
46,7,Yes there is a group of surfers standing next to their surfboards.</s>,yes,1
46,0,No there are no surfers in the image.</s>,no,0
46,1,2 people are carrying surfboards in the image.</s>,surfers,1
46,2,No there are no surfboards in the image. The image features a beach scene with a large body of water and a sandy beach.</s>,no,0
46,3,The surfers are carrying surfboards as they walk along the beach.</s>,surf boards,1
46,4,Yes this is the ocean as evidenced by the waves and the sandy beach.</s>,yes,1
46,5,This is an ocean.</s>,ocean,1
46,6,0</s>,no,0
46,7,No there is no group of surfers in the image. The image features a beach scene with a large body of water and a sandy beach but there are no people visible.</s>,no,0
47,0,Yes there are zebras in the image.</s>,yes,1
47,1,No the zebras are not eating hay. They are grazing on grass in the field.</s>,no,0
47,2,Yes the zebras in the image are black and white.</s>,yes,1
47,3,The zebras are black and white.</s>,black and white,1
47,4,Yes the zebras are eating grass in the field.</s>,yes,1
47,0,Yes there are zebras in the image.</s>,yes,1
47,1,No the zebras are not eating hay. They are standing close to each other in a grassy field.</s>,no,0
47,2,Yes the zebras in the image are black and white.</s>,yes,1
47,3,The zebras are black and white.</s>,black and white,1
47,4,No the zebras are not eating. They are standing together in a group possibly for socializing or protection.</s>,no,0
47,0,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,1,No there are no zebras in the image. The image features a large bale of hay not zebras eating it.</s>,no,0
47,2,No there are no zebras in the image. The image features a large bale of hay or straw.</s>,no,0
47,3,0</s>,orange,0
47,4,No there are no zebras in the image. The image features a large bale of hay and some trees in the background.</s>,no,0
47,0,No there are no zebras in the image. The image features a large bale of hay sitting in a field.</s>,no,0
47,1,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,2,No there are no zebras in the image. The image features a large bale of hay sitting in a field.</s>,no,0
47,3,0</s>,orange,0
47,4,No there are no zebras in the image. The image features a large bale of hay sitting in a field.</s>,no,0
47,0,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,1,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,2,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,3,There are no zebras in the image. The image features a large bale of hay in a field.</s>,black and white,1
47,4,0</s>,no,0
47,0,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,1,No there are no zebras in the image. The image features a large ball of hay in a field.</s>,no,0
47,2,No the image does not depict zebras. It features a large bale of hay in a field.</s>,no,0
47,3,There are no zebras in the image. The image features a large bale of hay in a field.</s>,black and white,1
47,4,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,0,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,1,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,2,No there are no zebras in the image. The image features a large bale of hay in a field.</s>,no,0
47,3,There are no zebras in the image. The image features a large bale of hay in a field.</s>,black and white,1
47,4,0</s>,no,0
48,0,Yes this is a woman.</s>,yes,1
48,1,The picture features a woman.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black jacket and sunglasses.</s>,jacket,1
48,4,Yes there are two pizzas in the image.</s>,yes,1
48,5,2 pizzas are in the picture.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,2 pizzas</s>,2,1
48,0,Yes this is a woman.</s>,yes,1
48,1,The picture features a woman who is wearing a black jacket and a white shirt.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black jacket and a white shirt.</s>,jacket,1
48,4,0</s>,no,0
48,5,0</s>,pizzas,1
48,6,No there are no pizzas in the image. The image features a woman wearing a black jacket and white shirt standing in front of a gray background.</s>,no,0
48,7,0</s>,1,0
48,0,Yes this is a woman.</s>,yes,1
48,1,In the picture there is a woman wearing a suit and tie.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black jacket a white shirt and black pants.</s>,jacket,1
48,4,No there are no pizzas in the image. The image features a woman in a black jacket and pants possibly posing for a picture.</s>,no,0
48,5,0</s>,pizzas,1
48,6,No there are no pizzas in the image. The image features a woman wearing a suit and tie standing in front of a wall.</s>,no,0
48,7,0</s>,1,0
48,0,Yes this is a woman.</s>,yes,1
48,1,The picture features a woman.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black leather jacket.</s>,jacket,1
48,4,0</s>,no,0
48,5,0</s>,pizzas,1
48,6,0</s>,no,0
48,7,0</s>,1,0
48,0,Yes this is a woman.</s>,yes,1
48,1,2 women are in the picture.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black jacket jeans and a black leather jacket. She is also holding a brown purse.</s>,jacket,1
48,4,No there are no pizzas in the image. The image features a woman with a purse and a black jacket.</s>,no,0
48,5,0</s>,pizzas,1
48,6,0</s>,no,0
48,7,0</s>,1,0
48,0,Yes this is a woman.</s>,yes,1
48,1,A woman is in the picture.</s>,woman,1
48,2,No the woman is not wearing a black jacket. She is wearing a black top.</s>,no,0
48,3,The woman is wearing a black shirt.</s>,t-shirt,0
48,4,Yes there are pizzas in the image.</s>,yes,1
48,5,The picture features a pizza with pepperoni as the topping.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,3 pizzas are shown in the image.</s>,3,0
48,0,Yes this is a woman.</s>,yes,1
48,1,A woman is in the picture.</s>,woman,1
48,2,No the woman is not wearing a black jacket. She is wearing a gray tank top.</s>,no,0
48,3,The woman is wearing a gray tank top.</s>,t-shirt,0
48,4,Yes there are pizzas in the image.</s>,yes,1
48,5,2 pizzas are in the picture.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,2 pizzas are visible in the image.</s>,2,1
48,0,Yes this is a woman.</s>,yes,1
48,1,A woman is in the picture.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black shirt.</s>,t-shirt,0
48,4,Yes there are pizzas in the image.</s>,yes,1
48,5,The picture features a pizza with pepperoni and cheese.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,3 pizzas are visible in the image.</s>,3,0
48,0,No this is a mannequin wearing a black leather jacket.</s>,no,0
48,1,There is no person in the picture. The image features a black leather jacket hanging on a wall.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black leather jacket.</s>,jacket,1
48,4,No there are no pizzas in the image. The image features a black jacket or leather jacket hanging on a wall.</s>,no,0
48,5,0</s>,pizzas,1
48,6,No there are no pizzas in the image. The image features a black leather jacket hanging on a wall.</s>,no,0
48,7,0</s>,1,0
48,0,No this is not a woman. It is a pizza with various toppings including pepperoni olives and cheese.</s>,no,0
48,1,3 slices of pizza are in the picture.</s>,girl,0
48,2,0</s>,no,0
48,3,0</s>,t-shirt,0
48,4,Yes there are pizzas in the image.</s>,yes,1
48,5,The picture features pizza slices.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,3 pizzas are visible in the image.</s>,3,0
48,0,No this is not a woman. It is a pizza with toppings.</s>,no,0
48,1,2 pizzas are in the picture.</s>,girl,0
48,2,0</s>,no,0
48,3,0</s>,t-shirt,0
48,4,Yes there are two pizzas on the table.</s>,yes,1
48,5,2 pizzas are in the picture.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,2</s>,2,1
48,0,No this is not a woman. It is a pizza with olives on it.</s>,no,0
48,1,2 pizzas are in the picture.</s>,girl,0
48,2,0</s>,no,0
48,3,0</s>,t-shirt,0
48,4,Yes there are two pizzas in the image.</s>,yes,1
48,5,2 pizzas are in the picture.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,2</s>,2,1
48,0,No this is not a woman. It is two pizzas on a table.</s>,no,0
48,1,2 pizzas are in the picture.</s>,girl,0
48,2,0</s>,no,0
48,3,0</s>,t-shirt,0
48,4,Yes there are two pizzas on a wooden table.</s>,yes,1
48,5,The picture features two pizzas with pepperoni as the topping.</s>,pizzas,1
48,6,Yes there are two pizzas on the table.</s>,yes,1
48,7,2 pizzas are there in the image.</s>,2,1
48,0,No it is not a woman. It is a pizza with pepperoni and cheese.</s>,no,0
48,1,4 pizzas are in the picture each with different toppings.</s>,boy,0
48,2,0</s>,no,0
48,3,0</s>,t-shirt,0
48,4,Yes there are several pizzas on a table.</s>,yes,1
48,5,The picture features a variety of pizzas with different toppings.</s>,pizzas,1
48,6,Yes there are two pizzas in the image.</s>,yes,1
48,7,4 pizzas are displayed on the table.</s>,4,0
48,0,Yes this is a woman.</s>,yes,1
48,1,A woman is in the picture.</s>,woman,1
48,2,No the woman is not wearing a black jacket. She is wearing a white dress.</s>,no,0
48,3,The woman is wearing a white dress.</s>,dress,0
48,4,No there are no pizzas in the image. The image features a woman sitting on a chair.</s>,no,0
48,5,0</s>,pizzas,1
48,6,0</s>,no,0
48,7,0</s>,1,0
48,0,Yes this is a woman.</s>,yes,1
48,1,The picture features a woman with blonde hair.</s>,woman,1
48,2,No the woman is not wearing a black jacket. She is wearing a white jacket.</s>,no,0
48,3,The woman is wearing a white dress.</s>,dress,0
48,4,0</s>,no,0
48,5,0</s>,pizzas,1
48,6,0</s>,no,0
48,7,0</s>,1,0
48,0,Yes this is a woman.</s>,yes,1
48,1,The picture features a woman.</s>,woman,1
48,2,Yes the woman is wearing a black jacket.</s>,yes,1
48,3,The woman is wearing a black shirt.</s>,t-shirt,0
48,4,0</s>,no,0
48,5,0</s>,pizzas,1
48,6,No there are no pizzas in the image. The image features a person with a painted face possibly a portrait or a drawing.</s>,no,0
48,7,0</s>,1,0
49,0,Yes there is a dog in the image.</s>,yes,1
49,1,There is a dog in the picture.</s>,dog,1
49,2,Yes there is a remote controller in the image.</s>,yes,1
49,3,The dog is laying with a remote control.</s>,remote controller,1
49,4,Yes the dog is laying on the floor.</s>,yes,1
49,0,Yes there is a dog in the image.</s>,yes,1
49,1,There is a dog in the picture.</s>,dog,1
49,2,No there is no remote controller in the image. The image features a dog with its tongue out laying on the ground.</s>,no,0
49,3,The dog is laying with a brick wall.</s>,toy,0
49,4,Yes the dog is laying down on the ground.</s>,yes,1
49,0,Yes there is a dog in the image.</s>,yes,1
49,1,There is a dog in the picture.</s>,dog,1
49,2,No there is no remote controller in the image. The image features a dog lying on the floor.</s>,no,0
49,3,The dog is laying with a cabinet or a cupboard in the background.</s>,toy,0
49,4,Yes the dog is laying down on the floor.</s>,yes,1
49,0,Yes there is a dog in the image.</s>,yes,1
49,1,There is a dog in the picture.</s>,dog,1
49,2,No there is no remote controller in the image. The image features a dog lying on the floor.</s>,no,0
49,3,The dog is laying with a remote control.</s>,remote controller,1
49,4,Yes the dog is laying down on the floor.</s>,yes,1
49,0,Yes there is a dog in the image.</s>,yes,1
49,1,There is a dog in the picture.</s>,dog,1
49,2,No there is no remote controller in the image. The image features a dog laying on the grass.</s>,no,0
49,3,The dog is laying with a pile of leaves.</s>,bone,0
49,4,Yes the dog is laying down on the grass.</s>,yes,1
49,0,0</s>,no,0
49,1,0</s>,bird,0
49,2,Yes there is a remote controller in the image.</s>,yes,1
49,3,0</s>,ball,0
49,4,0</s>,no,0
49,0,No there is no dog in the image. The image features a remote control sitting on a wooden table.</s>,no,0
49,1,0</s>,bird,0
49,2,Yes there is a remote controller in the image.</s>,yes,1
49,3,0</s>,ball,0
49,4,0</s>,no,0
49,0,0</s>,no,0
49,1,0</s>,bird,0
49,2,Yes there is a remote controller in the image.</s>,yes,1
49,3,0</s>,ball,0
49,4,0</s>,no,0
49,0,No there is no dog in the image. The image features a remote control sitting on a table.</s>,no,0
49,1,0</s>,bird,0
49,2,Yes there is a remote controller in the image.</s>,yes,1
49,3,0</s>,ball,0
49,4,0</s>,no,0
49,0,No there is no dog in the image. The image features a remote control and a small device with buttons on a wooden table.</s>,no,0
49,1,0</s>,bird,0
49,2,Yes there is a remote controller in the image.</s>,yes,1
49,3,0</s>,ball,0
49,4,0</s>,no,0
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is broccoli on the plate.</s>,yes,1
50,2,There is broccoli on the plate.</s>,broccoli,1
50,3,Yes there is meat on the plate.</s>,yes,1
50,4,The plate has a piece of meat which is the protein source.</s>,meat,1
50,5,Yes there are veggies on the plate including broccoli and meat.</s>,yes,1
50,6,There are broccoli and other vegetables on the plate.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,Yes the plate is topped with broccoli meat and veggies.</s>,yes,1
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is broccoli in the image.</s>,yes,1
50,2,There is broccoli on the plate.</s>,broccoli,1
50,3,Yes there is meat on the plate.</s>,yes,1
50,4,The plate contains beef which is a type of protein.</s>,meat,1
50,5,Yes there are veggies on the plate including broccoli.</s>,yes,1
50,6,There are broccoli and beef on the plate.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,Yes the plate is topped with broccoli meat and veggies.</s>,yes,1
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is broccoli on the plate.</s>,yes,1
50,2,There is broccoli on the plate.</s>,broccoli,1
50,3,Yes there is meat on the plate.</s>,yes,1
50,4,The plate contains beef which is a type of meat as the protein source.</s>,meat,1
50,5,Yes there are veggies on the plate including broccoli.</s>,yes,1
50,6,There are pieces of broccoli on the plate.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,Yes the plate is topped with broccoli meat and veggies creating a delicious and nutritious meal.</s>,yes,1
50,0,Yes there is a plate with broccoli on it.</s>,yes,1
50,1,Yes there is broccoli on the plate.</s>,yes,1
50,2,The plate has broccoli on it.</s>,broccoli,1
50,3,Yes there is meat in the dish along with broccoli.</s>,yes,1
50,4,The plate has meat on it which serves as the protein source.</s>,meat,1
50,5,Yes there are veggies on the plate specifically broccoli.</s>,yes,1
50,6,The plate contains broccoli and meat specifically beef.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,Yes the plate is topped with broccoli meat and veggies.</s>,yes,1
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is broccoli in the image.</s>,yes,1
50,2,There is broccoli on the plate.</s>,broccoli,1
50,3,Yes there is meat on the plate.</s>,yes,1
50,4,The plate contains a serving of beef which is a type of protein.</s>,meat,1
50,5,Yes there are broccoli florets on the plate.</s>,yes,1
50,6,There are broccoli and beef on the plate.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,Yes the plate is topped with broccoli meat and veggies.</s>,yes,1
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is broccoli in the image.</s>,yes,1
50,2,There is a plate of broccoli on the table.</s>,broccoli,1
50,3,Yes there is meat on the plate along with broccoli.</s>,yes,1
50,4,There is raw fish on the plate which is a type of protein.</s>,fish,0
50,5,Yes there are broccoli florets on the red plate.</s>,yes,1
50,6,The plate contains broccoli.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,Yes the plate is topped with broccoli meat and veggies.</s>,yes,1
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is broccoli on the plate.</s>,yes,1
50,2,There are broccoli florets on the plate.</s>,broccoli,1
50,3,No there is no meat in the image. The plate contains only broccoli.</s>,no,0
50,4,0</s>,chicken,0
50,5,Yes there are green broccoli florets on the red plate.</s>,yes,1
50,6,The plate contains broccoli.</s>,veggies,1
50,7,Yes the plate is red.</s>,yes,1
50,8,The plate is red.</s>,red,1
50,9,No the plate is topped with broccoli and possibly some other vegetables but there is no meat visible in the image.</s>,no,0
50,0,Yes there is a plate in the image.</s>,yes,1
50,1,Yes there is a pile of broccoli on the plate.</s>,yes,1
50,2,The plate contains broccoli.</s>,broccoli,1
50,3,No there is no meat in the image. The image only shows a plate of broccoli.</s>,no,0
